"Plot Title: Schoorbakkebrug"
"#","Date Time, GMT+01:00","High Range, mS/cm (LGR S/N: 20844998, SEN S/N: 20844998)","Temp, °C (LGR S/N: 20844998, SEN S/N: 20844998)","Coupler Detached (LGR S/N: 20844998)","Coupler Attached (LGR S/N: 20844998)","Host Connected (LGR S/N: 20844998)","Stopped (LGR S/N: 20844998)","End Of File (LGR S/N: 20844998)"
42,02/17/23 06:07:30 AM,0.5990,7.78,,,,,
43,02/17/23 06:37:30 AM,0.6000,7.82,,,,,
44,02/17/23 07:07:30 AM,0.6000,7.83,,,,,
45,02/17/23 07:37:30 AM,0.6006,7.84,,,,,
46,02/17/23 08:07:30 AM,0.6011,7.88,,,,,
47,02/17/23 08:37:30 AM,0.6006,7.88,,,,,
48,02/17/23 09:07:30 AM,0.6011,7.91,,,,,
49,02/17/23 09:37:30 AM,0.6011,7.92,,,,,
50,02/17/23 10:07:30 AM,0.5995,7.80,,,,,
51,02/17/23 10:37:30 AM,0.5979,7.84,,,,,
52,02/17/23 11:07:30 AM,0.5979,7.83,,,,,
53,02/17/23 11:37:30 AM,0.5979,7.83,,,,,
54,02/17/23 12:07:30 PM,0.5979,7.91,,,,,
55,02/17/23 12:37:30 PM,0.5995,7.96,,,,,
56,02/17/23 01:07:30 PM,0.6000,7.98,,,,,
57,02/17/23 01:37:30 PM,0.6011,8.06,,,,,
58,02/17/23 02:07:30 PM,0.6027,8.19,,,,,
59,02/17/23 02:37:30 PM,0.6054,8.30,,,,,
60,02/17/23 03:07:30 PM,0.6059,8.34,,,,,
61,02/17/23 03:37:30 PM,0.6059,8.39,,,,,
62,02/17/23 04:07:30 PM,0.6070,8.44,,,,,
63,02/17/23 04:37:30 PM,0.6070,8.45,,,,,
64,02/17/23 05:07:30 PM,0.6075,8.51,,,,,
65,02/17/23 05:37:30 PM,0.6075,8.51,,,,,
66,02/17/23 06:07:30 PM,0.6075,8.53,,,,,
67,02/17/23 06:37:30 PM,0.6081,8.58,,,,,
68,02/17/23 07:07:30 PM,0.6081,8.59,,,,,
69,02/17/23 07:37:30 PM,0.6091,8.63,,,,,
70,02/17/23 08:07:30 PM,0.6097,8.66,,,,,
71,02/17/23 08:37:30 PM,0.6129,8.68,,,,,
72,02/17/23 09:07:30 PM,0.6129,8.71,,,,,
73,02/17/23 09:37:30 PM,0.6129,8.73,,,,,
74,02/17/23 10:07:30 PM,0.6124,8.73,,,,,
75,02/17/23 10:37:30 PM,0.6124,8.72,,,,,
76,02/17/23 11:07:30 PM,0.6118,8.72,,,,,
77,02/17/23 11:37:30 PM,0.6118,8.72,,,,,
78,02/18/23 12:07:30 AM,0.6118,8.72,,,,,
79,02/18/23 12:37:30 AM,0.6113,8.72,,,,,
80,02/18/23 01:07:30 AM,0.6113,8.72,,,,,
81,02/18/23 01:37:30 AM,0.6113,8.73,,,,,
82,02/18/23 02:07:30 AM,0.6118,8.77,,,,,
83,02/18/23 02:37:30 AM,0.6113,8.77,,,,,
84,02/18/23 03:07:30 AM,0.6124,8.84,,,,,
85,02/18/23 03:37:30 AM,0.6199,8.89,,,,,
86,02/18/23 04:07:30 AM,0.6199,8.89,,,,,
87,02/18/23 04:37:30 AM,0.6199,8.89,,,,,
88,02/18/23 05:07:30 AM,0.6199,8.90,,,,,
89,02/18/23 05:37:30 AM,0.6193,8.89,,,,,
90,02/18/23 06:07:30 AM,0.6199,8.90,,,,,
91,02/18/23 06:37:30 AM,0.6193,8.89,,,,,
92,02/18/23 07:07:30 AM,0.6183,8.87,,,,,
93,02/18/23 07:37:30 AM,0.6183,8.86,,,,,
94,02/18/23 08:07:30 AM,0.6177,8.85,,,,,
95,02/18/23 08:37:30 AM,0.6183,8.86,,,,,
96,02/18/23 09:07:30 AM,0.6188,8.89,,,,,
97,02/18/23 09:37:30 AM,0.6193,8.91,,,,,
98,02/18/23 10:07:30 AM,0.6199,8.94,,,,,
99,02/18/23 10:37:30 AM,0.6199,8.96,,,,,
100,02/18/23 11:07:30 AM,0.6199,8.96,,,,,
101,02/18/23 11:37:30 AM,0.6204,8.94,,,,,
102,02/18/23 12:07:30 PM,0.6204,8.98,,,,,
103,02/18/23 12:37:30 PM,0.6199,8.96,,,,,
104,02/18/23 01:07:30 PM,0.6204,8.99,,,,,
105,02/18/23 01:37:30 PM,0.6209,9.03,,,,,
106,02/18/23 02:07:30 PM,0.6215,9.08,,,,,
107,02/18/23 02:37:30 PM,0.6231,9.15,,,,,
108,02/18/23 03:07:30 PM,0.6231,9.21,,,,,
109,02/18/23 03:37:30 PM,0.6252,9.37,,,,,
110,02/18/23 04:07:30 PM,0.6269,9.47,,,,,
111,02/18/23 04:37:30 PM,0.6279,9.51,,,,,
112,02/18/23 05:07:30 PM,0.6285,9.46,,,,,
113,02/18/23 05:37:30 PM,0.6290,9.41,,,,,
114,02/18/23 06:07:30 PM,0.6290,9.40,,,,,
115,02/18/23 06:37:30 PM,0.6295,9.38,,,,,
116,02/18/23 07:07:30 PM,0.6301,9.38,,,,,
117,02/18/23 07:37:30 PM,0.6301,9.38,,,,,
118,02/18/23 08:07:30 PM,0.6285,9.40,,,,,
119,02/18/23 08:37:30 PM,0.6290,9.38,,,,,
120,02/18/23 09:07:30 PM,0.6295,9.37,,,,,
121,02/18/23 09:37:30 PM,0.6295,9.36,,,,,
122,02/18/23 10:07:30 PM,0.6290,9.32,,,,,
123,02/18/23 10:37:30 PM,0.6285,9.32,,,,,
124,02/18/23 11:07:30 PM,0.6285,9.31,,,,,
125,02/18/23 11:37:30 PM,0.6285,9.32,,,,,
126,02/19/23 12:07:30 AM,0.6285,9.31,,,,,
127,02/19/23 12:37:30 AM,0.6285,9.32,,,,,
128,02/19/23 01:07:30 AM,0.6285,9.32,,,,,
129,02/19/23 01:37:30 AM,0.6285,9.32,,,,,
130,02/19/23 02:07:30 AM,0.6285,9.31,,,,,
131,02/19/23 02:37:30 AM,0.6279,9.32,,,,,
132,02/19/23 03:07:30 AM,0.6301,9.32,,,,,
133,02/19/23 03:37:30 AM,0.6301,9.31,,,,,
134,02/19/23 04:07:30 AM,0.6295,9.32,,,,,
135,02/19/23 04:37:30 AM,0.6295,9.31,,,,,
136,02/19/23 05:07:30 AM,0.6290,9.31,,,,,
137,02/19/23 05:37:30 AM,0.6295,9.28,,,,,
138,02/19/23 06:07:30 AM,0.6285,9.26,,,,,
139,02/19/23 06:37:30 AM,0.6285,9.26,,,,,
140,02/19/23 07:07:30 AM,0.6285,9.26,,,,,
141,02/19/23 07:37:30 AM,0.6285,9.24,,,,,
142,02/19/23 08:07:30 AM,0.6279,9.26,,,,,
143,02/19/23 08:37:30 AM,0.6263,9.27,,,,,
144,02/19/23 09:07:30 AM,0.6252,9.30,,,,,
145,02/19/23 09:37:30 AM,0.6247,9.31,,,,,
146,02/19/23 10:07:30 AM,0.6242,9.35,,,,,
147,02/19/23 10:37:30 AM,0.6242,9.36,,,,,
148,02/19/23 11:07:30 AM,0.6392,9.38,,,,,
149,02/19/23 11:37:30 AM,0.6392,9.41,,,,,
150,02/19/23 12:07:30 PM,0.6398,9.46,,,,,
151,02/19/23 12:37:30 PM,0.6398,9.51,,,,,
152,02/19/23 01:07:30 PM,0.6398,9.54,,,,,
153,02/19/23 01:37:30 PM,0.6387,9.56,,,,,
154,02/19/23 02:07:30 PM,0.6387,9.58,,,,,
155,02/19/23 02:37:30 PM,0.6387,9.61,,,,,
156,02/19/23 03:07:30 PM,0.6392,9.65,,,,,
157,02/19/23 03:37:30 PM,0.6398,9.66,,,,,
158,02/19/23 04:07:30 PM,0.6398,9.66,,,,,
159,02/19/23 04:37:30 PM,0.6382,9.61,,,,,
160,02/19/23 05:07:30 PM,0.6376,9.64,,,,,
161,02/19/23 05:37:30 PM,0.6365,9.61,,,,,
162,02/19/23 06:07:30 PM,0.6344,9.58,,,,,
163,02/19/23 06:37:30 PM,0.6339,9.56,,,,,
164,02/19/23 07:07:30 PM,0.6339,9.59,,,,,
165,02/19/23 07:37:30 PM,0.6339,9.61,,,,,
166,02/19/23 08:07:30 PM,0.6322,9.58,,,,,
167,02/19/23 08:37:30 PM,0.6306,9.55,,,,,
168,02/19/23 09:07:30 PM,0.6301,9.47,,,,,
169,02/19/23 09:37:30 PM,0.6301,9.44,,,,,
170,02/19/23 10:07:30 PM,0.6360,9.42,,,,,
171,02/19/23 10:37:30 PM,0.6355,9.37,,,,,
172,02/19/23 11:07:30 PM,0.6414,9.41,,,,,
173,02/19/23 11:37:30 PM,0.6414,9.37,,,,,
174,02/20/23 12:07:30 AM,0.6409,9.33,,,,,
175,02/20/23 12:37:30 AM,0.6398,9.31,,,,,
176,02/20/23 01:07:30 AM,0.6398,9.36,,,,,
177,02/20/23 01:37:30 AM,0.6392,9.32,,,,,
178,02/20/23 02:07:30 AM,0.6382,9.30,,,,,
179,02/20/23 02:37:30 AM,0.6382,9.32,,,,,
180,02/20/23 03:07:30 AM,0.6382,9.36,,,,,
181,02/20/23 03:37:30 AM,0.6382,9.35,,,,,
182,02/20/23 04:07:30 AM,0.6376,9.33,,,,,
183,02/20/23 04:37:30 AM,0.6376,9.32,,,,,
184,02/20/23 05:07:30 AM,0.6376,9.31,,,,,
185,02/20/23 05:37:30 AM,0.6371,9.28,,,,,
186,02/20/23 06:07:30 AM,0.6371,9.27,,,,,
187,02/20/23 06:37:30 AM,0.6371,9.27,,,,,
188,02/20/23 07:07:30 AM,0.6371,9.26,,,,,
189,02/20/23 07:37:30 AM,0.6365,9.23,,,,,
190,02/20/23 08:07:30 AM,0.6365,9.24,,,,,
191,02/20/23 08:37:30 AM,0.6365,9.26,,,,,
192,02/20/23 09:07:30 AM,0.6371,9.28,,,,,
193,02/20/23 09:37:30 AM,0.6365,9.30,,,,,
194,02/20/23 10:07:30 AM,0.6371,9.30,,,,,
195,02/20/23 10:37:30 AM,0.6365,9.30,,,,,
196,02/20/23 11:07:30 AM,0.6365,9.31,,,,,
197,02/20/23 11:37:30 AM,0.6371,9.31,,,,,
198,02/20/23 12:07:30 PM,0.6371,9.33,,,,,
199,02/20/23 12:37:30 PM,0.6376,9.36,,,,,
200,02/20/23 01:07:30 PM,0.6376,9.36,,,,,
201,02/20/23 01:37:30 PM,0.6414,9.36,,,,,
202,02/20/23 02:07:30 PM,0.6414,9.37,,,,,
203,02/20/23 02:37:30 PM,0.6414,9.41,,,,,
204,02/20/23 03:07:30 PM,0.6419,9.46,,,,,
205,02/20/23 03:37:30 PM,0.6414,9.46,,,,,
206,02/20/23 04:07:30 PM,0.6409,9.42,,,,,
207,02/20/23 04:37:30 PM,0.6409,9.44,,,,,
208,02/20/23 05:07:30 PM,0.6403,9.42,,,,,
209,02/20/23 05:37:30 PM,0.6392,9.40,,,,,
210,02/20/23 06:07:30 PM,0.6403,9.37,,,,,
211,02/20/23 06:37:30 PM,0.6398,9.36,,,,,
212,02/20/23 07:07:30 PM,0.6409,9.47,,,,,
213,02/20/23 07:37:30 PM,0.6403,9.52,,,,,
214,02/20/23 08:07:30 PM,0.6392,9.47,,,,,
215,02/20/23 08:37:30 PM,0.6376,9.38,,,,,
216,02/20/23 09:07:30 PM,0.6355,9.37,,,,,
217,02/20/23 09:37:30 PM,0.6349,9.36,,,,,
218,02/20/23 10:07:30 PM,0.6344,9.36,,,,,
219,02/20/23 10:37:30 PM,0.6344,9.35,,,,,
220,02/20/23 11:07:30 PM,0.6333,9.35,,,,,
221,02/20/23 11:37:30 PM,0.6333,9.35,,,,,
222,02/21/23 12:07:30 AM,0.6328,9.33,,,,,
223,02/21/23 12:37:30 AM,0.6322,9.35,,,,,
224,02/21/23 01:07:30 AM,0.6328,9.33,,,,,
225,02/21/23 01:37:30 AM,0.6328,9.35,,,,,
226,02/21/23 02:07:30 AM,0.6328,9.33,,,,,
227,02/21/23 02:37:30 AM,0.6328,9.35,,,,,
228,02/21/23 03:07:30 AM,0.6322,9.33,,,,,
229,02/21/23 03:37:30 AM,0.6317,9.32,,,,,
230,02/21/23 04:07:30 AM,0.6322,9.33,,,,,
231,02/21/23 04:37:30 AM,0.6322,9.32,,,,,
232,02/21/23 05:07:30 AM,0.6312,9.32,,,,,
233,02/21/23 05:37:30 AM,0.6312,9.33,,,,,
234,02/21/23 06:07:30 AM,0.6295,9.31,,,,,
235,02/21/23 06:37:30 AM,0.6295,9.32,,,,,
236,02/21/23 07:07:30 AM,0.6301,9.32,,,,,
237,02/21/23 07:37:30 AM,0.6295,9.32,,,,,
238,02/21/23 08:07:30 AM,0.6301,9.31,,,,,
239,02/21/23 08:37:30 AM,0.6306,9.31,,,,,
240,02/21/23 09:07:30 AM,0.6312,9.32,,,,,
241,02/21/23 09:37:30 AM,0.6317,9.32,,,,,
242,02/21/23 10:07:30 AM,0.6349,9.36,,,,,
243,02/21/23 10:37:30 AM,0.6484,9.37,,,,,
244,02/21/23 11:07:30 AM,0.6484,9.40,,,,,
245,02/21/23 11:37:30 AM,0.6511,9.46,,,,,
246,02/21/23 12:07:30 PM,0.6511,9.44,,,,,
247,02/21/23 12:37:30 PM,0.6511,9.46,,,,,
248,02/21/23 01:07:30 PM,0.6517,9.49,,,,,
249,02/21/23 01:37:30 PM,0.6527,9.58,,,,,
250,02/21/23 02:07:30 PM,0.6533,9.54,,,,,
251,02/21/23 02:37:30 PM,0.6571,9.60,,,,,
252,02/21/23 03:07:30 PM,0.6538,9.46,,,,,
253,02/21/23 03:37:30 PM,0.6544,9.51,,,,,
254,02/21/23 04:07:30 PM,0.6538,9.50,,,,,
255,02/21/23 04:37:30 PM,0.6544,9.52,,,,,
256,02/21/23 05:07:30 PM,0.6538,9.55,,,,,
257,02/21/23 05:37:30 PM,0.6544,9.55,,,,,
258,02/21/23 06:07:30 PM,0.6544,9.55,,,,,
259,02/21/23 06:37:30 PM,0.6549,9.52,,,,,
260,02/21/23 07:07:30 PM,0.6538,9.50,,,,,
261,02/21/23 07:37:30 PM,0.6538,9.49,,,,,
262,02/21/23 08:07:30 PM,0.6538,9.49,,,,,
263,02/21/23 08:37:30 PM,0.6538,9.46,,,,,
264,02/21/23 09:07:30 PM,0.6533,9.44,,,,,
265,02/21/23 09:37:30 PM,0.6527,9.42,,,,,
266,02/21/23 10:07:30 PM,0.6517,9.32,,,,,
267,02/21/23 10:37:30 PM,0.6517,9.35,,,,,
268,02/21/23 11:07:30 PM,0.6517,9.30,,,,,
269,02/21/23 11:37:30 PM,0.6533,9.30,,,,,
270,02/22/23 12:07:30 AM,0.6544,9.30,,,,,
271,02/22/23 12:37:30 AM,0.6544,9.26,,,,,
272,02/22/23 01:07:30 AM,0.6538,9.24,,,,,
273,02/22/23 01:37:30 AM,0.6538,9.24,,,,,
274,02/22/23 02:07:30 AM,0.6538,9.24,,,,,
275,02/22/23 02:37:30 AM,0.6538,9.23,,,,,
276,02/22/23 03:07:30 AM,0.6538,9.23,,,,,
277,02/22/23 03:37:30 AM,0.6538,9.23,,,,,
278,02/22/23 04:07:30 AM,0.6538,9.23,,,,,
279,02/22/23 04:37:30 AM,0.6544,9.23,,,,,
280,02/22/23 05:07:30 AM,0.6538,9.21,,,,,
281,02/22/23 05:37:30 AM,0.6538,9.18,,,,,
282,02/22/23 06:07:30 AM,0.6517,9.14,,,,,
283,02/22/23 06:37:30 AM,0.6517,9.14,,,,,
284,02/22/23 07:07:30 AM,0.6517,9.12,,,,,
285,02/22/23 07:37:30 AM,0.6517,9.10,,,,,
286,02/22/23 08:07:30 AM,0.6517,9.05,,,,,
287,02/22/23 08:37:30 AM,0.6527,9.07,,,,,
288,02/22/23 09:07:30 AM,0.6527,9.04,,,,,
289,02/22/23 09:37:30 AM,0.6522,9.04,,,,,
290,02/22/23 10:07:30 AM,0.6522,9.05,,,,,
291,02/22/23 10:37:30 AM,0.6549,9.09,,,,,
292,02/22/23 11:07:30 AM,0.6544,9.17,,,,,
293,02/22/23 11:37:30 AM,0.6625,9.24,,,,,
294,02/22/23 12:07:30 PM,0.6625,9.26,,,,,
295,02/22/23 12:37:30 PM,0.6630,9.30,,,,,
296,02/22/23 01:07:30 PM,0.6641,9.31,,,,,
297,02/22/23 01:37:30 PM,0.6636,9.36,,,,,
298,02/22/23 02:07:30 PM,0.6641,9.40,,,,,
299,02/22/23 02:37:30 PM,0.6652,9.45,,,,,
300,02/22/23 03:07:30 PM,0.6641,9.42,,,,,
301,02/22/23 03:37:30 PM,0.6614,9.31,,,,,
302,02/22/23 04:07:30 PM,0.6609,9.28,,,,,
303,02/22/23 04:37:30 PM,0.6625,9.30,,,,,
304,02/22/23 05:07:30 PM,0.6636,9.32,,,,,
305,02/22/23 05:37:30 PM,0.6625,9.28,,,,,
306,02/22/23 06:07:30 PM,0.6619,9.26,,,,,
307,02/22/23 06:37:30 PM,0.6625,9.28,,,,,
308,02/22/23 07:07:30 PM,0.6614,9.28,,,,,
309,02/22/23 07:37:30 PM,0.6609,9.27,,,,,
310,02/22/23 08:07:30 PM,0.6609,9.28,,,,,
311,02/22/23 08:37:30 PM,0.6592,9.28,,,,,
312,02/22/23 09:07:30 PM,0.6598,9.32,,,,,
313,02/22/23 09:37:30 PM,0.6598,9.32,,,,,
314,02/22/23 10:07:30 PM,0.6592,9.31,,,,,
315,02/22/23 10:37:30 PM,0.6598,9.31,,,,,
316,02/22/23 11:07:30 PM,0.6587,9.31,,,,,
317,02/22/23 11:37:30 PM,0.6598,9.33,,,,,
318,02/23/23 12:07:30 AM,0.6592,9.32,,,,,
319,02/23/23 12:37:30 AM,0.6592,9.32,,,,,
320,02/23/23 01:07:30 AM,0.6598,9.32,,,,,
321,02/23/23 01:37:30 AM,0.6581,9.33,,,,,
322,02/23/23 02:07:30 AM,0.6576,9.32,,,,,
323,02/23/23 02:37:30 AM,0.6576,9.31,,,,,
324,02/23/23 03:07:30 AM,0.6576,9.32,,,,,
325,02/23/23 03:37:30 AM,0.6587,9.31,,,,,
326,02/23/23 04:07:30 AM,0.6581,9.31,,,,,
327,02/23/23 04:37:30 AM,0.6571,9.30,,,,,
328,02/23/23 05:07:30 AM,0.6576,9.31,,,,,
329,02/23/23 05:37:30 AM,0.6565,9.30,,,,,
330,02/23/23 06:07:30 AM,0.6565,9.28,,,,,
331,02/23/23 06:37:30 AM,0.6560,9.30,,,,,
332,02/23/23 07:07:30 AM,0.6560,9.30,,,,,
333,02/23/23 07:37:30 AM,0.6554,9.28,,,,,
334,02/23/23 08:07:30 AM,0.6538,9.30,,,,,
335,02/23/23 08:37:30 AM,0.6565,9.32,,,,,
336,02/23/23 09:07:30 AM,0.6609,9.35,,,,,
337,02/23/23 09:37:30 AM,0.6571,9.35,,,,,
338,02/23/23 10:07:30 AM,0.6560,9.37,,,,,
339,02/23/23 10:37:30 AM,0.6549,9.40,,,,,
340,02/23/23 11:07:30 AM,0.6549,9.42,,,,,
341,02/23/23 11:37:30 AM,0.6549,9.45,,,,,
342,02/23/23 12:07:30 PM,0.6565,9.49,,,,,
343,02/23/23 12:37:30 PM,0.6619,9.54,,,,,
344,02/23/23 01:07:30 PM,0.6657,9.58,,,,,
345,02/23/23 01:37:30 PM,0.6679,9.61,,,,,
346,02/23/23 02:07:30 PM,0.6706,9.65,,,,,
347,02/23/23 02:37:30 PM,0.6750,9.66,,,,,
348,02/23/23 03:07:30 PM,0.6733,9.70,,,,,
349,02/23/23 03:37:30 PM,0.6739,9.72,,,,,
350,02/23/23 04:07:30 PM,0.6744,9.75,,,,,
351,02/23/23 04:37:30 PM,0.6744,9.75,,,,,
352,02/23/23 05:07:30 PM,0.6744,9.74,,,,,
353,02/23/23 05:37:30 PM,0.6739,9.70,,,,,
354,02/23/23 06:07:30 PM,0.6739,9.69,,,,,
355,02/23/23 06:37:30 PM,0.6728,9.68,,,,,
356,02/23/23 07:07:30 PM,0.6722,9.66,,,,,
357,02/23/23 07:37:30 PM,0.6712,9.65,,,,,
358,02/23/23 08:07:30 PM,0.6706,9.63,,,,,
359,02/23/23 08:37:30 PM,0.6739,9.63,,,,,
360,02/23/23 09:07:30 PM,0.6739,9.63,,,,,
361,02/23/23 09:37:30 PM,0.6744,9.61,,,,,
362,02/23/23 10:07:30 PM,0.6739,9.60,,,,,
363,02/23/23 10:37:30 PM,0.6739,9.61,,,,,
364,02/23/23 11:07:30 PM,0.6733,9.56,,,,,
365,02/23/23 11:37:30 PM,0.6733,9.51,,,,,
366,02/24/23 12:07:30 AM,0.6717,9.51,,,,,
367,02/24/23 12:37:30 AM,0.6733,9.52,,,,,
368,02/24/23 01:07:30 AM,0.6733,9.56,,,,,
369,02/24/23 01:37:30 AM,0.6733,9.52,,,,,
370,02/24/23 02:07:30 AM,0.6739,9.54,,,,,
371,02/24/23 02:37:30 AM,0.6728,9.54,,,,,
372,02/24/23 03:07:30 AM,0.6717,9.49,,,,,
373,02/24/23 03:37:30 AM,0.6717,9.51,,,,,
374,02/24/23 04:07:30 AM,0.6717,9.50,,,,,
375,02/24/23 04:37:30 AM,0.6717,9.47,,,,,
376,02/24/23 05:07:30 AM,0.6717,9.49,,,,,
377,02/24/23 05:37:30 AM,0.6695,9.45,,,,,
378,02/24/23 06:07:30 AM,0.6695,9.38,,,,,
379,02/24/23 06:37:30 AM,0.6690,9.38,,,,,
380,02/24/23 07:07:30 AM,0.6684,9.37,,,,,
381,02/24/23 07:37:30 AM,0.6668,9.32,,,,,
382,02/24/23 08:07:30 AM,0.6657,9.30,,,,,
383,02/24/23 08:37:30 AM,0.6652,9.24,,,,,
384,02/24/23 09:07:30 AM,0.6657,9.24,,,,,
385,02/24/23 09:37:30 AM,0.6663,9.27,,,,,
386,02/24/23 10:07:30 AM,0.6663,9.31,,,,,
387,02/24/23 10:37:30 AM,0.6663,9.31,,,,,
388,02/24/23 11:07:30 AM,0.6663,9.32,,,,,
389,02/24/23 11:37:30 AM,0.6663,9.37,,,,,
390,02/24/23 12:07:30 PM,0.6652,9.44,,,,,
391,02/24/23 12:37:30 PM,0.6657,9.51,,,,,
392,02/24/23 01:07:30 PM,0.6663,9.52,,,,,
393,02/24/23 01:37:30 PM,0.6663,9.55,,,,,
394,02/24/23 02:07:30 PM,0.6701,9.52,,,,,
395,02/24/23 02:37:30 PM,0.6701,9.54,,,,,
396,02/24/23 03:07:30 PM,0.6695,9.54,,,,,
397,02/24/23 03:37:30 PM,0.6706,9.56,,,,,
398,02/24/23 04:07:30 PM,0.6706,9.56,,,,,
399,02/24/23 04:37:30 PM,0.6706,9.58,,,,,
400,02/24/23 05:07:30 PM,0.6695,9.54,,,,,
401,02/24/23 05:37:30 PM,0.6679,9.50,,,,,
402,02/24/23 06:07:30 PM,0.6679,9.46,,,,,
403,02/24/23 06:37:30 PM,0.6668,9.45,,,,,
404,02/24/23 07:07:30 PM,0.6657,9.42,,,,,
405,02/24/23 07:37:30 PM,0.6652,9.40,,,,,
406,02/24/23 08:07:30 PM,0.6636,9.38,,,,,
407,02/24/23 08:37:30 PM,0.6614,9.35,,,,,
408,02/24/23 09:07:30 PM,0.6609,9.37,,,,,
409,02/24/23 09:37:30 PM,0.6587,9.37,,,,,
410,02/24/23 10:07:30 PM,0.6581,9.35,,,,,
411,02/24/23 10:37:30 PM,0.6560,9.35,,,,,
412,02/24/23 11:07:30 PM,0.6554,9.33,,,,,
413,02/24/23 11:37:30 PM,0.6544,9.30,,,,,
414,02/25/23 12:07:30 AM,0.6538,9.24,,,,,
415,02/25/23 12:37:30 AM,0.6538,9.27,,,,,
416,02/25/23 01:07:30 AM,0.6527,9.27,,,,,
417,02/25/23 01:37:30 AM,0.6522,9.24,,,,,
418,02/25/23 02:07:30 AM,0.6511,9.21,,,,,
419,02/25/23 02:37:30 AM,0.6506,9.19,,,,,
420,02/25/23 03:07:30 AM,0.6506,9.18,,,,,
421,02/25/23 03:37:30 AM,0.6500,9.15,,,,,
422,02/25/23 04:07:30 AM,0.6490,9.14,,,,,
423,02/25/23 04:37:30 AM,0.6495,9.13,,,,,
424,02/25/23 05:07:30 AM,0.6490,9.12,,,,,
425,02/25/23 05:37:30 AM,0.6495,9.09,,,,,
426,02/25/23 06:07:30 AM,0.6484,9.05,,,,,
427,02/25/23 06:37:30 AM,0.6473,9.03,,,,,
428,02/25/23 07:07:30 AM,0.6473,9.01,,,,,
429,02/25/23 07:37:30 AM,0.6463,9.00,,,,,
430,02/25/23 08:07:30 AM,0.6468,8.99,,,,,
431,02/25/23 08:37:30 AM,0.6446,8.98,,,,,
432,02/25/23 09:07:30 AM,0.6446,9.00,,,,,
433,02/25/23 09:37:30 AM,0.6446,9.07,,,,,
434,02/25/23 10:07:30 AM,0.6441,9.08,,,,,
435,02/25/23 10:37:30 AM,0.6419,9.09,,,,,
436,02/25/23 11:07:30 AM,0.6414,9.13,,,,,
437,02/25/23 11:37:30 AM,0.6414,9.26,,,,,
438,02/25/23 12:07:30 PM,0.6414,9.31,,,,,
439,02/25/23 12:37:30 PM,0.6414,9.38,,,,,
