Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 12/02/2020
TIME       : 13:59:28
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\KGO\CSV\plassendale_200212135928_V7000.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..08-V7000  317.
  Instrument number       =                    
                          =0
  Location                =plassendale
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..08-V7000  317.
  Instrument number       =                    
  Location                =plassendale
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =01:05:11 17/05/19
  End date / time         =01:35:09 12/02/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2019/05/17 11:05:01;1029,767;15,173;0,372
2019/05/17 11:35:01;1142,408;16,767;0,736
2019/05/17 12:05:01;1143,867;16,770;0,756
2019/05/17 12:35:01;1142,875;16,797;0,800
2019/05/17 13:05:01;1142,408;16,827;0,800
2019/05/17 13:35:01;1142,233;16,840;0,812
2019/05/17 14:05:01;1142,467;16,833;0,816
2019/05/17 14:35:01;1143,517;16,850;0,792
2019/05/17 15:05:01;1142,758;16,870;0,800
2019/05/17 15:35:01;1143,692;16,857;0,812
2019/05/17 16:05:01;1145,150;16,837;0,816
2019/05/17 16:35:01;1143,400;16,823;0,820
2019/05/17 17:05:01;1144,683;16,827;0,828
2019/05/17 17:35:01;1143,867;16,823;0,816
2019/05/17 18:05:01;1142,233;16,790;0,784
2019/05/17 18:35:01;1141,825;16,793;0,768
2019/05/17 19:05:01;1142,875;16,807;0,816
2019/05/17 19:35:01;1139,375;16,767;0,832
2019/05/17 20:05:01;1138,617;16,763;0,836
2019/05/17 20:35:01;1138,092;16,740;0,824
2019/05/17 21:05:01;1134,300;16,733;0,824
2019/05/17 21:35:01;1134,417;16,700;0,816
2019/05/17 22:05:01;1136,342;16,707;0,800
2019/05/17 22:35:01;1132,550;16,683;0,792
2019/05/17 23:05:01;1132,025;16,643;0,832
2019/05/17 23:35:01;1131,908;16,593;0,844
2019/05/18 00:05:01;1132,025;16,613;0,828
2019/05/18 00:35:01;1133,017;16,600;0,820
2019/05/18 01:05:01;1133,658;16,563;0,828
2019/05/18 01:35:01;1133,483;16,493;0,844
2019/05/18 02:05:01;1133,658;16,483;0,824
2019/05/18 02:35:01;1134,300;16,463;0,800
2019/05/18 03:05:01;1134,942;16,420;0,836
2019/05/18 03:35:01;1134,942;16,380;0,844
2019/05/18 04:05:01;1136,050;16,350;0,848
2019/05/18 04:35:01;1134,767;16,363;0,832
2019/05/18 05:05:01;1135,233;16,330;0,860
2019/05/18 05:35:01;1134,767;16,310;0,836
2019/05/18 06:05:01;1135,875;16,303;0,856
2019/05/18 06:35:01;1135,058;16,263;0,856
2019/05/18 07:05:01;1135,700;16,247;0,852
2019/05/18 07:35:01;1136,050;16,220;0,864
