Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 12/02/2020
TIME       : 13:59:27
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\KGO\CSV\brugge_200212135927_T6300.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..16-T6300  317.
  Instrument number       =                    
                          =0
  Location                =brugge
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..16-T6300  317.
  Instrument number       =                    
  Location                =brugge
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =10:22:11 17/05/19
  End date / time         =10:52:08 12/02/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2019/05/17 11:22:10;1031,342;14,040;0,076
2019/05/17 11:52:10;1321,317;16,270;2,468
2019/05/17 12:22:10;1321,142;16,750;2,144
2019/05/17 12:52:10;1319,800;16,467;2,388
2019/05/17 13:22:10;1319,450;16,363;2,544
2019/05/17 13:52:10;1320,383;16,463;2,492
2019/05/17 14:22:10;1322,075;16,197;2,696
2019/05/17 14:52:10;1320,733;15,943;3,140
2019/05/17 15:22:10;1321,433;16,393;2,536
2019/05/17 15:52:10;1323,708;16,130;2,884
2019/05/17 16:22:10;1320,617;16,183;2,876
2019/05/17 16:52:10;1323,942;15,977;3,060
2019/05/17 17:22:10;1322,308;16,177;2,916
2019/05/17 17:52:10;1324,117;16,563;2,356
2019/05/17 18:22:10;1321,433;16,627;2,564
2019/05/17 18:52:10;1322,367;16,833;2,316
2019/05/17 19:22:10;1317,642;16,280;2,940
2019/05/17 19:52:10;1314,433;16,847;2,168
2019/05/17 20:22:10;1316,533;16,563;2,576
2019/05/17 20:52:10;1316,533;16,590;2,540
2019/05/17 21:22:10;1314,258;16,430;2,756
2019/05/17 21:52:10;1314,433;16,587;2,380
2019/05/17 22:22:10;1311,692;16,520;2,484
2019/05/17 22:52:10;1309,300;16,710;2,116
2019/05/17 23:22:10;1310,467;16,277;2,776
2019/05/17 23:52:10;1310,758;16,397;2,664
2019/05/18 00:22:10;1310,233;16,110;3,020
2019/05/18 00:52:10;1310,700;16,137;3,060
2019/05/18 01:22:10;1311,225;16,427;2,592
2019/05/18 01:52:10;1312,392;16,177;2,956
2019/05/18 02:22:10;1313,558;16,137;3,092
2019/05/18 02:52:10;1312,392;16,297;2,824
2019/05/18 03:22:10;1312,100;16,360;2,716
2019/05/18 03:52:10;1313,442;16,327;2,668
2019/05/18 04:22:10;1313,383;16,303;2,796
