Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 12/02/2020
TIME       : 14:00:29
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\LK-ALK\CSV\stinker moerkerke_200212140029_V7166.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..08-V7166  317.
  Instrument number       =                    
                          =0
  Location                =stinker moerkerke
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..08-V7166  317.
  Instrument number       =                    
  Location                =stinker moerkerke
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =32:42:12 17/05/19
  End date / time         =32:42:11 12/02/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2019/05/17 12:42:32;1029,358;13,050;0,000
2019/05/17 13:12:32;1126,833;13,183;0,304
2019/05/17 13:42:32;1126,950;13,183;0,308
2019/05/17 14:12:32;1127,125;13,220;0,312
2019/05/17 14:42:32;1127,125;13,197;0,320
2019/05/17 15:12:32;1127,125;13,200;0,340
2019/05/17 15:42:32;1127,242;13,217;0,344
2019/05/17 16:12:32;1127,008;13,227;0,348
2019/05/17 16:42:32;1126,950;13,217;0,316
2019/05/17 17:12:32;1127,125;13,230;0,308
2019/05/17 17:42:32;1126,833;13,243;0,304
2019/05/17 18:12:32;1126,833;13,233;0,300
2019/05/17 18:42:32;1126,367;13,250;0,308
2019/05/17 19:12:32;1126,367;13,260;0,304
2019/05/17 19:42:32;1126,542;13,367;0,308
2019/05/17 20:12:32;1126,542;13,307;0,312
2019/05/17 20:42:32;1126,367;13,273;0,312
2019/05/17 21:12:32;1126,250;13,277;0,312
2019/05/17 21:42:32;1126,542;13,283;0,312
2019/05/17 22:12:32;1126,542;13,287;0,312
2019/05/17 22:42:32;1126,367;13,200;0,312
2019/05/17 23:12:32;1126,542;13,167;0,312
2019/05/17 23:42:32;1126,542;13,207;0,308
2019/05/18 00:12:32;1126,542;13,200;0,308
2019/05/18 00:42:32;1126,367;13,107;0,308
2019/05/18 01:12:32;1126,367;13,037;0,308
2019/05/18 01:42:32;1126,542;13,047;0,308
2019/05/18 02:12:32;1126,950;13,073;0,304
2019/05/18 02:42:32;1126,658;13,073;0,308
2019/05/18 03:12:32;1126,658;13,033;0,312
2019/05/18 03:42:32;1126,542;13,010;0,308
2019/05/18 04:12:32;1126,542;12,993;0,308
