Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 30/03/2020
TIME       : 08:36:53
FILENAME   : C:\Users\nico_demaerteleire\Desktop\CSV\blauwe sluis_200330083653_T9254.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..18-T9254  317.
  Instrument number       =                    
                          =0
  Location                =blauwe sluis
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..18-T9254  317.
  Instrument number       =                    
  Location                =blauwe sluis
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =56:29:10 10/03/20
  End date / time         =56:59:09 27/03/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/03/10 10:29:56;1028,658;11,577;0,060
2020/03/10 10:59:56;1087,750;8,773;0,996
2020/03/10 11:29:56;1090,725;8,900;0,996
2020/03/10 11:59:56;1093,817;9,007;0,996
2020/03/10 12:29:56;1095,917;9,093;0,996
2020/03/10 12:59:56;1098,192;9,173;0,992
2020/03/10 13:29:56;1100,292;9,247;0,992
2020/03/10 13:59:56;1100,817;9,313;0,996
2020/03/10 14:29:56;1102,158;9,400;1,000
2020/03/10 14:59:56;1104,492;9,453;1,004
2020/03/10 15:29:56;1105,192;9,517;1,008
2020/03/10 15:59:56;1107,000;9,587;1,008
2020/03/10 16:29:56;1108,342;9,657;1,008
2020/03/10 16:59:56;1110,558;9,713;1,012
2020/03/10 17:29:56;1111,200;9,770;1,008
2020/03/10 17:59:56;1113,067;9,767;1,008
2020/03/10 18:29:56;1113,358;9,813;1,012
2020/03/10 18:59:56;1111,725;9,863;1,004
2020/03/10 19:29:56;1102,508;9,950;1,000
2020/03/10 19:59:56;1093,292;9,970;0,988
2020/03/10 20:29:56;1086,117;10,020;0,952
2020/03/10 20:59:56;1079,933;10,043;0,928
2020/03/10 21:29:56;1080,925;10,073;0,908
2020/03/10 21:59:56;1084,542;10,137;0,916
2020/03/10 22:29:56;1088,100;10,177;0,924
2020/03/10 22:59:56;1090,375;10,197;0,944
2020/03/10 23:29:56;1093,117;10,207;0,964
2020/03/10 23:59:56;1094,925;10,210;0,976
2020/03/11 00:29:56;1097,550;10,213;0,980
2020/03/11 00:59:56;1099,008;10,217;0,984
2020/03/11 01:29:56;1100,000;10,220;0,984
2020/03/11 01:59:56;1101,458;10,227;0,980
2020/03/11 02:29:56;1102,333;10,217;0,980
2020/03/11 02:59:56;1103,675;10,233;0,980
2020/03/11 03:29:56;1104,842;10,240;0,980
2020/03/11 03:59:56;1106,650;10,240;0,980
2020/03/11 04:29:56;1108,692;10,237;0,980
2020/03/11 04:59:56;1110,208;10,233;0,976
2020/03/11 05:29:56;1111,900;10,227;0,976
2020/03/11 05:59:56;1114,058;10,227;0,976
2020/03/11 06:29:56;1116,917;10,220;0,980
2020/03/11 06:59:56;1119,250;10,217;0,988
2020/03/11 07:29:56;1121,758;10,200;0,992
