Data file for DataLogger.;;;
==============================================================================;;;
COMPANY    : <Company name>;;;
COMP.STATUS: Do;;;
DATE       : 30/03/2020;;;
TIME       : 08:46:19;;;
FILENAME   : C:\Users\nico_demaerteleire\Desktop\CSV\maertensas_200330084619_T6372.CSV;;;
CREATED BY : SWS Diver-Office 7.0.2.0;;;
==========================    BEGINNING OF DATA     ==========================;;;
[Logger settings];;;
  Instrument type         =CTD-Diver=17;;;
  Status                  =Started =0;;;
  Serial number           =..20-T6372  317.;;;
  Instrument number       =                    ;;;
                          =0;;;
  Location                =maertensas;;;
  Sample period           =M30;;;
  Sample method           =T   ;;;
  Number of channels      =3;;;
[Channel 1];;;
  Identification          =PRESSURE;;;
  Reference level         =400,000   cm;;;
  Range                   =1750,000  cm;;;
  Master level            =1750      CMH2O;;;
  Altitude                =0         m;;;
[Channel 2];;;
  Identification          =TEMPERATURE;;;
  Reference level         =-20,000   °C;;;
  Range                   =100,000   °C;;;
;;;
;;;
[Channel 3];;;
  Identification          =1: CONDUCTIVITY;;;
  Reference level         =0,000     mS/cm;;;
  Range                   =120,000   mS/cm;;;
;;;
;;;
[Series settings];;;
  Serial number           =..20-T6372  317.;;;
  Instrument number       =                    ;;;
  Location                =maertensas;;;
  Sample period           =00 00:30:00 0;;;
  Sample method           =T   ;;;
  Start date / time       =59:11:10 14/11/19;;;
  End date / time         =59:11:09 27/03/20;;;
[Channel 1 from data header];;;
  Identification          =PRESSURE;;;
  Reference level         =400,000   cm;;;
  Range                   =1750,000  cm;;;
  Master level            =1750      CMH2O;;;
  Altitude                =0         m;;;
[Channel 2 from data header];;;
  Identification          =TEMPERATURE;;;
  Reference level         =-20,000   °C;;;
  Range                   =100,000   °C;;;
;;;
;;;
[Channel 3 from data header];;;
  Identification          =1: CONDUCTIVITY;;;
  Reference level         =0,000     mS/cm;;;
  Range                   =120,000   mS/cm;;;
;;;
;;;
Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
14/11/2019 10:11;1020,958;7,403;0,132
14/11/2019 10:41;1211,883;6,85;0,172
14/11/2019 11:11;1212,642;6,87;0,176
14/11/2019 11:41;1212,875;6,917;0,176
14/11/2019 12:11;1213,342;6,93;0,176
14/11/2019 12:41;1213,808;6,94;0,18
14/11/2019 13:11;1214,158;7,093;0,192
14/11/2019 13:41;1214,1;7,087;0,212
14/11/2019 14:11;1214,275;7,13;0,228
14/11/2019 14:41;1215,325;7,203;0,244
14/11/2019 15:11;1216,142;7,243;0,26
14/11/2019 15:41;1216,608;7,273;0,264
14/11/2019 16:11;1217,133;7,31;0,268
14/11/2019 16:41;1217,483;7,287;0,268
14/11/2019 17:11;1218,125;7,247;0,26
14/11/2019 17:41;1218,767;7,223;0,256
14/11/2019 18:11;1219,233;7,207;0,248
14/11/2019 18:41;1218,942;7,203;0,244
14/11/2019 19:11;1219,933;7,223;0,244
14/11/2019 19:41;1166,675;7,037;0,208
14/11/2019 20:11;1153,9;7,003;0,172
14/11/2019 20:41;1140,192;6,723;0,144
14/11/2019 21:11;1177,233;6,687;0,132
14/11/2019 21:41;1181,083;6,7;0,128
14/11/2019 22:11;1184,175;6,683;0,124
14/11/2019 22:41;1185,925;6,7;0,124
14/11/2019 23:11;1187,208;6,72;0,12
14/11/2019 23:41;1189,192;6,747;0,12
15/11/2019 0:11;1190,65;6,79;0,124
15/11/2019 0:41;1192,283;6,81;0,124
15/11/2019 1:11;1193,625;6,853;0,128
15/11/2019 1:41;1194,617;6,887;0,132
15/11/2019 2:11;1195,608;7,013;0,144
15/11/2019 2:41;1196,308;7,027;0,156
15/11/2019 3:11;1196,775;7,033;0,164
15/11/2019 3:41;1197,3;7,027;0,18
15/11/2019 4:11;1197,942;6,993;0,188
15/11/2019 4:41;1198,758;6,98;0,192
15/11/2019 5:11;1199,283;6,927;0,196
15/11/2019 5:41;1199,4;7;0,196
15/11/2019 6:11;1200,1;6,903;0,196
15/11/2019 6:41;1200,917;6,94;0,2
15/11/2019 7:11;1201,675;6,943;0,2
15/11/2019 7:41;1202,258;6,92;0,2
15/11/2019 8:11;1202,667;7,01;0,204
15/11/2019 8:41;1203,717;6,98;0,204
15/11/2019 9:11;1204,65;6,977;0,204
15/11/2019 9:41;1205,875;6,973;0,204
15/11/2019 10:11;1207,042;6,96;0,208
15/11/2019 10:41;1207,508;6,937;0,208
15/11/2019 11:11;1207,392;7,027;0,208
15/11/2019 11:41;1207,217;7,033;0,208
