"Plot Title: Uniebrug paaiplaats"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20844999, SEN S/N: 20844999)","Temp, °C (LGR S/N: 20844999, SEN S/N: 20844999)","Coupler Detached (LGR S/N: 20844999)","Coupler Attached (LGR S/N: 20844999)","Host Connected (LGR S/N: 20844999)","Stopped (LGR S/N: 20844999)","End Of File (LGR S/N: 20844999)"
1,03/03/22 12:55:01 PM,76.1,11.74,,,,,
2,03/03/22 12:55:17 PM,,,Logged,,,,
3,03/03/22 01:25:01 PM,700.5,7.38,,,,,
4,03/03/22 01:55:01 PM,762.6,7.35,,,,,
5,03/03/22 02:25:01 PM,778.1,7.49,,,,,
6,03/03/22 02:55:01 PM,1011.3,7.47,,,,,
7,03/03/22 03:25:01 PM,1199.9,7.49,,,,,
8,03/03/22 03:55:01 PM,1369.4,7.51,,,,,
9,03/03/22 04:25:01 PM,1987.9,7.52,,,,,
10,03/03/22 04:55:01 PM,1538.7,7.57,,,,,
11,03/03/22 05:25:01 PM,1466.6,7.56,,,,,
12,03/03/22 05:55:01 PM,1461.4,7.59,,,,,
13,03/03/22 06:25:01 PM,946.0,7.64,,,,,
14,03/03/22 06:55:01 PM,1218.2,7.68,,,,,
15,03/03/22 07:25:01 PM,1050.9,7.83,,,,,
16,03/03/22 07:55:01 PM,902.1,7.79,,,,,
17,03/03/22 08:25:01 PM,872.6,7.77,,,,,
18,03/03/22 08:55:01 PM,827.1,7.74,,,,,
19,03/03/22 09:25:01 PM,764.8,7.71,,,,,
20,03/03/22 09:55:01 PM,754.6,7.73,,,,,
21,03/03/22 10:25:01 PM,744.0,7.71,,,,,
22,03/03/22 10:55:01 PM,753.5,7.71,,,,,
23,03/03/22 11:25:01 PM,762.1,7.71,,,,,
24,03/03/22 11:55:01 PM,804.4,7.71,,,,,
25,03/04/22 12:25:01 AM,765.3,7.69,,,,,
26,03/04/22 12:55:01 AM,847.7,7.68,,,,,
27,03/04/22 01:25:01 AM,1001.3,7.68,,,,,
28,03/04/22 01:55:01 AM,1249.6,7.68,,,,,
29,03/04/22 02:25:01 AM,1301.8,7.68,,,,,
30,03/04/22 02:55:01 AM,1061.6,7.69,,,,,
31,03/04/22 03:25:01 AM,1031.4,7.69,,,,,
32,03/04/22 03:55:01 AM,998.0,7.68,,,,,
33,03/04/22 04:25:01 AM,984.1,7.66,,,,,
34,03/04/22 04:55:01 AM,966.4,7.68,,,,,
35,03/04/22 05:25:01 AM,884.1,7.66,,,,,
36,03/04/22 05:55:01 AM,903.2,7.65,,,,,
37,03/04/22 06:25:01 AM,882.5,7.63,,,,,
38,03/04/22 06:55:01 AM,806.0,7.42,,,,,
39,03/04/22 07:25:01 AM,812.5,7.38,,,,,
40,03/04/22 07:55:01 AM,742.4,7.37,,,,,
41,03/04/22 08:25:01 AM,756.2,7.38,,,,,
42,03/04/22 08:55:01 AM,729.1,7.42,,,,,
43,03/04/22 09:25:01 AM,736.0,7.42,,,,,
44,03/04/22 09:55:01 AM,850.4,7.45,,,,,
