Data file for DataLogger.;;;
==============================================================================;;;
COMPANY    : <Company name>;;;
COMP.STATUS: Do;;;
DATE       : 28/04/2021;;;
TIME       : 11:54:01;;;
FILENAME   : C:\Users\nico_demaerteleire\Desktop\CSV\schoorbakkebrug_210428115401_T9283.CSV;;;
CREATED BY : SWS Diver-Office 7.0.2.0;;;
==========================    BEGINNING OF DATA     ==========================;;;
[Logger settings];;;
  Instrument type         =CTD-Diver=17;;;
  Status                  =Started =0;;;
  Serial number           =..21-T9283  317.;;;
  Instrument number       =                    ;;;
                          =0;;;
  Location                =schoorbakkebrug;;;
  Sample period           =M30;;;
  Sample method           =T   ;;;
  Number of channels      =3;;;
[Channel 1];;;
  Identification          =PRESSURE;;;
  Reference level         =400,000   cm;;;
  Range                   =1750,000  cm;;;
  Master level            =1750      CMH2O;;;
  Altitude                =0         m;;;
[Channel 2];;;
  Identification          =TEMPERATURE;;;
  Reference level         =-20,000   °C;;;
  Range                   =100,000   °C;;;
;;;
;;;
[Channel 3];;;
  Identification          =1: CONDUCTIVITY;;;
  Reference level         =0,000     mS/cm;;;
  Range                   =120,000   mS/cm;;;
;;;
;;;
[Series settings];;;
  Serial number           =..21-T9283  317.;;;
  Instrument number       =                    ;;;
  Location                =schoorbakkebrug;;;
  Sample period           =00 00:30:00 0;;;
  Sample method           =T   ;;;
  Start date / time       =34:09:10 26/01/21;;;
  End date / time         =34:39:10 28/04/21;;;
[Channel 1 from data header];;;
  Identification          =PRESSURE;;;
  Reference level         =400,000   cm;;;
  Range                   =1750,000  cm;;;
  Master level            =1750      CMH2O;;;
  Altitude                =0         m;;;
[Channel 2 from data header];;;
  Identification          =TEMPERATURE;;;
  Reference level         =-20,000   °C;;;
  Range                   =100,000   °C;;;
;;;
;;;
[Channel 3 from data header];;;
  Identification          =1: CONDUCTIVITY;;;
  Reference level         =0,000     mS/cm;;;
  Range                   =120,000   mS/cm;;;
;;;
;;;
Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
26/01/2021 10:09;1041,9;8,607;0,02
26/01/2021 10:39;1072,292;3,84;0,488
26/01/2021 11:09;1078,183;3,853;0,488
26/01/2021 11:39;1084,425;3,863;0,488
26/01/2021 12:09;1090,492;3,883;0,488
26/01/2021 12:39;1096,383;3,907;0,488
26/01/2021 13:09;1101,867;3,913;0,488
26/01/2021 13:39;1107,642;3,93;0,488
26/01/2021 14:09;1112,892;3,943;0,488
26/01/2021 14:39;1118,317;3,94;0,488
26/01/2021 15:09;1112,075;3,93;0,488
26/01/2021 15:39;1103,967;3,91;0,488
26/01/2021 16:09;1095,333;3,893;0,492
26/01/2021 16:39;1086,758;3,88;0,492
26/01/2021 17:09;1079,467;3,863;0,492
26/01/2021 17:39;1073,108;3,84;0,496
26/01/2021 18:09;1067,683;3,823;0,496
26/01/2021 18:39;1062,375;3,803;0,5
26/01/2021 19:09;1057,825;3,78;0,5
26/01/2021 19:39;1053,683;3,747;0,504
26/01/2021 20:09;1050,592;3,69;0,504
26/01/2021 20:39;1046,975;3,627;0,5
26/01/2021 21:09;1043,708;3,553;0,5
26/01/2021 21:39;1042,483;3,493;0,496
26/01/2021 22:09;1044,933;3,487;0,496
26/01/2021 22:39;1049,775;3,46;0,492
26/01/2021 23:09;1055,667;3,39;0,492
26/01/2021 23:39;1061,092;3,34;0,488
27/01/2021 0:09;1066,575;3,287;0,484
27/01/2021 0:39;1072,175;3,237;0,48
27/01/2021 1:09;1077,6;3,237;0,484
27/01/2021 1:39;1082,558;3,25;0,484
27/01/2021 2:09;1087,692;3,263;0,484
27/01/2021 2:39;1092,067;3,26;0,484
27/01/2021 3:09;1097,025;3,263;0,484
27/01/2021 3:39;1093,117;3,277;0,484
27/01/2021 4:09;1087,05;3,293;0,484
27/01/2021 4:39;1080,517;3,317;0,484
27/01/2021 5:09;1075,267;3,34;0,484
27/01/2021 5:39;1070,308;3,367;0,484
27/01/2021 6:09;1065,642;3,39;0,488
27/01/2021 6:39;1061,733;3,413;0,488
27/01/2021 7:09;1058,817;3,443;0,492
27/01/2021 7:39;1055,842;3,467;0,492
27/01/2021 8:09;1052,575;3,487;0,496
27/01/2021 8:39;1050,708;3,503;0,496
27/01/2021 9:09;1048,667;3,517;0,496
27/01/2021 9:39;1046,683;3,53;0,496
27/01/2021 10:09;1047,792;3,553;0,496
27/01/2021 10:39;1052,108;3,593;0,496
27/01/2021 11:09;1058;3,63;0,492
27/01/2021 11:39;1064,242;3,673;0,496
