"Plot Title: diksmuide "
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 21362415, SEN S/N: 21362415)","Temp, °C (LGR S/N: 21362415, SEN S/N: 21362415)","Coupler Detached (LGR S/N: 21362415)","Coupler Attached (LGR S/N: 21362415)","Host Connected (LGR S/N: 21362415)","Stopped (LGR S/N: 21362415)","End Of File (LGR S/N: 21362415)"
1,02/26/25 09:45:47 AM,0.0,10.15,,,,,
2,02/26/25 09:45:57 AM,,,Logged,,,,
3,02/26/25 10:15:47 AM,594.5,8.96,,,,,
4,02/26/25 10:45:47 AM,599.8,8.98,,,,,
5,02/26/25 11:15:47 AM,597.2,9.00,,,,,
6,02/26/25 11:45:47 AM,598.7,9.03,,,,,
7,02/26/25 12:15:47 PM,596.6,9.04,,,,,
8,02/26/25 12:45:47 PM,595.1,9.02,,,,,
9,02/26/25 01:15:47 PM,597.2,9.06,,,,,
10,02/26/25 01:45:47 PM,596.1,9.08,,,,,
11,02/26/25 02:15:47 PM,601.9,9.11,,,,,
12,02/26/25 02:45:47 PM,604.0,9.12,,,,,
13,02/26/25 03:15:47 PM,599.8,9.11,,,,,
14,02/26/25 03:45:47 PM,599.8,9.11,,,,,
15,02/26/25 04:15:47 PM,597.7,9.11,,,,,
16,02/26/25 04:45:47 PM,597.2,9.11,,,,,
17,02/26/25 05:15:47 PM,593.0,9.09,,,,,
18,02/26/25 05:45:47 PM,574.7,9.07,,,,,
19,02/26/25 06:15:47 PM,587.7,9.08,,,,,
20,02/26/25 06:45:47 PM,587.7,9.07,,,,,
21,02/26/25 07:15:47 PM,584.6,9.07,,,,,
22,02/26/25 07:45:47 PM,583.0,9.06,,,,,
23,02/26/25 08:15:47 PM,583.0,9.06,,,,,
24,02/26/25 08:45:47 PM,583.0,9.03,,,,,
25,02/26/25 09:15:47 PM,586.2,9.02,,,,,
26,02/26/25 09:45:47 PM,579.4,8.98,,,,,
27,02/26/25 10:15:47 PM,584.6,8.97,,,,,
28,02/26/25 10:45:47 PM,591.4,8.93,,,,,
29,02/26/25 11:15:47 PM,594.0,8.88,,,,,
30,02/26/25 11:45:47 PM,594.0,8.83,,,,,
31,02/27/25 12:15:47 AM,593.5,8.81,,,,,
