Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 09/06/2020
TIME       : 09:20:21
FILENAME   : E:\Divers 2020\CSV\clemensheule_200609092021_T6371.CSV
CREATED BY : SWS Diver-Office 6.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..21-T6371  317.
  Instrument number       =                    
                          =0
  Location                =clemensheule
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =30,000    mS/cm


[Series settings]
  Serial number           =..21-T6371  317.
  Instrument number       =                    
  Location                =clemensheule
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =18:30:10 27/03/20
  End date / time         =18:00:12 05/06/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =30,000    mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/03/27 10:30:18;1045,050;7,743;0,008
2020/03/27 11:00:18;1138,850;8,360;2,168
2020/03/27 11:30:18;1140,133;8,580;2,161
2020/03/27 12:00:18;1141,475;8,793;2,157
2020/03/27 12:30:18;1142,933;8,947;2,161
2020/03/27 13:00:18;1143,750;9,167;2,184
2020/03/27 13:30:18;1144,100;9,393;2,209
2020/03/27 14:00:18;1145,033;9,580;2,237
2020/03/27 14:30:18;1145,383;9,747;2,261
2020/03/27 15:00:18;1145,442;9,893;2,286
2020/03/27 15:30:18;1146,025;10,027;2,306
2020/03/27 16:00:18;1146,725;10,110;2,326
2020/03/27 16:30:18;1146,550;10,170;2,334
2020/03/27 17:00:18;1147,075;10,260;2,346
2020/03/27 17:30:18;1147,658;10,250;2,352
2020/03/27 18:00:18;1148,125;10,240;2,356
2020/03/27 18:30:18;1148,358;10,197;2,360
2020/03/27 19:00:18;1149,117;10,160;2,363
2020/03/27 19:30:18;1149,350;10,100;2,369
2020/03/27 20:00:18;1149,992;10,000;2,358
2020/03/27 20:30:18;1150,633;9,920;2,358
2020/03/27 21:00:18;1150,808;9,813;2,353
2020/03/27 21:30:18;1150,983;9,757;2,354
2020/03/27 22:00:18;1151,450;9,667;2,346
2020/03/27 22:30:18;1151,917;9,597;2,343
2020/03/27 23:00:18;1152,092;9,487;2,342
2020/03/27 23:30:18;1151,917;9,377;2,333
2020/03/28 00:00:18;1152,267;9,380;2,335
2020/03/28 00:30:18;1152,267;9,333;2,340
2020/03/28 01:00:18;1152,442;9,243;2,331
