Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 12/02/2020
TIME       : 14:00:28
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\LK-ALK\CSV\lk rampskapelle_200212140028_V6997.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..08-V6997  317.
  Instrument number       =                    
                          =0
  Location                =lk rampskapelle
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..08-V6997  317.
  Instrument number       =                    
  Location                =lk rampskapelle
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =14:28:12 17/05/19
  End date / time         =14:58:10 12/02/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2019/05/17 12:28:14;1028,250;13,013;0,188
2019/05/17 12:58:14;1107,933;14,753;2,088
2019/05/17 13:28:14;1107,583;14,773;2,072
2019/05/17 13:58:14;1107,408;14,780;2,064
2019/05/17 14:28:14;1107,933;14,823;2,052
2019/05/17 14:58:14;1108,108;14,887;2,032
2019/05/17 15:28:14;1108,108;14,940;2,012
2019/05/17 15:58:14;1108,108;14,963;2,004
2019/05/17 16:28:14;1108,108;14,940;1,996
2019/05/17 16:58:14;1108,283;14,977;1,992
2019/05/17 17:28:14;1108,283;15,033;1,980
2019/05/17 17:58:14;1108,283;15,000;1,968
2019/05/17 18:28:14;1107,758;15,000;1,944
2019/05/17 18:58:14;1093,817;14,780;2,764
2019/05/17 19:28:14;1102,800;14,690;2,776
2019/05/17 19:58:14;1103,267;14,630;2,948
2019/05/17 20:28:14;1101,108;14,650;2,888
2019/05/17 20:58:14;1102,100;14,617;2,800
2019/05/17 21:28:14;1102,975;14,630;2,580
2019/05/17 21:58:14;1102,800;14,630;2,600
2019/05/17 22:28:14;1102,450;14,647;2,520
2019/05/17 22:58:14;1102,275;14,613;2,484
2019/05/17 23:28:14;1102,800;14,610;2,392
2019/05/17 23:58:14;1103,617;14,523;2,272
2019/05/18 00:28:14;1103,967;14,370;2,204
2019/05/18 00:58:14;1103,792;14,277;2,084
2019/05/18 01:28:14;1104,433;14,280;2,016
2019/05/18 01:58:14;1104,608;14,200;1,996
2019/05/18 02:28:14;1104,258;14,160;1,948
2019/05/18 02:58:14;1104,142;14,147;1,972
2019/05/18 03:28:14;1104,258;14,067;1,944
2019/05/18 03:58:14;1104,608;14,020;1,928
2019/05/18 04:28:14;1104,958;14,000;1,920
2019/05/18 04:58:14;1105,133;14,003;1,916
2019/05/18 05:28:14;1104,958;13,960;1,916
2019/05/18 05:58:14;1104,783;13,973;1,920
2019/05/18 06:28:14;1104,958;13,910;1,900
2019/05/18 06:58:14;1104,783;13,913;1,916
