Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 12/02/2020
TIME       : 14:00:27
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\LK-ALK\CSV\blinker moerkerke_200212140026_M4990.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..32-M4990  317.
  Instrument number       =                    
                          =0
  Location                =blinker moerkerke
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..32-M4990  317.
  Instrument number       =                    
  Location                =blinker moerkerke
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =01:54:12 17/05/19
  End date / time         =01:24:11 12/02/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2019/05/17 12:54:01;1028,367;12,847;0,064
2019/05/17 13:24:01;1174,550;13,020;1,772
2019/05/17 13:54:01;1174,842;12,993;1,768
2019/05/17 14:24:01;1174,958;13,077;1,768
2019/05/17 14:54:01;1174,958;13,077;1,764
2019/05/17 15:24:01;1175,133;13,023;1,756
2019/05/17 15:54:01;1175,192;13,070;1,752
2019/05/17 16:24:01;1175,017;13,093;1,748
2019/05/17 16:54:01;1175,250;13,057;1,744
2019/05/17 17:24:01;1175,483;13,143;1,744
2019/05/17 17:54:01;1175,717;13,150;1,740
2019/05/17 18:24:01;1175,600;13,183;1,740
2019/05/17 18:54:01;1175,658;13,203;1,736
2019/05/17 19:24:01;1168,600;13,197;1,752
2019/05/17 19:54:01;1168,833;13,160;1,780
2019/05/17 20:24:01;1169,242;13,177;1,812
2019/05/17 20:54:01;1170,000;13,200;1,832
2019/05/17 21:24:01;1169,708;13,197;1,836
2019/05/17 21:54:01;1168,833;13,163;1,820
2019/05/17 22:24:01;1169,883;13,133;1,808
2019/05/17 22:54:01;1170,875;13,107;1,796
2019/05/17 23:24:01;1170,583;13,097;1,792
2019/05/17 23:54:01;1170,350;13,110;1,792
2019/05/18 00:24:01;1171,050;13,090;1,792
2019/05/18 00:54:01;1170,817;13,027;1,792
2019/05/18 01:24:01;1170,817;13,013;1,780
2019/05/18 01:54:01;1171,225;12,990;1,760
2019/05/18 02:24:01;1171,458;12,940;1,768
2019/05/18 02:54:01;1171,458;12,920;1,756
2019/05/18 03:24:01;1171,633;12,930;1,776
2019/05/18 03:54:01;1171,517;12,907;1,776
2019/05/18 04:24:01;1172,100;12,893;1,772
2019/05/18 04:54:01;1172,100;12,887;1,772
2019/05/18 05:24:01;1171,867;12,860;1,776
2019/05/18 05:54:01;1172,100;12,843;1,772
2019/05/18 06:24:01;1172,100;12,833;1,768
2019/05/18 06:54:01;1172,567;12,853;1,764
