"Plot Title: 21362422 schipdonkkanaal zeebrugge"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 21362422, SEN S/N: 21362422)","Temp, °C (LGR S/N: 21362422, SEN S/N: 21362422)","Coupler Detached (LGR S/N: 21362422)","Coupler Attached (LGR S/N: 21362422)","Host Connected (LGR S/N: 21362422)","End Of File (LGR S/N: 21362422)"
1,03/01/23 08:54:59 AM,0.0,2.74,,,,
2,03/01/23 08:55:51 AM,,,Logged,,,
3,03/01/23 09:24:59 AM,0.0,5.72,,,,
4,03/01/23 09:54:59 AM,0.0,4.31,,,,
5,03/01/23 10:24:59 AM,0.0,5.12,,,,
6,03/01/23 10:54:59 AM,0.0,5.93,,,,
7,03/01/23 11:24:59 AM,0.0,6.84,,,,
8,03/01/23 11:54:59 AM,0.0,7.58,,,,
9,03/01/23 12:24:59 PM,0.0,8.32,,,,
10,03/01/23 12:54:59 PM,577.0,5.99,,,,
11,03/01/23 01:24:59 PM,576.5,5.93,,,,
12,03/01/23 01:54:59 PM,577.0,5.84,,,,
13,03/01/23 02:24:59 PM,584.8,5.94,,,,
14,03/01/23 02:54:59 PM,591.2,6.00,,,,
15,03/01/23 03:24:59 PM,603.4,6.00,,,,
16,03/01/23 03:54:59 PM,601.0,6.02,,,,
17,03/01/23 04:24:59 PM,603.9,6.09,,,,
18,03/01/23 04:54:59 PM,600.0,6.09,,,,
19,03/01/23 05:24:59 PM,599.5,6.04,,,,
20,03/01/23 05:54:59 PM,595.1,5.94,,,,
21,03/01/23 06:24:59 PM,585.8,5.77,,,,
22,03/01/23 06:54:59 PM,584.8,5.71,,,,
23,03/01/23 07:24:59 PM,568.7,5.42,,,,
24,03/01/23 07:54:59 PM,564.8,5.43,,,,
25,03/01/23 08:24:59 PM,578.9,5.70,,,,
26,03/01/23 08:54:59 PM,579.9,5.66,,,,
27,03/01/23 09:24:59 PM,563.3,5.44,,,,
28,03/01/23 09:54:59 PM,560.9,5.56,,,,
29,03/01/23 10:24:59 PM,559.9,5.61,,,,
30,03/01/23 10:54:59 PM,559.9,5.58,,,,
31,03/01/23 11:24:59 PM,561.4,5.56,,,,
32,03/01/23 11:54:59 PM,572.1,5.65,,,,
33,03/02/23 12:24:59 AM,570.1,5.56,,,,
34,03/02/23 12:54:59 AM,569.2,5.47,,,,
35,03/02/23 01:24:59 AM,570.6,5.48,,,,
36,03/02/23 01:54:59 AM,567.7,5.38,,,,
37,03/02/23 02:24:59 AM,645.5,5.70,,,,
38,03/02/23 02:54:59 AM,700.7,5.65,,,,
39,03/02/23 03:24:59 AM,652.5,5.47,,,,
40,03/02/23 03:54:59 AM,641.5,5.37,,,,
41,03/02/23 04:24:59 AM,618.2,5.23,,,,
42,03/02/23 04:54:59 AM,615.8,5.14,,,,
43,03/02/23 05:24:59 AM,626.1,5.12,,,,
44,03/02/23 05:54:59 AM,621.2,5.01,,,,
45,03/02/23 06:24:59 AM,620.7,4.98,,,,
46,03/02/23 06:54:59 AM,622.2,4.96,,,,
47,03/02/23 07:24:59 AM,618.7,4.82,,,,
48,03/02/23 07:54:59 AM,619.7,4.84,,,,
49,03/02/23 08:24:59 AM,619.7,4.86,,,,
50,03/02/23 08:54:59 AM,618.7,4.84,,,,
51,03/02/23 09:24:59 AM,616.7,4.87,,,,
52,03/02/23 09:54:59 AM,623.2,5.06,,,,
53,03/02/23 10:24:59 AM,614.3,5.14,,,,
54,03/02/23 10:54:59 AM,613.3,5.20,,,,
55,03/02/23 11:24:59 AM,613.3,5.34,,,,
56,03/02/23 11:54:59 AM,609.3,5.70,,,,
57,03/02/23 12:24:59 PM,611.8,5.76,,,,
58,03/02/23 12:54:59 PM,619.7,5.79,,,,
59,03/02/23 01:24:59 PM,635.1,5.88,,,,
60,03/02/23 01:54:59 PM,636.0,5.95,,,,
61,03/02/23 02:24:59 PM,645.5,6.19,,,,
62,03/02/23 02:54:59 PM,644.5,6.08,,,,
63,03/02/23 03:24:59 PM,645.5,6.11,,,,
64,03/02/23 03:54:59 PM,644.0,6.07,,,,
65,03/02/23 04:24:59 PM,645.0,6.09,,,,
66,03/02/23 04:54:59 PM,641.5,5.99,,,,
67,03/02/23 05:24:59 PM,634.6,5.86,,,,
68,03/02/23 05:54:59 PM,632.6,5.79,,,,
69,03/02/23 06:24:59 PM,630.6,5.71,,,,
70,03/02/23 06:54:59 PM,626.6,5.60,,,,
71,03/02/23 07:24:59 PM,627.1,5.57,,,,
72,03/02/23 07:54:59 PM,625.6,5.52,,,,
73,03/02/23 08:24:59 PM,625.1,5.48,,,,
74,03/02/23 08:54:59 PM,624.2,5.46,,,,
75,03/02/23 09:24:59 PM,623.7,5.39,,,,
76,03/02/23 09:54:59 PM,616.7,5.28,,,,
77,03/02/23 10:24:59 PM,612.8,5.26,,,,
78,03/02/23 10:54:59 PM,611.3,5.21,,,,
79,03/02/23 11:24:59 PM,603.4,5.15,,,,
80,03/02/23 11:54:59 PM,591.2,4.96,,,,
81,03/03/23 12:24:59 AM,588.7,4.91,,,,
82,03/03/23 12:54:59 AM,587.7,4.92,,,,
83,03/03/23 01:24:59 AM,587.2,4.87,,,,
84,03/03/23 01:54:59 AM,587.2,5.06,,,,
85,03/03/23 02:24:59 AM,586.7,5.00,,,,
86,03/03/23 02:54:59 AM,583.8,4.91,,,,
87,03/03/23 03:24:59 AM,585.3,5.01,,,,
88,03/03/23 03:54:59 AM,590.7,5.09,,,,
89,03/03/23 04:24:59 AM,592.6,5.12,,,,
90,03/03/23 04:54:59 AM,593.6,5.10,,,,
91,03/03/23 05:24:59 AM,591.2,5.02,,,,
92,03/03/23 05:54:59 AM,586.3,4.87,,,,
93,03/03/23 06:24:59 AM,587.2,4.92,,,,
94,03/03/23 06:54:59 AM,591.2,5.07,,,,
95,03/03/23 07:24:59 AM,593.1,5.10,,,,
96,03/03/23 07:54:59 AM,592.6,5.07,,,,
97,03/03/23 08:24:59 AM,593.6,5.11,,,,
98,03/03/23 08:54:59 AM,593.6,5.10,,,,
99,03/03/23 09:24:59 AM,593.6,5.17,,,,
100,03/03/23 09:54:59 AM,572.1,5.33,,,,
101,03/03/23 10:24:59 AM,589.7,5.33,,,,
102,03/03/23 10:54:59 AM,594.1,5.29,,,,
103,03/03/23 11:24:59 AM,590.2,5.35,,,,
104,03/03/23 11:54:59 AM,593.1,5.39,,,,
105,03/03/23 12:24:59 PM,593.6,5.35,,,,
106,03/03/23 12:54:59 PM,595.6,5.44,,,,
107,03/03/23 01:24:59 PM,598.5,5.54,,,,
108,03/03/23 01:54:59 PM,587.2,5.82,,,,
109,03/03/23 02:24:59 PM,584.8,5.70,,,,
110,03/03/23 02:54:59 PM,582.3,5.75,,,,
