"Plot Title: leopodskanaal ramskapelle"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 21737209, SEN S/N: 21737209)","Temp, °C (LGR S/N: 21737209, SEN S/N: 21737209)","Coupler Detached (LGR S/N: 21737209)","Coupler Attached (LGR S/N: 21737209)","Host Connected (LGR S/N: 21737209)","End Of File (LGR S/N: 21737209)"
1,03/27/25 12:03:03 PM,68.0,12.57,,,,
2,03/27/25 12:03:12 PM,,,Logged,,,
3,03/27/25 12:33:03 PM,7148.9,11.22,,,,
4,03/27/25 01:03:03 PM,7179.1,11.22,,,,
5,03/27/25 01:33:03 PM,7713.7,11.17,,,,
6,03/27/25 02:03:03 PM,7869.6,11.16,,,,
7,03/27/25 02:33:03 PM,8000.1,11.14,,,,
8,03/27/25 03:03:03 PM,7984.6,11.14,,,,
9,03/27/25 03:33:03 PM,8087.8,11.13,,,,
10,03/27/25 04:03:03 PM,8079.0,11.13,,,,
11,03/27/25 04:33:03 PM,8053.6,11.13,,,,
12,03/27/25 05:03:03 PM,8010.8,11.13,,,,
13,03/27/25 05:33:03 PM,5337.4,11.92,,,,
14,03/27/25 06:03:03 PM,4086.6,11.81,,,,
15,03/27/25 06:33:03 PM,3118.1,11.74,,,,
16,03/27/25 07:03:03 PM,2257.1,11.75,,,,
17,03/27/25 07:33:03 PM,1898.6,11.76,,,,
18,03/27/25 08:03:03 PM,1774.0,11.73,,,,
19,03/27/25 08:33:03 PM,1719.6,11.70,,,,
20,03/27/25 09:03:03 PM,1703.1,11.69,,,,
21,03/27/25 09:33:03 PM,1707.1,11.67,,,,
22,03/27/25 10:03:03 PM,1694.5,11.60,,,,
23,03/27/25 10:33:03 PM,1683.3,11.60,,,,
24,03/27/25 11:03:03 PM,1695.8,11.65,,,,
25,03/27/25 11:33:03 PM,1697.2,11.65,,,,
26,03/28/25 12:03:03 AM,1709.1,11.67,,,,
27,03/28/25 12:33:03 AM,1701.1,11.59,,,,
28,03/28/25 01:03:03 AM,1681.3,11.52,,,,
29,03/28/25 01:33:03 AM,1666.8,11.47,,,,
30,03/28/25 02:03:03 AM,1674.0,11.51,,,,
31,03/28/25 02:33:03 AM,1774.0,11.58,,,,
32,03/28/25 03:03:03 AM,2069.3,11.64,,,,
33,03/28/25 03:33:03 AM,2251.7,11.64,,,,
34,03/28/25 04:03:03 AM,2354.1,11.63,,,,
35,03/28/25 04:33:03 AM,2428.8,11.63,,,,
36,03/28/25 05:03:03 AM,2490.0,11.64,,,,
37,03/28/25 05:33:03 AM,2552.1,11.63,,,,
38,03/28/25 06:03:03 AM,2591.5,11.63,,,,
39,03/28/25 06:33:03 AM,2619.9,11.62,,,,
40,03/28/25 07:03:03 AM,2668.4,11.60,,,,
41,03/28/25 07:33:03 AM,2728.2,11.60,,,,
42,03/28/25 08:03:03 AM,2781.9,11.59,,,,
43,03/28/25 08:33:03 AM,2846.9,11.60,,,,
44,03/28/25 09:03:03 AM,2931.1,11.59,,,,
45,03/28/25 09:33:03 AM,3026.9,11.60,,,,
46,03/28/25 10:03:03 AM,3128.7,11.62,,,,
47,03/28/25 10:33:03 AM,3279.6,11.63,,,,
48,03/28/25 11:03:03 AM,3377.6,11.64,,,,
49,03/28/25 11:33:03 AM,3741.0,11.65,,,,
50,03/28/25 12:03:03 PM,4203.0,11.65,,,,
51,03/28/25 12:33:03 PM,4531.7,11.63,,,,
52,03/28/25 01:03:03 PM,4725.1,11.62,,,,
53,03/28/25 01:33:03 PM,4948.2,11.57,,,,
