"Plot Title: Schoorbakkebrug"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 21362426, SEN S/N: 21362426)","Temp, °C (LGR S/N: 21362426, SEN S/N: 21362426)","Coupler Detached (LGR S/N: 21362426)","Coupler Attached (LGR S/N: 21362426)","Host Connected (LGR S/N: 21362426)","End Of File (LGR S/N: 21362426)"
1,02/26/25 10:13:43 AM,0.0,10.08,,,,
2,02/26/25 10:13:57 AM,,,Logged,,,
3,02/26/25 10:43:43 AM,572.1,8.81,,,,
4,02/26/25 11:13:43 AM,576.1,8.91,,,,
5,02/26/25 11:43:43 AM,578.1,9.01,,,,
6,02/26/25 12:13:43 PM,580.6,9.08,,,,
7,02/26/25 12:43:43 PM,581.1,9.15,,,,
8,02/26/25 01:13:43 PM,580.6,9.22,,,,
9,02/26/25 01:43:43 PM,579.6,9.23,,,,
10,02/26/25 02:13:43 PM,577.6,9.19,,,,
11,02/26/25 02:43:43 PM,575.6,9.15,,,,
12,02/26/25 03:13:43 PM,573.1,9.09,,,,
13,02/26/25 03:43:43 PM,571.6,9.06,,,,
14,02/26/25 04:13:43 PM,570.1,9.02,,,,
15,02/26/25 04:43:43 PM,568.6,8.99,,,,
16,02/26/25 05:13:43 PM,566.5,8.96,,,,
17,02/26/25 05:43:43 PM,566.0,8.93,,,,
18,02/26/25 06:13:43 PM,566.0,8.88,,,,
19,02/26/25 06:43:43 PM,567.6,8.87,,,,
20,02/26/25 07:13:43 PM,571.1,8.86,,,,
21,02/26/25 07:43:43 PM,575.6,8.86,,,,
22,02/26/25 08:13:43 PM,579.1,8.86,,,,
23,02/26/25 08:43:43 PM,580.6,8.83,,,,
24,02/26/25 09:13:43 PM,581.1,8.81,,,,
25,02/26/25 09:43:43 PM,579.6,8.77,,,,
26,02/26/25 10:13:43 PM,576.6,8.73,,,,
27,02/26/25 10:43:43 PM,574.1,8.69,,,,
28,02/26/25 11:13:43 PM,572.1,8.66,,,,
29,02/26/25 11:43:43 PM,570.1,8.64,,,,
30,02/27/25 12:13:43 AM,570.1,8.59,,,,
31,02/27/25 12:43:43 AM,569.1,8.56,,,,
32,02/27/25 01:13:43 AM,569.1,8.52,,,,
33,02/27/25 01:43:43 AM,570.1,8.48,,,,
34,02/27/25 02:13:43 AM,570.1,8.44,,,,
35,02/27/25 02:43:43 AM,571.1,8.41,,,,
36,02/27/25 03:13:43 AM,572.6,8.40,,,,
37,02/27/25 03:43:43 AM,573.6,8.39,,,,
38,02/27/25 04:13:43 AM,574.1,8.36,,,,
39,02/27/25 04:43:43 AM,575.1,8.33,,,,
40,02/27/25 05:13:43 AM,577.1,8.33,,,,
41,02/27/25 05:43:43 AM,579.1,8.31,,,,
42,02/27/25 06:13:43 AM,579.6,8.28,,,,
43,02/27/25 06:43:43 AM,579.6,8.23,,,,
44,02/27/25 07:13:43 AM,578.6,8.15,,,,
45,02/27/25 07:43:43 AM,575.1,8.12,,,,
46,02/27/25 08:13:43 AM,570.6,8.09,,,,
47,02/27/25 08:43:43 AM,567.1,8.08,,,,
48,02/27/25 09:13:43 AM,567.6,8.08,,,,
49,02/27/25 09:43:43 AM,570.1,8.08,,,,
50,02/27/25 10:13:43 AM,574.1,8.09,,,,
51,02/27/25 10:43:43 AM,576.6,8.10,,,,
52,02/27/25 11:13:43 AM,578.1,8.10,,,,
53,02/27/25 11:43:43 AM,578.6,8.09,,,,
54,02/27/25 12:13:43 PM,579.6,8.14,,,,
55,02/27/25 12:43:43 PM,579.1,8.12,,,,
56,02/27/25 01:13:43 PM,577.1,8.10,,,,
57,02/27/25 01:43:43 PM,576.6,8.10,,,,
58,02/27/25 02:13:43 PM,576.1,8.10,,,,
59,02/27/25 02:43:43 PM,575.6,8.10,,,,
60,02/27/25 03:13:43 PM,576.1,8.13,,,,
61,02/27/25 03:43:43 PM,575.6,8.13,,,,
62,02/27/25 04:13:43 PM,574.6,8.09,,,,
63,02/27/25 04:43:43 PM,574.1,8.08,,,,
64,02/27/25 05:13:43 PM,573.1,8.07,,,,
65,02/27/25 05:43:43 PM,571.6,8.05,,,,
66,02/27/25 06:13:43 PM,569.6,8.03,,,,
67,02/27/25 06:43:43 PM,565.5,8.03,,,,
68,02/27/25 07:13:43 PM,561.5,8.01,,,,
69,02/27/25 07:43:43 PM,559.5,7.99,,,,
70,02/27/25 08:13:43 PM,559.5,7.97,,,,
71,02/27/25 08:43:43 PM,560.5,7.94,,,,
72,02/27/25 09:13:43 PM,561.0,7.93,,,,
73,02/27/25 09:43:43 PM,562.5,7.91,,,,
74,02/27/25 10:13:43 PM,566.0,7.88,,,,
75,02/27/25 10:43:43 PM,568.6,7.87,,,,
76,02/27/25 11:13:43 PM,569.1,7.83,,,,
77,02/27/25 11:43:43 PM,567.6,7.81,,,,
78,02/28/25 12:13:43 AM,564.5,7.78,,,,
79,02/28/25 12:43:43 AM,563.0,7.75,,,,
80,02/28/25 01:13:43 AM,561.0,7.71,,,,
81,02/28/25 01:43:43 AM,558.5,7.68,,,,
82,02/28/25 02:13:43 AM,556.0,7.65,,,,
83,02/28/25 02:43:43 AM,554.0,7.61,,,,
84,02/28/25 03:13:43 AM,551.5,7.57,,,,
85,02/28/25 03:43:43 AM,549.1,7.56,,,,
86,02/28/25 04:13:43 AM,546.1,7.52,,,,
