Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 16/03/2020
TIME       : 10:01:48
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\IJzer\CSV\schoorbakkebrug_200316100148_T9283.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..17-T9283  317.
  Instrument number       =                    
                          =0
  Location                =schoorbakkebrug
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..17-T9283  317.
  Instrument number       =                    
  Location                =schoorbakkebrug
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =00:30:10 05/03/20
  End date / time         =00:30:09 11/03/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/03/05 10:30:00;1083,608;7,417;0,516
2020/03/05 11:00:00;1088,800;7,447;0,516
2020/03/05 11:30:00;1092,825;7,463;0,516
2020/03/05 12:00:00;1091,425;7,487;0,516
2020/03/05 12:30:00;1085,358;7,520;0,516
2020/03/05 13:00:00;1076,783;7,553;0,516
2020/03/05 13:30:00;1069,958;7,593;0,516
2020/03/05 14:00:00;1063,075;7,623;0,516
2020/03/05 14:30:00;1057,942;7,640;0,516
2020/03/05 15:00:00;1052,692;7,660;0,516
2020/03/05 15:30:00;1048,200;7,677;0,516
2020/03/05 16:00:00;1044,758;7,677;0,512
2020/03/05 16:30:00;1041,317;7,677;0,508
2020/03/05 17:00:00;1039,100;7,663;0,500
2020/03/05 17:30:00;1036,650;7,650;0,492
2020/03/05 18:00:00;1035,600;7,637;0,480
2020/03/05 18:30:00;1034,200;7,613;0,472
2020/03/05 19:00:00;1034,608;7,593;0,468
2020/03/05 19:30:00;1041,958;7,580;0,468
2020/03/05 20:00:00;1050,533;7,573;0,472
2020/03/05 20:30:00;1059,400;7,567;0,472
2020/03/05 21:00:00;1066,517;7,573;0,468
2020/03/05 21:30:00;1075,733;7,567;0,468
2020/03/05 22:00:00;1083,492;7,570;0,464
2020/03/05 22:30:00;1092,650;7,563;0,460
2020/03/05 23:00:00;1100,467;7,557;0,460
2020/03/05 23:30:00;1108,458;7,550;0,456
2020/03/06 00:00:00;1116,100;7,543;0,456
2020/03/06 00:30:00;1121,525;7,537;0,456
2020/03/06 01:00:00;1115,458;7,530;0,456
2020/03/06 01:30:00;1108,108;7,527;0,452
2020/03/06 02:00:00;1100,933;7,523;0,448
2020/03/06 02:30:00;1093,758;7,523;0,444
2020/03/06 03:00:00;1086,875;7,530;0,444
2020/03/06 03:30:00;1080,517;7,540;0,444
2020/03/06 04:00:00;1075,092;7,550;0,440
2020/03/06 04:30:00;1070,425;7,557;0,436
2020/03/06 05:00:00;1067,917;7,560;0,432
2020/03/06 05:30:00;1064,358;7,573;0,424
2020/03/06 06:00:00;1061,733;7,573;0,412
2020/03/06 06:30:00;1060,917;7,570;0,400
2020/03/06 07:00:00;1060,800;7,550;0,392
2020/03/06 07:30:00;1062,200;7,533;0,384
2020/03/06 08:00:00;1069,317;7,507;0,372
2020/03/06 08:30:00;1077,892;7,483;0,364
2020/03/06 09:00:00;1087,225;7,470;0,356
2020/03/06 09:30:00;1097,317;7,463;0,348
2020/03/06 10:00:00;1107,000;7,463;0,344
2020/03/06 10:30:00;1116,567;7,460;0,336
2020/03/06 11:00:00;1126,133;7,463;0,336
2020/03/06 11:30:00;1135,117;7,490;0,332
2020/03/06 12:00:00;1142,933;7,540;0,328
2020/03/06 12:30:00;1151,683;7,570;0,328
2020/03/06 13:00:00;1151,100;7,643;0,324
2020/03/06 13:30:00;1143,925;7,603;0,324
2020/03/06 14:00:00;1135,117;7,607;0,316
2020/03/06 14:30:00;1125,550;7,630;0,312
2020/03/06 15:00:00;1117,675;7,623;0,308
2020/03/06 15:30:00;1110,675;7,633;0,300
2020/03/06 16:00:00;1105,542;7,623;0,296
2020/03/06 16:30:00;1102,217;7,653;0,288
2020/03/06 17:00:00;1099,475;7,640;0,284
2020/03/06 17:30:00;1097,667;7,620;0,276
