Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 16/03/2020
TIME       : 10:01:47
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\IJzer\CSV\diksmuide sa_200316100147_T9258.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..17-T9258  317.
  Instrument number       =                    
                          =0
  Location                =diksmuide sa
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..17-T9258  317.
  Instrument number       =                    
  Location                =diksmuide sa
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =00:00:11 05/03/20
  End date / time         =00:30:10 11/03/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/03/05 11:00:00;1102,800;7,547;0,464
2020/03/05 11:30:00;1106,067;7,547;0,460
2020/03/05 12:00:00;1109,683;7,550;0,456
2020/03/05 12:30:00;1109,975;7,547;0,444
2020/03/05 13:00:00;1106,242;7,547;0,444
2020/03/05 13:30:00;1104,200;7,543;0,444
2020/03/05 14:00:00;1101,983;7,543;0,444
2020/03/05 14:30:00;1100,467;7,550;0,440
2020/03/05 15:00:00;1098,425;7,560;0,444
2020/03/05 15:30:00;1096,792;7,570;0,440
2020/03/05 16:00:00;1095,683;7,583;0,436
2020/03/05 16:30:00;1095,392;7,600;0,436
2020/03/05 17:00:00;1094,633;7,600;0,432
2020/03/05 17:30:00;1094,342;7,600;0,424
2020/03/05 18:00:00;1094,633;7,603;0,424
2020/03/05 18:30:00;1095,567;7,597;0,424
2020/03/05 19:00:00;1097,550;7,590;0,420
2020/03/05 19:30:00;1099,533;7,603;0,428
2020/03/05 20:00:00;1102,800;7,610;0,428
2020/03/05 20:30:00;1106,883;7,610;0,420
2020/03/05 21:00:00;1111,725;7,620;0,424
2020/03/05 21:30:00;1115,808;7,627;0,420
2020/03/05 22:00:00;1120,942;7,633;0,416
2020/03/05 22:30:00;1126,075;7,637;0,412
2020/03/05 23:00:00;1130,800;7,630;0,408
2020/03/05 23:30:00;1136,108;7,630;0,408
2020/03/06 00:00:00;1140,833;7,630;0,400
2020/03/06 00:30:00;1145,208;7,627;0,392
2020/03/06 01:00:00;1149,875;7,620;0,384
2020/03/06 01:30:00;1149,700;7,613;0,384
2020/03/06 02:00:00;1148,183;7,593;0,368
2020/03/06 02:30:00;1146,433;7,567;0,352
2020/03/06 03:00:00;1144,917;7,543;0,348
2020/03/06 03:30:00;1142,525;7,513;0,336
2020/03/06 04:00:00;1141,475;7,487;0,328
2020/03/06 04:30:00;1140,192;7,463;0,324
2020/03/06 05:00:00;1138,967;7,437;0,316
2020/03/06 05:30:00;1139,083;7,400;0,296
2020/03/06 06:00:00;1138,500;7,380;0,308
2020/03/06 06:30:00;1138,617;7,343;0,300
2020/03/06 07:00:00;1138,792;7,323;0,304
2020/03/06 07:30:00;1139,550;7,290;0,296
2020/03/06 08:00:00;1140,308;7,267;0,288
2020/03/06 08:30:00;1142,525;7,257;0,288
2020/03/06 09:00:00;1145,033;7,240;0,284
2020/03/06 09:30:00;1148,650;7,230;0,276
2020/03/06 10:00:00;1152,733;7,223;0,272
