Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 20/08/2020
TIME       : 14:27:33
FILENAME   : C:\Users\nico_demaerteleire\Desktop\CSV\diksmuide sa_200820142733_T9258.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..19-T9258  317.
  Instrument number       =                    
                          =0
  Location                =diksmuide sa
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..19-T9258  317.
  Instrument number       =                    
  Location                =diksmuide sa
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =48:37:08 02/07/20
  End date / time         =48:07:11 20/08/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/07/02 08:37:48;1031,458;19,707;0,032
2020/07/02 09:07:48;1099,533;19,577;3,332
2020/07/02 09:37:48;1101,983;19,570;3,580
2020/07/02 10:07:48;1102,625;19,560;3,496
2020/07/02 10:37:48;1104,375;19,550;3,372
2020/07/02 11:07:48;1104,842;19,660;3,148
2020/07/02 11:37:48;1105,017;19,730;3,328
2020/07/02 12:07:48;1105,017;19,760;3,428
2020/07/02 12:37:48;1104,492;19,790;3,548
2020/07/02 13:07:48;1105,308;20,020;3,600
2020/07/02 13:37:48;1105,483;20,007;3,620
2020/07/02 14:07:48;1105,133;20,033;3,624
2020/07/02 14:37:48;1105,133;20,373;3,640
2020/07/02 15:07:48;1104,667;20,490;3,696
2020/07/02 15:37:48;1105,133;20,863;3,536
2020/07/02 16:07:48;1105,308;20,753;3,568
2020/07/02 16:37:48;1104,842;20,773;3,456
2020/07/02 17:07:48;1104,200;20,907;3,376
2020/07/02 17:37:48;1104,842;20,680;3,288
2020/07/02 18:07:48;1104,025;20,580;3,336
2020/07/02 18:37:48;1103,267;20,680;3,288
2020/07/02 19:07:48;1102,800;20,603;3,244
2020/07/02 19:37:48;1104,375;20,507;3,224
2020/07/02 20:07:48;1104,667;20,350;3,228
2020/07/02 20:37:48;1105,133;20,287;3,252
2020/07/02 21:07:48;1105,133;20,267;3,276
2020/07/02 21:37:48;1105,133;20,113;3,288
2020/07/02 22:07:48;1105,308;20,053;3,304
2020/07/02 22:37:48;1105,775;19,967;3,304
2020/07/02 23:07:48;1106,067;19,840;3,312
2020/07/02 23:37:48;1105,775;19,783;3,284
2020/07/03 00:07:48;1105,600;19,703;3,312
2020/07/03 00:37:48;1106,242;19,713;3,300
2020/07/03 01:07:48;1106,533;18,777;2,120
