"Plot Title: Uniebrug paaiplaats"
"#","Date Time, GMT+02:00","High Range, μS/cm (LGR S/N: 20844999, SEN S/N: 20844999)","Temp, °C (LGR S/N: 20844999, SEN S/N: 20844999)","Coupler Detached (LGR S/N: 20844999)","Coupler Attached (LGR S/N: 20844999)","Host Connected (LGR S/N: 20844999)","Stopped (LGR S/N: 20844999)","End Of File (LGR S/N: 20844999)"
1,05/02/22 10:30:38 AM,0.0,15.32,,,,,
2,05/02/22 10:31:03 AM,,,Logged,,,,
3,05/02/22 11:00:38 AM,11169.1,14.32,,,,,
4,05/02/22 11:30:38 AM,10459.8,14.37,,,,,
5,05/02/22 12:00:38 PM,11932.6,14.38,,,,,
6,05/02/22 12:30:38 PM,11096.3,14.43,,,,,
7,05/02/22 01:00:38 PM,11695.6,14.38,,,,,
8,05/02/22 01:30:38 PM,11609.6,14.39,,,,,
9,05/02/22 02:00:38 PM,10472.3,14.43,,,,,
10,05/02/22 02:30:38 PM,10696.4,14.42,,,,,
11,05/02/22 03:00:38 PM,11514.5,14.35,,,,,
12,05/02/22 03:30:38 PM,11631.3,14.33,,,,,
13,05/02/22 04:00:38 PM,10021.5,14.43,,,,,
14,05/02/22 04:30:38 PM,9985.0,14.56,,,,,
15,05/02/22 05:00:38 PM,10837.6,14.51,,,,,
16,05/02/22 05:30:38 PM,11332.2,14.44,,,,,
17,05/02/22 06:00:38 PM,11241.2,14.46,,,,,
18,05/02/22 06:30:38 PM,10794.9,14.49,,,,,
19,05/02/22 07:00:38 PM,11241.2,14.44,,,,,
20,05/02/22 07:30:38 PM,10728.9,14.49,,,,,
21,05/02/22 08:00:38 PM,10742.4,14.49,,,,,
22,05/02/22 08:30:38 PM,10589.4,14.55,,,,,
23,05/02/22 09:00:38 PM,10389.6,14.67,,,,,
24,05/02/22 09:30:38 PM,10045.0,14.66,,,,,
25,05/02/22 10:00:38 PM,9719.6,14.76,,,,,
26,05/02/22 10:30:38 PM,9228.0,14.81,,,,,
27,05/02/22 11:00:38 PM,9421.1,14.77,,,,,
28,05/02/22 11:30:38 PM,9540.1,14.77,,,,,
29,05/03/22 12:00:38 AM,9454.0,14.74,,,,,
30,05/03/22 12:30:38 AM,9543.5,14.69,,,,,
31,05/03/22 01:00:38 AM,9574.8,14.67,,,,,
32,05/03/22 01:30:38 AM,9671.8,14.63,,,,,
33,05/03/22 02:00:38 AM,10280.8,14.57,,,,,
34,05/03/22 02:30:38 AM,10520.5,14.56,,,,,
35,05/03/22 03:00:38 AM,10335.6,14.60,,,,,
36,05/03/22 03:30:38 AM,10609.1,14.53,,,,,
37,05/03/22 04:00:38 AM,10463.4,14.55,,,,,
38,05/03/22 04:30:38 AM,10977.9,14.48,,,,,
39,05/03/22 05:00:38 AM,12671.0,14.28,,,,,
40,05/03/22 05:30:38 AM,12843.5,14.25,,,,,
