"Plot Title: Yserstar"
"#","Date Time, GMT+01:00","Low Range, μS/cm (LGR S/N: 20845044, SEN S/N: 20845044)","High Range, μS/cm (LGR S/N: 20845044, SEN S/N: 20845044)","Temp, °C (LGR S/N: 20845044, SEN S/N: 20845044)","Coupler Detached (LGR S/N: 20845044)","Coupler Attached (LGR S/N: 20845044)","Host Connected (LGR S/N: 20845044)","Stopped (LGR S/N: 20845044)","End Of File (LGR S/N: 20845044)"
61,03/04/22 06:51:20 PM,2200.6,2358.1,8.53,,,,,
62,03/04/22 07:21:20 PM,2669.4,2901.0,8.46,,,,,
63,03/04/22 07:51:20 PM,3955.7,4437.1,8.31,,,,,
64,03/04/22 08:21:20 PM,3041.6,3340.9,8.49,,,,,
65,03/04/22 08:51:20 PM,2294.1,2465.7,8.61,,,,,
66,03/04/22 09:21:20 PM,2292.2,2467.0,8.58,,,,,
67,03/04/22 09:51:20 PM,2537.0,2747.1,8.55,,,,,
68,03/04/22 10:21:20 PM,2483.9,2692.2,8.49,,,,,
69,03/04/22 10:51:20 PM,2727.1,2975.7,8.45,,,,,
70,03/04/22 11:21:20 PM,2686.7,2927.6,8.42,,,,,
71,03/04/22 11:51:20 PM,2565.0,2783.5,8.42,,,,,
72,03/05/22 12:21:20 AM,2320.3,2497.0,8.42,,,,,
73,03/05/22 12:51:20 AM,2473.7,2678.4,8.28,,,,,
74,03/05/22 01:21:20 AM,6975.5,8061.0,8.06,,,,,
75,03/05/22 01:51:20 AM,8907.5,10408.2,8.21,,,,,
76,03/05/22 02:21:20 AM,9812.0,11541.7,8.18,,,,,
77,03/05/22 02:51:20 AM,10396.4,12259.6,8.21,,,,,
78,03/05/22 03:21:20 AM,10265.1,12100.5,8.22,,,,,
79,03/05/22 03:51:20 AM,9864.2,11594.9,8.22,,,,,
80,03/05/22 04:21:20 AM,9897.5,11649.3,8.25,,,,,
81,03/05/22 04:51:20 AM,8852.5,10320.8,8.26,,,,,
82,03/05/22 05:21:20 AM,7811.8,9041.7,8.26,,,,,
83,03/05/22 05:51:20 AM,2360.4,2542.2,8.20,,,,,
84,03/05/22 06:21:20 AM,2234.8,2397.2,8.17,,,,,
85,03/05/22 06:51:20 AM,2656.7,2893.0,8.13,,,,,
86,03/05/22 07:21:20 AM,3764.1,4203.0,8.14,,,,,
87,03/05/22 07:51:20 AM,6094.0,6970.8,8.21,,,,,
88,03/05/22 08:21:20 AM,4761.3,5380.4,8.14,,,,,
89,03/05/22 08:51:20 AM,3430.3,3802.1,8.14,,,,,
90,03/05/22 09:21:20 AM,2565.6,2782.8,8.16,,,,,
91,03/05/22 09:51:20 AM,2617.8,2841.9,8.17,,,,,
92,03/05/22 10:21:20 AM,3230.9,3567.3,8.11,,,,,
93,03/05/22 10:51:20 AM,2845.5,3110.8,7.99,,,,,
94,03/05/22 11:21:20 AM,3248.7,3592.5,7.99,,,,,
95,03/05/22 11:51:20 AM,2742.5,2994.3,7.98,,,,,
96,03/05/22 12:21:20 PM,3386.3,3756.3,7.89,,,,,
97,03/05/22 12:51:20 PM,3240.8,3585.0,7.90,,,,,
98,03/05/22 01:21:20 PM,3197.9,3536.8,7.95,,,,,
99,03/05/22 01:51:20 PM,8410.0,9780.0,8.12,,,,,
100,03/05/22 02:21:20 PM,9785.0,11473.9,8.26,,,,,
101,03/05/22 02:51:20 PM,10366.3,12214.6,8.28,,,,,
102,03/05/22 03:21:20 PM,10554.7,12446.9,8.33,,,,,
103,03/05/22 03:51:20 PM,10509.8,12388.0,8.39,,,,,
104,03/05/22 04:21:20 PM,10704.0,12643.4,8.42,,,,,
105,03/05/22 04:51:20 PM,10128.7,11897.6,8.46,,,,,
106,03/05/22 05:21:20 PM,9470.6,11056.1,8.53,,,,,
107,03/05/22 05:51:20 PM,8122.6,9387.3,8.60,,,,,
108,03/05/22 06:21:20 PM,2526.3,2725.9,8.77,,,,,
109,03/05/22 06:51:20 PM,3009.7,3298.4,8.74,,,,,
110,03/05/22 07:21:20 PM,4273.9,4783.3,8.72,,,,,
111,03/05/22 07:51:20 PM,5621.6,6393.0,8.66,,,,,
112,03/05/22 08:21:20 PM,5875.1,6693.3,8.65,,,,,
113,03/05/22 08:51:20 PM,5308.1,6026.6,8.66,,,,,
114,03/05/22 09:21:20 PM,4848.0,5460.9,8.69,,,,,
115,03/05/22 09:51:20 PM,4402.0,4945.7,8.64,,,,,
116,03/05/22 10:21:20 PM,6624.1,7613.6,8.49,,,,,
117,03/05/22 10:51:20 PM,6349.1,7259.8,8.46,,,,,
118,03/05/22 11:21:20 PM,5647.8,6423.6,8.47,,,,,
119,03/05/22 11:51:20 PM,5380.6,6117.8,8.44,,,,,
120,03/06/22 12:21:20 AM,5974.7,6823.6,8.42,,,,,
121,03/06/22 12:51:20 AM,5623.1,6355.0,8.35,,,,,
122,03/06/22 01:21:20 AM,1368.0,1407.5,8.30,,,,,
123,03/06/22 01:51:20 AM,7618.8,8810.2,8.21,,,,,
124,03/06/22 02:21:20 AM,8820.4,10264.8,8.25,,,,,
125,03/06/22 02:51:20 AM,9702.1,11353.7,8.25,,,,,
126,03/06/22 03:21:20 AM,10419.2,12259.6,8.22,,,,,
127,03/06/22 03:51:20 AM,10357.0,12206.4,8.16,,,,,
128,03/06/22 04:21:20 AM,10555.8,12467.6,8.09,,,,,
129,03/06/22 04:51:20 AM,9678.2,11350.7,8.03,,,,,
130,03/06/22 05:21:20 AM,9133.1,10663.0,7.95,,,,,
131,03/06/22 05:51:20 AM,8519.1,9915.0,7.89,,,,,
132,03/06/22 06:21:20 AM,3829.1,4255.6,7.73,,,,,
133,03/06/22 06:51:20 AM,2958.2,3245.8,7.73,,,,,
134,03/06/22 07:21:20 AM,4168.5,4684.1,7.78,,,,,
135,03/06/22 07:51:20 AM,7134.3,8217.7,7.85,,,,,
136,03/06/22 08:21:20 AM,6638.9,7625.4,7.85,,,,,
137,03/06/22 08:51:20 AM,6623.3,7608.9,7.87,,,,,
138,03/06/22 09:21:20 AM,6357.2,7279.2,7.87,,,,,
139,03/06/22 09:51:20 AM,5963.7,6825.9,7.83,,,,,
140,03/06/22 10:21:20 AM,5858.7,6694.8,7.71,,,,,
141,03/06/22 10:51:20 AM,1562.6,1631.4,7.40,,,,,
142,03/06/22 11:21:20 AM,1142.2,1166.3,7.38,,,,,
143,03/06/22 11:51:20 AM,1166.0,1191.7,7.42,,,,,
144,03/06/22 12:21:20 PM,1235.4,1267.2,7.43,,,,,
145,03/06/22 12:51:20 PM,1161.4,1186.4,7.48,,,,,
146,03/06/22 01:21:20 PM,1180.6,1207.1,7.46,,,,,
147,03/06/22 01:51:20 PM,1380.4,1425.7,7.48,,,,,
148,03/06/22 02:21:20 PM,8471.8,9804.0,7.98,,,,,
149,03/06/22 02:51:20 PM,9047.7,10577.1,7.88,,,,,
150,03/06/22 03:21:20 PM,9403.9,11013.1,7.85,,,,,
151,03/06/22 03:51:20 PM,9451.9,11071.5,7.84,,,,,
152,03/06/22 04:21:20 PM,9612.7,11276.9,7.80,,,,,
153,03/06/22 04:51:20 PM,9449.0,11069.6,7.79,,,,,
154,03/06/22 05:21:20 PM,8847.8,10315.3,7.80,,,,,
155,03/06/22 05:51:20 PM,8182.4,9505.3,7.79,,,,,
156,03/06/22 06:21:20 PM,5811.1,6606.5,7.80,,,,,
157,03/06/22 06:51:20 PM,2553.5,2766.9,7.80,,,,,
158,03/06/22 07:21:20 PM,3370.9,3732.3,7.85,,,,,
159,03/06/22 07:51:20 PM,5364.7,6109.7,7.83,,,,,
160,03/06/22 08:21:20 PM,6275.9,7188.5,7.81,,,,,
161,03/06/22 08:51:20 PM,7490.6,8650.9,7.81,,,,,
162,03/06/22 09:21:20 PM,7327.3,8460.7,7.83,,,,,
163,03/06/22 09:51:20 PM,7016.7,8067.5,7.84,,,,,
164,03/06/22 10:21:20 PM,6896.7,7932.9,7.84,,,,,
165,03/06/22 10:51:20 PM,7545.4,8714.4,7.84,,,,,
166,03/06/22 11:21:20 PM,7264.7,8377.4,7.83,,,,,
167,03/06/22 11:51:20 PM,7693.5,8896.4,7.84,,,,,
168,03/07/22 12:21:20 AM,7475.9,8633.3,7.83,,,,,
169,03/07/22 12:51:20 AM,7324.7,8447.4,7.81,,,,,
170,03/07/22 01:21:20 AM,6614.3,7589.9,7.71,,,,,
171,03/07/22 01:51:20 AM,6570.9,7553.7,7.75,,,,,
172,03/07/22 02:21:20 AM,1484.0,1540.0,7.18,,,,,
173,03/07/22 02:51:20 AM,9687.2,11326.4,7.95,,,,,
174,03/07/22 03:21:20 AM,9933.8,11700.9,7.50,,,,,
175,03/07/22 03:51:20 AM,10091.0,11878.5,7.55,,,,,
176,03/07/22 04:21:20 AM,9921.7,11656.2,7.47,,,,,
177,03/07/22 04:51:20 AM,10027.9,11823.4,7.36,,,,,
178,03/07/22 05:21:20 AM,9331.7,10967.3,7.28,,,,,
179,03/07/22 05:51:20 AM,8656.8,10106.2,7.21,,,,,
180,03/07/22 06:21:20 AM,7917.7,9201.2,7.15,,,,,
181,03/07/22 06:51:20 AM,5090.5,5786.6,7.03,,,,,
182,03/07/22 07:21:20 AM,5342.8,6105.3,7.04,,,,,
183,03/07/22 07:51:20 AM,6854.1,7910.4,7.12,,,,,
184,03/07/22 08:21:20 AM,7371.2,8542.6,7.15,,,,,
185,03/07/22 08:51:20 AM,7466.3,8648.4,7.22,,,,,
186,03/07/22 09:21:20 AM,7315.3,8459.0,7.24,,,,,
187,03/07/22 09:51:20 AM,6860.8,7900.0,7.28,,,,,
188,03/07/22 10:21:20 AM,7056.4,8140.4,7.32,,,,,
189,03/07/22 10:51:20 AM,6674.3,7674.5,7.23,,,,,
190,03/07/22 11:21:20 AM,5054.8,5753.9,7.05,,,,,
191,03/07/22 11:51:20 AM,2406.9,2602.6,6.79,,,,,
192,03/07/22 12:21:20 PM,2023.2,2155.8,6.84,,,,,
193,03/07/22 12:51:20 PM,1786.4,1876.6,6.81,,,,,
194,03/07/22 01:21:20 PM,2292.2,2467.0,6.91,,,,,
195,03/07/22 01:51:20 PM,1542.3,1608.5,6.89,,,,,
196,03/07/22 02:21:20 PM,1462.6,1519.2,6.91,,,,,
197,03/07/22 02:51:20 PM,8188.7,9567.6,7.56,,,,,
198,03/07/22 03:21:20 PM,8604.6,10038.3,7.36,,,,,
199,03/07/22 03:51:20 PM,8673.7,10117.1,7.41,,,,,
200,03/07/22 04:21:20 PM,7566.4,8763.1,7.23,,,,,
201,03/07/22 04:51:20 PM,7149.5,8252.8,7.27,,,,,
202,03/07/22 05:21:20 PM,7130.9,8229.1,7.33,,,,,
203,03/07/22 05:51:20 PM,6947.8,8009.4,7.34,,,,,
204,03/07/22 06:21:20 PM,6739.5,7757.1,7.36,,,,,
205,03/07/22 06:51:20 PM,5241.2,5950.3,7.40,,,,,
206,03/07/22 07:21:20 PM,4221.8,4746.0,7.38,,,,,
207,03/07/22 07:51:20 PM,4802.1,5435.7,7.38,,,,,
208,03/07/22 08:21:20 PM,5535.0,6312.6,7.38,,,,,
209,03/07/22 08:51:20 PM,5721.1,6536.6,7.38,,,,,
210,03/07/22 09:21:20 PM,6203.8,7114.4,7.38,,,,,
211,03/07/22 09:51:20 PM,7295.5,8427.6,7.36,,,,,
212,03/07/22 10:21:20 PM,6556.1,7535.6,7.33,,,,,
213,03/07/22 10:51:20 PM,6132.9,7030.6,7.33,,,,,
214,03/07/22 11:21:20 PM,5856.4,6718.2,7.33,,,,,
215,03/07/22 11:51:20 PM,4055.5,4536.3,7.23,,,,,
216,03/08/22 12:21:20 AM,3766.9,4206.4,7.23,,,,,
217,03/08/22 12:51:20 AM,3913.0,4381.4,7.23,,,,,
218,03/08/22 01:21:20 AM,4685.9,5303.0,7.29,,,,,
219,03/08/22 01:51:20 AM,4352.3,4903.2,7.18,,,,,
220,03/08/22 02:21:20 AM,4565.5,5150.2,7.15,,,,,
221,03/08/22 02:51:20 AM,4491.7,5071.9,7.15,,,,,
222,03/08/22 03:21:20 AM,7067.3,8147.7,7.43,,,,,
223,03/08/22 03:51:20 AM,7948.1,9236.5,7.18,,,,,
224,03/08/22 04:21:20 AM,7548.1,8731.2,7.08,,,,,
225,03/08/22 04:51:20 AM,7858.9,9135.0,7.03,,,,,
226,03/08/22 05:21:20 AM,7388.5,8550.1,6.98,,,,,
227,03/08/22 05:51:20 AM,7412.6,8581.7,6.95,,,,,
228,03/08/22 06:21:20 AM,6976.3,8059.4,6.86,,,,,
229,03/08/22 06:51:20 AM,5701.8,6520.1,6.79,,,,,
230,03/08/22 07:21:20 AM,3836.0,4292.4,6.75,,,,,
231,03/08/22 07:51:20 AM,4011.1,4503.4,6.68,,,,,
232,03/08/22 08:21:20 AM,4491.0,5075.5,6.77,,,,,
233,03/08/22 08:51:20 AM,4783.1,5431.4,6.74,,,,,
234,03/08/22 09:21:20 AM,5260.7,6002.3,6.75,,,,,
235,03/08/22 09:51:20 AM,5204.5,5921.0,6.74,,,,,
236,03/08/22 10:21:20 AM,5031.2,5730.6,6.71,,,,,
237,03/08/22 10:51:20 AM,5088.2,5801.2,6.70,,,,,
238,03/08/22 11:21:20 AM,4909.6,5581.3,6.71,,,,,
239,03/08/22 11:51:20 AM,4854.6,5516.4,6.70,,,,,
240,03/08/22 12:21:20 PM,3376.9,3750.1,6.56,,,,,
241,03/08/22 12:51:20 PM,3471.9,3863.1,6.65,,,,,
242,03/08/22 01:21:20 PM,3630.2,4048.8,6.74,,,,,
243,03/08/22 01:51:20 PM,3728.7,4167.0,6.77,,,,,
244,03/08/22 02:21:20 PM,3788.1,4236.9,6.89,,,,,
245,03/08/22 02:51:20 PM,3691.3,4117.9,6.95,,,,,
246,03/08/22 03:21:20 PM,3534.3,3933.9,6.99,,,,,
247,03/08/22 03:51:20 PM,6072.6,6965.5,7.10,,,,,
248,03/08/22 04:21:20 PM,6597.1,7588.3,7.12,,,,,
249,03/08/22 04:51:20 PM,6593.8,7586.8,7.15,,,,,
250,03/08/22 05:21:20 PM,6949.5,8027.9,7.15,,,,,
251,03/08/22 05:51:20 PM,7110.5,8209.6,7.14,,,,,
252,03/08/22 06:21:20 PM,7124.9,8229.1,7.14,,,,,
253,03/08/22 06:51:20 PM,6459.2,7422.6,7.15,,,,,
254,03/08/22 07:21:20 PM,3623.4,4032.3,7.13,,,,,
255,03/08/22 07:51:20 PM,3584.9,3988.9,7.15,,,,,
256,03/08/22 08:21:20 PM,4355.9,4911.7,7.15,,,,,
257,03/08/22 08:51:20 PM,4613.7,5216.5,7.17,,,,,
258,03/08/22 09:21:20 PM,5314.9,6050.1,7.17,,,,,
259,03/08/22 09:51:20 PM,5082.3,5772.1,7.18,,,,,
260,03/08/22 10:21:20 PM,5203.0,5918.0,7.18,,,,,
261,03/08/22 10:51:20 PM,4988.3,5662.4,7.21,,,,,
262,03/08/22 11:21:20 PM,4209.9,4738.2,7.15,,,,,
263,03/08/22 11:51:20 PM,4087.5,4588.1,7.15,,,,,
264,03/09/22 12:21:20 AM,4806.4,5445.8,7.18,,,,,
265,03/09/22 12:51:20 AM,4723.5,5343.1,7.17,,,,,
266,03/09/22 01:21:20 AM,4070.1,4564.3,7.10,,,,,
267,03/09/22 01:51:20 AM,3930.2,4401.6,7.08,,,,,
268,03/09/22 02:21:20 AM,3966.1,4441.3,7.05,,,,,
269,03/09/22 02:51:20 AM,4027.7,4519.5,7.07,,,,,
270,03/09/22 03:21:20 AM,3995.2,4475.5,7.03,,,,,
271,03/09/22 03:51:20 AM,4722.1,5347.4,7.12,,,,,
272,03/09/22 04:21:20 AM,5112.7,5813.6,7.09,,,,,
273,03/09/22 04:51:20 AM,4892.0,5546.7,7.09,,,,,
274,03/09/22 05:21:20 AM,4619.5,5225.0,7.05,,,,,
275,03/09/22 05:51:20 AM,4151.7,4666.6,7.03,,,,,
276,03/09/22 06:21:20 AM,4198.7,4720.7,7.01,,,,,
277,03/09/22 06:51:20 AM,3873.1,4334.8,6.96,,,,,
278,03/09/22 07:21:20 AM,3966.8,4449.0,6.98,,,,,
279,03/09/22 07:51:20 AM,3805.8,4253.6,6.93,,,,,
280,03/09/22 08:21:20 AM,3449.8,3832.3,6.88,,,,,
281,03/09/22 08:51:20 AM,3803.8,4257.0,6.88,,,,,
282,03/09/22 09:21:20 AM,3749.1,4191.2,6.84,,,,,
283,03/09/22 09:51:20 AM,3976.5,4463.6,6.79,,,,,
284,03/09/22 10:21:20 AM,4053.4,4554.5,6.81,,,,,
285,03/09/22 10:51:20 AM,4099.4,4609.8,6.81,,,,,
286,03/09/22 11:21:20 AM,4150.3,4672.9,6.85,,,,,
287,03/09/22 11:51:20 AM,4033.3,4527.2,6.85,,,,,
288,03/09/22 12:21:20 PM,3850.4,4312.6,6.85,,,,,
289,03/09/22 12:51:20 PM,3868.9,4336.2,6.88,,,,,
290,03/09/22 01:21:20 PM,3660.0,4084.0,6.90,,,,,
291,03/09/22 01:51:20 PM,3403.6,3773.4,7.01,,,,,
292,03/09/22 02:21:20 PM,3331.0,3690.7,7.05,,,,,
293,03/09/22 02:51:20 PM,3313.7,3666.8,7.10,,,,,
294,03/09/22 03:21:20 PM,3277.2,3624.5,7.13,,,,,
295,03/09/22 03:51:20 PM,3520.2,3911.2,7.27,,,,,
296,03/09/22 04:21:20 PM,4185.3,4707.3,7.23,,,,,
297,03/09/22 04:51:20 PM,6206.2,7129.8,7.27,,,,,
298,03/09/22 05:21:20 PM,6855.8,7892.0,7.42,,,,,
299,03/09/22 05:51:20 PM,6848.3,7882.4,7.52,,,,,
300,03/09/22 06:21:20 PM,7252.7,8373.3,7.52,,,,,
301,03/09/22 06:51:20 PM,7064.8,8141.2,7.51,,,,,
302,03/09/22 07:21:20 PM,6747.8,7755.5,7.48,,,,,
303,03/09/22 07:51:20 PM,5434.4,6171.7,7.52,,,,,
304,03/09/22 08:21:20 PM,3329.6,3681.1,7.50,,,,,
305,03/09/22 08:51:20 PM,3400.3,3765.9,7.54,,,,,
306,03/09/22 09:21:20 PM,3679.7,4095.8,7.62,,,,,
307,03/09/22 09:51:20 PM,4587.8,5182.2,7.52,,,,,
308,03/09/22 10:21:20 PM,4579.9,5170.1,7.56,,,,,
309,03/09/22 10:51:20 PM,4361.5,4910.3,7.55,,,,,
310,03/09/22 11:21:20 PM,4503.2,5074.7,7.54,,,,,
311,03/09/22 11:51:20 PM,4570.5,5163.7,7.52,,,,,
312,03/10/22 12:21:20 AM,4416.2,4974.7,7.45,,,,,
313,03/10/22 12:51:20 AM,3893.7,4355.0,7.40,,,,,
314,03/10/22 01:21:20 AM,3865.5,4323.0,7.45,,,,,
315,03/10/22 01:51:20 AM,4048.6,4533.5,7.61,,,,,
316,03/10/22 02:21:20 AM,3988.9,4464.3,7.64,,,,,
317,03/10/22 02:51:20 AM,3777.8,4214.7,7.62,,,,,
318,03/10/22 03:21:20 AM,3593.7,3992.3,7.70,,,,,
319,03/10/22 03:51:20 AM,3380.9,3741.2,7.73,,,,,
320,03/10/22 04:21:20 AM,5791.7,6624.6,7.43,,,,,
321,03/10/22 04:51:20 AM,6851.6,7880.8,7.57,,,,,
322,03/10/22 05:21:20 AM,7081.7,8164.0,7.60,,,,,
323,03/10/22 05:51:20 AM,7184.4,8289.6,7.60,,,,,
324,03/10/22 06:21:20 AM,7275.8,8397.1,7.66,,,,,
325,03/10/22 06:51:20 AM,7131.7,8222.6,7.62,,,,,
326,03/10/22 07:21:20 AM,6869.1,7905.6,7.59,,,,,
327,03/10/22 07:51:20 AM,5606.2,6393.0,7.51,,,,,
328,03/10/22 08:21:20 AM,3436.4,3804.2,7.59,,,,,
329,03/10/22 08:51:20 AM,3660.0,4072.3,7.52,,,,,
330,03/10/22 09:21:20 AM,3862.7,4314.6,7.55,,,,,
331,03/10/22 09:51:20 AM,4109.1,4607.7,7.56,,,,,
332,03/10/22 10:21:20 AM,4155.2,4663.1,7.56,,,,,
333,03/10/22 10:51:20 AM,4547.6,5129.5,7.56,,,,,
334,03/10/22 11:21:20 AM,4644.0,5243.6,7.55,,,,,
335,03/10/22 11:51:20 AM,4561.9,5147.3,7.59,,,,,
336,03/10/22 12:21:20 PM,4556.2,5142.3,7.59,,,,,
337,03/10/22 12:51:20 PM,4395.6,4952.7,7.50,,,,,
338,03/10/22 01:21:20 PM,4469.6,5039.2,7.50,,,,,
339,03/10/22 01:51:20 PM,4250.7,4781.2,7.47,,,,,
340,03/10/22 02:21:20 PM,3791.5,4236.9,7.48,,,,,
341,03/10/22 02:51:20 PM,3695.3,4115.8,7.56,,,,,
342,03/10/22 03:21:20 PM,3784.6,4219.6,7.69,,,,,
343,03/10/22 03:51:20 PM,3946.1,4417.6,7.59,,,,,
344,03/10/22 04:21:20 PM,3777.8,4209.9,7.83,,,,,
345,03/10/22 04:51:20 PM,4099.4,4595.8,7.66,,,,,
346,03/10/22 05:21:20 PM,4230.3,4751.6,7.78,,,,,
347,03/10/22 05:51:20 PM,4144.1,4647.6,7.80,,,,,
348,03/10/22 06:21:20 PM,3862.1,4307.0,7.95,,,,,
349,03/10/22 06:51:20 PM,3868.9,4316.0,8.07,,,,,
350,03/10/22 07:21:20 PM,3694.7,4110.3,8.22,,,,,
351,03/10/22 07:51:20 PM,3815.4,4247.3,8.36,,,,,
352,03/10/22 08:21:20 PM,3752.5,4176.7,8.30,,,,,
353,03/10/22 08:51:20 PM,3750.5,4174.6,8.17,,,,,
354,03/10/22 09:21:20 PM,3703.5,4115.8,8.27,,,,,
355,03/10/22 09:51:20 PM,3696.7,4101.3,8.63,,,,,
356,03/10/22 10:21:20 PM,3610.6,4002.7,8.54,,,,,
357,03/10/22 10:51:20 PM,3549.2,3929.7,8.56,,,,,
358,03/10/22 11:21:20 PM,3490.0,3859.0,8.58,,,,,
359,03/10/22 11:51:20 PM,3413.6,3769.3,8.59,,,,,
360,03/11/22 12:21:20 AM,3368.3,3717.3,8.56,,,,,
361,03/11/22 12:51:20 AM,3306.4,3643.6,8.55,,,,,
362,03/11/22 01:21:20 AM,3290.5,3623.8,8.55,,,,,
363,03/11/22 01:51:20 AM,3350.3,3697.5,8.55,,,,,
364,03/11/22 02:21:20 AM,3335.0,3678.4,8.51,,,,,
365,03/11/22 02:51:20 AM,3290.5,3627.9,8.49,,,,,
366,03/11/22 03:21:20 AM,3331.0,3675.0,8.47,,,,,
367,03/11/22 03:51:20 AM,3340.3,3686.6,8.45,,,,,
368,03/11/22 04:21:20 AM,3329.0,3672.9,8.41,,,,,
369,03/11/22 04:51:20 AM,3239.5,3568.7,8.40,,,,,
370,03/11/22 05:21:20 AM,3551.2,3937.3,8.40,,,,,
371,03/11/22 05:51:20 AM,3551.2,3940.1,8.36,,,,,
372,03/11/22 06:21:20 AM,3606.5,4000.6,8.32,,,,,
373,03/11/22 06:51:20 AM,3487.3,3860.4,8.31,,,,,
374,03/11/22 07:21:20 AM,3369.6,3724.1,8.31,,,,,
375,03/11/22 07:51:20 AM,3278.5,3615.7,8.28,,,,,
376,03/11/22 08:21:20 AM,3221.0,3547.6,8.28,,,,,
