Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 10/09/2021
TIME       : 07:54:03
FILENAME   : E:\akl-lk sept 21\CSV\stinker moerkerke_210910075401_V7166.CSV
CREATED BY : SWS Diver-Office 6.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..16-V7166  317.
  Instrument number       =          UTC+1     
                          =0
  Location                =stinker moerkerke
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..16-V7166  317.
  Instrument number       =          UTC+1     
  Location                =stinker moerkerke
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =26:52:12 16/03/21
  End date / time         =26:22:09 09/09/21
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2021/03/16 12:52:26;1047,675;8,863;0,012
2021/03/16 13:22:26;1134,125;7,777;0,388
2021/03/16 13:52:26;1134,125;7,790;0,388
2021/03/16 14:22:26;1134,300;7,797;0,388
2021/03/16 14:52:26;1135,467;7,807;0,388
2021/03/16 15:22:26;1135,875;7,830;0,388
2021/03/16 15:52:26;1136,633;7,853;0,392
2021/03/16 16:22:26;1137,975;7,867;0,384
2021/03/16 16:52:26;1138,267;7,887;0,380
2021/03/16 17:22:26;1138,967;7,897;0,376
2021/03/16 17:52:26;1139,900;7,900;0,356
2021/03/16 18:22:26;1139,900;7,897;0,340
2021/03/16 18:52:26;1140,308;7,900;0,348
2021/03/16 19:22:26;1140,892;7,897;0,340
2021/03/16 19:52:26;1140,775;7,893;0,340
2021/03/16 20:22:26;1141,358;7,883;0,336
2021/03/16 20:52:26;1133,075;7,873;0,340
2021/03/16 21:22:26;1130,450;7,880;0,352
2021/03/16 21:52:26;1132,083;7,873;0,352
2021/03/16 22:22:26;1133,717;7,857;0,352
2021/03/16 22:52:26;1135,175;7,830;0,356
2021/03/16 23:22:26;1135,758;7,803;0,360
2021/03/16 23:52:26;1129,867;7,803;0,368
2021/03/17 00:22:26;1133,717;7,803;0,372
2021/03/17 00:52:26;1135,583;7,803;0,372
2021/03/17 01:22:26;1136,517;7,773;0,368
2021/03/17 01:52:26;1137,508;7,743;0,364
2021/03/17 02:22:26;1138,092;7,727;0,356
2021/03/17 02:52:26;1139,608;7,703;0,348
2021/03/17 03:22:26;1141,067;7,693;0,340
2021/03/17 03:52:26;1142,233;7,683;0,336
2021/03/17 04:22:26;1142,817;7,693;0,332
2021/03/17 04:52:26;1144,042;7,697;0,328
2021/03/17 05:22:26;1144,917;7,670;0,328
2021/03/17 05:52:26;1146,200;7,680;0,332
2021/03/17 06:22:26;1146,083;7,680;0,332
2021/03/17 06:52:26;1145,792;7,677;0,332
2021/03/17 07:22:26;1146,492;7,667;0,332
2021/03/17 07:52:26;1146,667;7,660;0,332
2021/03/17 08:22:26;1146,492;7,657;0,332
2021/03/17 08:52:26;1140,483;7,647;0,336
2021/03/17 09:22:26;1136,050;7,640;0,344
2021/03/17 09:52:26;1137,392;7,663;0,352
2021/03/17 10:22:26;1130,333;7,713;0,352
2021/03/17 10:52:26;1131,208;7,797;0,340
2021/03/17 11:22:26;1133,133;7,853;0,336
2021/03/17 11:52:26;1134,008;7,890;0,336
2021/03/17 12:22:26;1134,300;7,900;0,344
2021/03/17 12:52:26;1135,758;7,897;0,348
2021/03/17 13:22:26;1136,225;7,877;0,352
2021/03/17 13:52:26;1136,633;7,873;0,356
2021/03/17 14:22:26;1137,683;7,880;0,360
2021/03/17 14:52:26;1137,975;7,893;0,360
2021/03/17 15:22:26;1138,267;7,910;0,360
2021/03/17 15:52:26;1138,850;7,913;0,360
2021/03/17 16:22:26;1139,142;7,957;0,360
2021/03/17 16:52:26;1140,017;7,950;0,360
2021/03/17 17:22:26;1141,067;7,943;0,360
2021/03/17 17:52:26;1141,825;7,937;0,360
2021/03/17 18:22:26;1142,525;7,917;0,360
2021/03/17 18:52:26;1143,692;7,873;0,356
2021/03/17 19:22:26;1144,450;7,853;0,352
2021/03/17 19:52:26;1144,567;7,813;0,352
2021/03/17 20:22:26;1145,617;7,780;0,352
2021/03/17 20:52:26;1146,375;7,743;0,352
2021/03/17 21:22:26;1135,642;7,740;0,360
2021/03/17 21:52:26;1137,217;7,713;0,360
2021/03/17 22:22:26;1134,417;7,710;0,364
2021/03/17 22:52:26;1129,750;7,703;0,364
2021/03/17 23:22:26;1131,033;7,693;0,364
2021/03/17 23:52:26;1132,375;7,707;0,368
2021/03/18 00:22:26;1133,542;7,680;0,368
2021/03/18 00:52:26;1134,417;7,690;0,372
2021/03/18 01:22:26;1134,883;7,683;0,372
2021/03/18 01:52:26;1135,350;7,663;0,372
2021/03/18 02:22:26;1135,933;7,597;0,368
2021/03/18 02:52:26;1136,633;7,560;0,368
2021/03/18 03:22:26;1136,517;7,560;0,364
2021/03/18 03:52:26;1136,458;7,563;0,360
2021/03/18 04:22:26;1137,392;7,593;0,356
2021/03/18 04:52:26;1137,100;7,513;0,356
2021/03/18 05:22:26;1137,100;7,547;0,352
2021/03/18 05:52:26;1136,925;7,507;0,352
2021/03/18 06:22:26;1138,850;7,523;0,344
2021/03/18 06:52:26;1138,267;7,507;0,340
2021/03/18 07:22:26;1139,433;7,510;0,336
2021/03/18 07:52:26;1140,483;7,517;0,332
2021/03/18 08:22:26;1140,775;7,493;0,332
2021/03/18 08:52:26;1140,775;7,503;0,332
2021/03/18 09:22:26;1140,775;7,527;0,336
2021/03/18 09:52:26;1130,450;7,540;0,340
2021/03/18 10:22:26;1129,983;7,537;0,348
2021/03/18 10:52:26;1131,208;7,543;0,348
2021/03/18 11:22:26;1131,325;7,560;0,352
2021/03/18 11:52:26;1132,375;7,590;0,352
2021/03/18 12:22:26;1132,958;7,647;0,352
2021/03/18 12:52:26;1132,492;7,700;0,356
2021/03/18 13:22:26;1133,833;7,780;0,356
2021/03/18 13:52:26;1134,417;7,847;0,360
2021/03/18 14:22:26;1134,417;7,897;0,360
2021/03/18 14:52:26;1134,883;7,917;0,360
2021/03/18 15:22:26;1135,175;7,940;0,364
2021/03/18 15:52:26;1135,175;7,977;0,364
2021/03/18 16:22:26;1135,292;8,003;0,364
2021/03/18 16:52:26;1135,467;8,003;0,364
2021/03/18 17:22:26;1135,175;8,007;0,364
2021/03/18 17:52:26;1135,292;7,977;0,364
2021/03/18 18:22:26;1135,758;7,940;0,364
2021/03/18 18:52:26;1136,633;7,910;0,364
2021/03/18 19:22:26;1136,167;7,867;0,364
