Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 01/12/2020
TIME       : 16:56:16
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\IJzer\CSV\ysermonde_201201165616_V7155.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..14-V7155  317.
  Instrument number       =                    
                          =0
  Location                =ysermonde
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..14-V7155  317.
  Instrument number       =                    
  Location                =ysermonde
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =03:53:09 20/08/20
  End date / time         =03:53:09 01/12/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/08/20 09:53:03;1026,850;22,967;0,172
2020/08/20 10:23:03;1240,525;23,250;7,308
2020/08/20 10:53:03;1240,233;23,253;7,292
2020/08/20 11:23:03;1242,275;23,260;7,288
2020/08/20 11:53:03;1241,400;23,263;7,268
2020/08/20 12:23:03;1242,158;23,293;7,280
2020/08/20 12:53:03;1242,275;23,307;7,292
2020/08/20 13:23:03;1242,508;23,333;7,300
2020/08/20 13:53:03;1242,683;23,457;8,176
2020/08/20 14:23:03;1242,800;23,453;7,468
2020/08/20 14:53:03;1243,033;23,487;7,768
2020/08/20 15:23:03;1242,450;23,517;8,484
2020/08/20 15:53:03;1242,917;23,527;8,260
2020/08/20 16:23:03;1243,033;23,570;8,288
2020/08/20 16:53:03;1242,800;23,610;8,252
2020/08/20 17:23:03;1242,975;23,610;8,048
2020/08/20 17:53:03;1241,458;23,607;8,072
2020/08/20 18:23:03;1241,283;23,620;7,772
2020/08/20 18:53:03;1240,583;23,690;7,848
2020/08/20 19:23:03;1239,883;24,033;7,860
2020/08/20 19:53:03;1239,475;23,797;7,712
2020/08/20 20:23:03;1239,533;23,713;7,596
2020/08/20 20:53:03;1239,592;23,643;7,452
2020/08/20 21:23:03;1240,117;23,657;7,424
2020/08/20 21:53:03;1240,583;23,690;7,420
2020/08/20 22:23:03;1240,875;23,707;7,292
2020/08/20 22:53:03;1240,700;23,733;7,496
2020/08/20 23:23:03;1240,700;23,747;7,492
2020/08/20 23:53:03;1240,700;23,773;7,576
2020/08/21 00:23:03;1240,408;23,793;7,656
2020/08/21 00:53:03;1240,292;23,777;7,680
