#station_name;Nieuwpoort Spaarbekken Diep
#station_no;IMC_999020
#stationparameter_name;EC
#parametertype_name;EC
#ts_name;DagGem
#ts_unitname;microsiemens per centimeter
#rows;451
#Timestamp;Value;Quality Code;Absolute Value;AV Quality Code
2023-01-01T00:00:00.000+01:00;0,00;190;;
2023-01-02T00:00:00.000+01:00;0,00;190;;
2023-01-03T00:00:00.000+01:00;0,00;190;;
2023-01-04T00:00:00.000+01:00;0,00;190;;
2023-01-05T00:00:00.000+01:00;0,00;190;;
2023-01-06T00:00:00.000+01:00;0,00;190;;
2023-01-07T00:00:00.000+01:00;0,00;190;;
2023-01-08T00:00:00.000+01:00;0,00;190;;
2023-01-09T00:00:00.000+01:00;0,00;190;;
2023-01-10T00:00:00.000+01:00;0,00;190;;
2023-01-11T00:00:00.000+01:00;;-1;;
2023-01-12T00:00:00.000+01:00;;-1;;
2023-01-13T00:00:00.000+01:00;0,00;190;;
2023-01-14T00:00:00.000+01:00;0,00;190;;
2023-01-15T00:00:00.000+01:00;0,00;190;;
2023-01-16T00:00:00.000+01:00;0,00;190;;
2023-01-17T00:00:00.000+01:00;;-1;;
2023-01-18T00:00:00.000+01:00;;-1;;
2023-01-19T00:00:00.000+01:00;;-1;;
2023-01-20T00:00:00.000+01:00;;-1;;
2023-01-21T00:00:00.000+01:00;;-1;;
2023-01-22T00:00:00.000+01:00;;-1;;
2023-01-23T00:00:00.000+01:00;;-1;;
2023-01-24T00:00:00.000+01:00;;-1;;
2023-01-25T00:00:00.000+01:00;;-1;;
2023-01-26T00:00:00.000+01:00;;-1;;
2023-01-27T00:00:00.000+01:00;607,65;180;;
2023-01-28T00:00:00.000+01:00;663,73;180;;
2023-01-29T00:00:00.000+01:00;675,01;180;;
2023-01-30T00:00:00.000+01:00;688,83;130;;
2023-01-31T00:00:00.000+01:00;700,18;180;;
2023-02-01T00:00:00.000+01:00;709,10;180;;
2023-02-02T00:00:00.000+01:00;724,47;180;;
2023-02-03T00:00:00.000+01:00;742,00;180;;
2023-02-04T00:00:00.000+01:00;;-1;;
2023-02-05T00:00:00.000+01:00;786,43;180;;
2023-02-06T00:00:00.000+01:00;793,14;180;;
2023-02-07T00:00:00.000+01:00;798,48;180;;
2023-02-08T00:00:00.000+01:00;812,93;180;;
2023-02-09T00:00:00.000+01:00;822,10;180;;
2023-02-10T00:00:00.000+01:00;825,91;180;;
2023-02-11T00:00:00.000+01:00;846,42;180;;
2023-02-12T00:00:00.000+01:00;;-1;;
2023-02-13T00:00:00.000+01:00;868,68;180;;
2023-02-14T00:00:00.000+01:00;873,58;180;;
2023-02-15T00:00:00.000+01:00;893,87;180;;
2023-02-16T00:00:00.000+01:00;905,15;180;;
2023-02-17T00:00:00.000+01:00;972,99;180;;
2023-02-18T00:00:00.000+01:00;1034,42;130;;
2023-02-19T00:00:00.000+01:00;1058,22;180;;
2023-02-20T00:00:00.000+01:00;1060,33;180;;
2023-02-21T00:00:00.000+01:00;1060,20;180;;
2023-02-22T00:00:00.000+01:00;1079,17;130;;
2023-02-23T00:00:00.000+01:00;1164,54;180;;
2023-02-24T00:00:00.000+01:00;1148,13;180;;
2023-02-25T00:00:00.000+01:00;1284,71;180;;
2023-02-26T00:00:00.000+01:00;1463,40;180;;
2023-02-27T00:00:00.000+01:00;1520,83;180;;
2023-02-28T00:00:00.000+01:00;1524,48;180;;
2023-03-01T00:00:00.000+01:00;1486,71;180;;
2023-03-02T00:00:00.000+01:00;1581,13;180;;
2023-03-03T00:00:00.000+01:00;1734,43;180;;
2023-03-04T00:00:00.000+01:00;1691,77;180;;
2023-03-05T00:00:00.000+01:00;1650,29;180;;
2023-03-06T00:00:00.000+01:00;1589,46;130;;
2023-03-07T00:00:00.000+01:00;1689,37;180;;
2023-03-08T00:00:00.000+01:00;2132,87;180;;
2023-03-09T00:00:00.000+01:00;1474,83;180;;
2023-03-10T00:00:00.000+01:00;1049,18;180;;
2023-03-11T00:00:00.000+01:00;1737,23;180;;
2023-03-12T00:00:00.000+01:00;1833,48;180;;
2023-03-13T00:00:00.000+01:00;1212,87;180;;
2023-03-14T00:00:00.000+01:00;3091,16;180;;
2023-03-15T00:00:00.000+01:00;3486,49;130;;
2023-03-16T00:00:00.000+01:00;3439,97;180;;
2023-03-17T00:00:00.000+01:00;3226,68;180;;
2023-03-18T00:00:00.000+01:00;3056,79;180;;
2023-03-19T00:00:00.000+01:00;3135,23;180;;
2023-03-20T00:00:00.000+01:00;3315,70;180;;
2023-03-21T00:00:00.000+01:00;3782,69;180;;
2023-03-22T00:00:00.000+01:00;4770,92;180;;
2023-03-23T00:00:00.000+01:00;6107,09;180;;
2023-03-24T00:00:00.000+01:00;8236,06;180;;
2023-03-25T00:00:00.000+01:00;11995,05;180;;
2023-03-26T00:00:00.000+01:00;13986,99;180;;
2023-03-27T01:00:00.000+02:00;9182,48;180;;
2023-03-28T01:00:00.000+02:00;5593,05;180;;
2023-03-29T01:00:00.000+02:00;5907,78;180;;
2023-03-30T01:00:00.000+02:00;6535,18;180;;
2023-03-31T01:00:00.000+02:00;6257,11;180;;
2023-04-01T01:00:00.000+02:00;6205,67;180;;
2023-04-02T01:00:00.000+02:00;4343,17;180;;
