Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 16/03/2020
TIME       : 10:10:35
FILENAME   : C:\Users\nico_demaerteleire\Documents\DiverOffice\LK-ALK\CSV\akl ramskapelle_200316101035_V6997.CSV
CREATED BY : SWS Diver-Office 7.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..11-V6997  317.
  Instrument number       =                    
                          =0
  Location                =akl ramskapelle
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..11-V6997  317.
  Instrument number       =                    
  Location                =akl ramskapelle
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =27:20:10 12/02/20
  End date / time         =27:20:09 13/03/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/02/12 10:20:27;1035,542;7,140;0,016
2020/02/12 10:50:27;1172,217;6,733;0,504
2020/02/12 11:20:27;1166,267;6,747;0,504
2020/02/12 11:50:27;1163,642;6,770;0,504
2020/02/12 12:20:27;1163,583;6,777;0,508
2020/02/12 12:50:27;1168,075;6,757;0,508
2020/02/12 13:20:27;1182,425;6,743;0,508
2020/02/12 13:50:27;1217,367;6,757;0,508
2020/02/12 14:20:27;1226,583;6,773;0,508
2020/02/12 14:50:27;1240,175;6,790;0,508
2020/02/12 15:20:27;1249,742;6,790;0,508
2020/02/12 15:50:27;1258,492;6,783;0,508
2020/02/12 16:20:27;1266,717;6,777;0,508
2020/02/12 16:50:27;1274,067;6,773;0,508
2020/02/12 17:20:27;1280,483;6,780;0,508
2020/02/12 17:50:27;1286,958;6,770;0,508
2020/02/12 18:20:27;1293,725;6,763;0,508
2020/02/12 18:50:27;1299,850;6,740;0,508
2020/02/12 19:20:27;1276,225;6,717;0,508
2020/02/12 19:50:27;1252,542;6,723;0,508
2020/02/12 20:20:27;1229,908;6,703;0,508
2020/02/12 20:50:27;1210,717;6,700;0,512
2020/02/12 21:20:27;1196,308;6,693;0,512
2020/02/12 21:50:27;1185,225;6,677;0,512
2020/02/12 22:20:27;1176,708;6,647;0,512
2020/02/12 22:50:27;1169,358;6,623;0,512
2020/02/12 23:20:27;1163,408;6,623;0,512
2020/02/12 23:50:27;1158,800;6,623;0,512
2020/02/13 00:20:27;1156,175;6,630;0,516
2020/02/13 00:50:27;1155,358;6,630;0,520
2020/02/13 01:20:27;1158,800;6,633;0,524
2020/02/13 01:50:27;1164,750;6,643;0,524
2020/02/13 02:20:27;1183,592;6,650;0,528
2020/02/13 02:50:27;1206,108;6,653;0,528
2020/02/13 03:20:27;1217,542;6,630;0,528
2020/02/13 03:50:27;1226,525;6,617;0,528
2020/02/13 04:20:27;1234,050;6,607;0,532
2020/02/13 04:50:27;1241,400;6,600;0,532
2020/02/13 05:20:27;1247,933;6,590;0,532
2020/02/13 05:50:27;1254,467;6,583;0,532
2020/02/13 06:20:27;1260,417;6,580;0,532
2020/02/13 06:50:27;1265,900;6,577;0,532
2020/02/13 07:20:27;1245,133;6,573;0,532
2020/02/13 07:50:27;1219,642;6,590;0,536
2020/02/13 08:20:27;1196,017;6,587;0,536
2020/02/13 08:50:27;1177,700;6,573;0,536
2020/02/13 09:20:27;1165,100;6,573;0,536
2020/02/13 09:50:27;1154,367;6,590;0,540
2020/02/13 10:20:27;1147,250;6,600;0,536
2020/02/13 10:50:27;1141,475;6,583;0,536
2020/02/13 11:20:27;1136,983;6,583;0,532
2020/02/13 11:50:27;1132,550;6,597;0,532
2020/02/13 12:20:27;1129,400;6,593;0,532
2020/02/13 12:50:27;1125,900;6,617;0,532
2020/02/13 13:20:27;1122,925;6,640;0,536
2020/02/13 13:50:27;1122,108;6,677;0,536
2020/02/13 14:20:27;1128,233;6,713;0,540
2020/02/13 14:50:27;1189,425;6,717;0,540
2020/02/13 15:20:27;1182,308;6,737;0,540
2020/02/13 15:50:27;1195,550;6,753;0,540
2020/02/13 16:20:27;1206,925;6,763;0,540
2020/02/13 16:50:27;1217,017;6,770;0,540
2020/02/13 17:20:27;1226,467;6,773;0,540
2020/02/13 17:50:27;1236,617;6,777;0,540
2020/02/13 18:20:27;1245,950;6,773;0,540
2020/02/13 18:50:27;1255,050;6,770;0,540
2020/02/13 19:20:27;1263,508;6,763;0,540
2020/02/13 19:50:27;1271,558;6,763;0,540
2020/02/13 20:20:27;1243,792;6,780;0,540
2020/02/13 20:50:27;1225,417;6,810;0,540
2020/02/13 21:20:27;1208,442;6,833;0,540
2020/02/13 21:50:27;1192,575;6,853;0,540
2020/02/13 22:20:27;1181,492;6,853;0,536
2020/02/13 22:50:27;1172,567;6,847;0,536
2020/02/13 23:20:27;1166,442;6,867;0,536
2020/02/13 23:50:27;1161,483;6,873;0,532
2020/02/14 00:20:27;1159,500;6,870;0,532
2020/02/14 00:50:27;1159,792;6,880;0,528
2020/02/14 01:20:27;1163,292;6,890;0,524
2020/02/14 01:50:27;1171,867;6,910;0,524
2020/02/14 02:20:27;1188,433;6,927;0,520
2020/02/14 02:50:27;1212,700;6,937;0,520
2020/02/14 03:20:27;1228,450;6,933;0,520
2020/02/14 03:50:27;1241,167;6,933;0,520
2020/02/14 04:20:27;1251,083;6,940;0,520
2020/02/14 04:50:27;1260,183;6,937;0,520
2020/02/14 05:20:27;1268,933;6,940;0,520
2020/02/14 05:50:27;1277,450;6,943;0,520
2020/02/14 06:20:27;1285,558;6,943;0,520
2020/02/14 06:50:27;1292,675;6,943;0,516
2020/02/14 07:20:27;1299,675;6,947;0,516
2020/02/14 07:50:27;1306,383;6,943;0,516
2020/02/14 08:20:27;1268,292;6,950;0,516
2020/02/14 08:50:27;1244,783;6,947;0,516
2020/02/14 09:20:27;1224,950;6,937;0,516
2020/02/14 09:50:27;1208,733;6,943;0,516
2020/02/14 10:20:27;1197,183;6,947;0,516
2020/02/14 10:50:27;1187,733;6,947;0,516
2020/02/14 11:20:27;1180,150;6,967;0,516
2020/02/14 11:50:27;1174,725;7,010;0,516
2020/02/14 12:20:27;1169,300;7,047;0,516
2020/02/14 12:50:27;1164,458;7,057;0,520
2020/02/14 13:20:27;1160,492;7,063;0,520
2020/02/14 13:50:27;1156,817;7,080;0,520
2020/02/14 14:20:27;1154,367;7,110;0,524
2020/02/14 14:50:27;1153,900;7,133;0,524
2020/02/14 15:20:27;1163,583;7,153;0,524
2020/02/14 15:50:27;1211,242;7,160;0,524
2020/02/14 16:20:27;1211,883;7,183;0,524
2020/02/14 16:50:27;1226,933;7,190;0,524
2020/02/14 17:20:27;1237,667;7,190;0,524
2020/02/14 17:50:27;1246,942;7,180;0,528
2020/02/14 18:20:27;1255,633;7,170;0,528
2020/02/14 18:50:27;1263,508;7,157;0,528
2020/02/14 19:20:27;1270,742;7,147;0,528
2020/02/14 19:50:27;1277,800;7,133;0,528
2020/02/14 20:20:27;1256,683;7,127;0,528
