"Plot Title: AKL midden brug "
"#","Date Time, GMT+02:00","High Range, μS/cm (LGR S/N: 21362416, SEN S/N: 21362416)","Temp, °C (LGR S/N: 21362416, SEN S/N: 21362416)","Coupler Detached (LGR S/N: 21362416)","Coupler Attached (LGR S/N: 21362416)","Host Connected (LGR S/N: 21362416)","Stopped (LGR S/N: 21362416)","End Of File (LGR S/N: 21362416)"
1,07/26/24 11:37:00 AM,0.0,24.02,,,,,
2,07/26/24 11:37:13 AM,,,Logged,,,,
3,07/26/24 12:07:00 PM,784.6,21.94,,,,,
4,07/26/24 12:37:00 PM,787.7,22.04,,,,,
5,07/26/24 01:07:00 PM,790.3,22.15,,,,,
6,07/26/24 01:37:00 PM,791.3,22.25,,,,,
7,07/26/24 02:07:00 PM,791.3,22.31,,,,,
8,07/26/24 02:37:00 PM,791.8,22.36,,,,,
9,07/26/24 03:07:00 PM,792.4,22.48,,,,,
10,07/26/24 03:37:00 PM,785.6,22.53,,,,,
11,07/26/24 04:07:00 PM,782.5,22.57,,,,,
12,07/26/24 04:37:00 PM,782.0,22.57,,,,,
13,07/26/24 05:07:00 PM,782.0,22.57,,,,,
14,07/26/24 05:37:00 PM,783.0,22.60,,,,,
15,07/26/24 06:07:00 PM,783.0,22.60,,,,,
16,07/26/24 06:37:00 PM,784.6,22.62,,,,,
17,07/26/24 07:07:00 PM,784.6,22.59,,,,,
18,07/26/24 07:37:00 PM,785.1,22.57,,,,,
19,07/26/24 08:07:00 PM,785.1,22.57,,,,,
20,07/26/24 08:37:00 PM,785.1,22.55,,,,,
21,07/26/24 09:07:00 PM,784.0,22.53,,,,,
22,07/26/24 09:37:00 PM,784.0,22.51,,,,,
23,07/26/24 10:07:00 PM,783.5,22.51,,,,,
24,07/26/24 10:37:00 PM,781.4,22.50,,,,,
25,07/26/24 11:07:00 PM,775.2,22.48,,,,,
26,07/26/24 11:37:00 PM,798.6,22.53,,,,,
27,07/27/24 12:07:00 AM,791.8,22.54,,,,,
28,07/27/24 12:37:00 AM,777.3,22.50,,,,,
29,07/27/24 01:07:00 AM,775.2,22.48,,,,,
30,07/27/24 01:37:00 AM,774.7,22.46,,,,,
31,07/27/24 02:07:00 AM,773.7,22.43,,,,,
32,07/27/24 02:37:00 AM,772.6,22.39,,,,,
33,07/27/24 03:07:00 AM,772.1,22.35,,,,,
34,07/27/24 03:37:00 AM,771.1,22.33,,,,,
35,07/27/24 04:07:00 AM,770.5,22.27,,,,,
36,07/27/24 04:37:00 AM,769.5,22.23,,,,,
37,07/27/24 05:07:00 AM,769.0,22.18,,,,,
38,07/27/24 05:37:00 AM,768.5,22.13,,,,,
39,07/27/24 06:07:00 AM,768.0,22.09,,,,,
40,07/27/24 06:37:00 AM,767.4,22.07,,,,,
41,07/27/24 07:07:00 AM,766.9,22.04,,,,,
42,07/27/24 07:37:00 AM,766.4,22.02,,,,,
43,07/27/24 08:07:00 AM,765.9,21.99,,,,,
44,07/27/24 08:37:00 AM,764.8,21.94,,,,,
45,07/27/24 09:07:00 AM,765.4,21.93,,,,,
46,07/27/24 09:37:00 AM,765.4,21.93,,,,,
47,07/27/24 10:07:00 AM,765.4,21.93,,,,,
48,07/27/24 10:37:00 AM,765.4,21.94,,,,,
49,07/27/24 11:07:00 AM,765.4,21.96,,,,,
50,07/27/24 11:37:00 AM,770.5,22.03,,,,,
51,07/27/24 12:07:00 PM,765.4,21.99,,,,,
52,07/27/24 12:37:00 PM,761.2,21.97,,,,,
53,07/27/24 01:07:00 PM,756.1,22.03,,,,,
54,07/27/24 01:37:00 PM,751.9,22.12,,,,,
55,07/27/24 02:07:00 PM,753.0,22.19,,,,,
56,07/27/24 02:37:00 PM,754.0,22.27,,,,,
57,07/27/24 03:07:00 PM,756.1,22.30,,,,,
58,07/27/24 03:37:00 PM,757.1,22.35,,,,,
59,07/27/24 04:07:00 PM,759.7,22.41,,,,,
60,07/27/24 04:37:00 PM,761.7,22.45,,,,,
61,07/27/24 05:07:00 PM,762.3,22.46,,,,,
62,07/27/24 05:37:00 PM,762.3,22.49,,,,,
63,07/27/24 06:07:00 PM,760.2,22.41,,,,,
64,07/27/24 06:37:00 PM,761.2,22.45,,,,,
65,07/27/24 07:07:00 PM,760.7,22.45,,,,,
66,07/27/24 07:37:00 PM,761.2,22.44,,,,,
67,07/27/24 08:07:00 PM,763.8,22.43,,,,,
68,07/27/24 08:37:00 PM,763.8,22.38,,,,,
69,07/27/24 09:07:00 PM,763.8,22.33,,,,,
70,07/27/24 09:37:00 PM,763.8,22.30,,,,,
71,07/27/24 10:07:00 PM,763.8,22.28,,,,,
72,07/27/24 10:37:00 PM,763.8,22.24,,,,,
73,07/27/24 11:07:00 PM,765.9,22.23,,,,,
74,07/27/24 11:37:00 PM,767.4,22.19,,,,,
75,07/28/24 12:07:00 AM,766.4,22.15,,,,,
76,07/28/24 12:37:00 AM,783.5,22.04,,,,,
77,07/28/24 01:07:00 AM,783.0,22.04,,,,,
78,07/28/24 01:37:00 AM,749.4,22.04,,,,,
79,07/28/24 02:07:00 AM,745.2,22.04,,,,,
80,07/28/24 02:37:00 AM,744.2,22.02,,,,,
81,07/28/24 03:07:00 AM,744.7,22.01,,,,,
82,07/28/24 03:37:00 AM,743.2,21.98,,,,,
83,07/28/24 04:07:00 AM,743.2,21.94,,,,,
84,07/28/24 04:37:00 AM,731.4,21.91,,,,,
85,07/28/24 05:07:00 AM,730.4,21.87,,,,,
86,07/28/24 05:37:00 AM,739.6,21.82,,,,,
87,07/28/24 06:07:00 AM,741.1,21.76,,,,,
88,07/28/24 06:37:00 AM,740.1,21.75,,,,,
89,07/28/24 07:07:00 AM,739.6,21.70,,,,,
90,07/28/24 07:37:00 AM,739.1,21.67,,,,,
91,07/28/24 08:07:00 AM,739.1,21.65,,,,,
92,07/28/24 08:37:00 AM,739.6,21.66,,,,,
93,07/28/24 09:07:00 AM,739.6,21.67,,,,,
94,07/28/24 09:37:00 AM,740.6,21.68,,,,,
95,07/28/24 10:07:00 AM,739.6,21.67,,,,,
96,07/28/24 10:37:00 AM,740.1,21.66,,,,,
97,07/28/24 11:07:00 AM,740.1,21.66,,,,,
98,07/28/24 11:37:00 AM,741.1,21.70,,,,,
99,07/28/24 12:07:00 PM,741.6,21.82,,,,,
100,07/28/24 12:37:00 PM,743.2,21.94,,,,,
101,07/28/24 01:07:00 PM,747.8,22.02,,,,,
102,07/28/24 01:37:00 PM,751.9,22.13,,,,,
103,07/28/24 02:07:00 PM,752.5,22.23,,,,,
104,07/28/24 02:37:00 PM,755.0,22.31,,,,,
105,07/28/24 03:07:00 PM,756.1,22.43,,,,,
106,07/28/24 03:37:00 PM,755.0,22.44,,,,,
107,07/28/24 04:07:00 PM,756.6,22.50,,,,,
108,07/28/24 04:37:00 PM,758.1,22.53,,,,,
109,07/28/24 05:07:00 PM,759.2,22.59,,,,,
110,07/28/24 05:37:00 PM,758.6,22.57,,,,,
111,07/28/24 06:07:00 PM,758.1,22.57,,,,,
112,07/28/24 06:37:00 PM,758.6,22.59,,,,,
113,07/28/24 07:07:00 PM,758.1,22.59,,,,,
114,07/28/24 07:37:00 PM,758.6,22.56,,,,,
115,07/28/24 08:07:00 PM,758.6,22.54,,,,,
116,07/28/24 08:37:00 PM,759.2,22.51,,,,,
117,07/28/24 09:07:00 PM,758.1,22.49,,,,,
118,07/28/24 09:37:00 PM,757.1,22.45,,,,,
119,07/28/24 10:07:00 PM,757.1,22.43,,,,,
120,07/28/24 10:37:00 PM,756.6,22.40,,,,,
121,07/28/24 11:07:00 PM,756.6,22.38,,,,,
122,07/28/24 11:37:00 PM,755.0,22.34,,,,,
123,07/29/24 12:07:00 AM,755.0,22.31,,,,,
124,07/29/24 12:37:00 AM,755.5,22.29,,,,,
125,07/29/24 01:07:00 AM,753.5,22.27,,,,,
126,07/29/24 01:37:00 AM,750.4,22.20,,,,,
127,07/29/24 02:07:00 AM,741.1,22.15,,,,,
128,07/29/24 02:37:00 AM,737.0,22.10,,,,,
129,07/29/24 03:07:00 AM,736.0,22.05,,,,,
130,07/29/24 03:37:00 AM,735.5,22.03,,,,,
131,07/29/24 04:07:00 AM,734.5,21.99,,,,,
132,07/29/24 04:37:00 AM,734.5,21.96,,,,,
133,07/29/24 05:07:00 AM,735.5,21.89,,,,,
134,07/29/24 05:37:00 AM,734.5,21.84,,,,,
135,07/29/24 06:07:00 AM,734.5,21.82,,,,,
136,07/29/24 06:37:00 AM,733.4,21.78,,,,,
137,07/29/24 07:07:00 AM,732.4,21.75,,,,,
138,07/29/24 07:37:00 AM,731.9,21.72,,,,,
139,07/29/24 08:07:00 AM,732.4,21.70,,,,,
140,07/29/24 08:37:00 AM,731.9,21.70,,,,,
141,07/29/24 09:07:00 AM,731.9,21.71,,,,,
142,07/29/24 09:37:00 AM,731.9,21.71,,,,,
143,07/29/24 10:07:00 AM,731.9,21.72,,,,,
144,07/29/24 10:37:00 AM,732.9,21.72,,,,,
145,07/29/24 11:07:00 AM,731.4,21.70,,,,,
146,07/29/24 11:37:00 AM,731.9,21.75,,,,,
147,07/29/24 12:07:00 PM,731.9,21.73,,,,,
148,07/29/24 12:37:00 PM,731.9,21.77,,,,,
149,07/29/24 01:07:00 PM,737.0,22.14,,,,,
150,07/29/24 01:37:00 PM,737.0,22.28,,,,,
151,07/29/24 02:07:00 PM,739.1,22.33,,,,,
