"Plot Title: oude veurne vaart"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 21362419, SEN S/N: 21362419)","Temp, °C (LGR S/N: 21362419, SEN S/N: 21362419)","Coupler Detached (LGR S/N: 21362419)","Coupler Attached (LGR S/N: 21362419)","Host Connected (LGR S/N: 21362419)","End Of File (LGR S/N: 21362419)"
1,11/17/22 12:39:14 PM,0.0,19.62,,,,
2,11/17/22 12:39:34 PM,,,Logged,,,
3,11/17/22 01:09:14 PM,4186.2,11.31,,,,
4,11/17/22 01:39:14 PM,3959.1,11.45,,,,
5,11/17/22 02:09:14 PM,3349.7,11.58,,,,
6,11/17/22 02:39:14 PM,3180.8,11.61,,,,
7,11/17/22 03:09:14 PM,3184.5,11.62,,,,
8,11/17/22 03:39:14 PM,3086.7,11.65,,,,
9,11/17/22 04:09:14 PM,2927.5,11.68,,,,
10,11/17/22 04:39:14 PM,2870.3,11.71,,,,
11,11/17/22 05:09:14 PM,2821.8,11.72,,,,
12,11/17/22 05:39:14 PM,2869.1,11.70,,,,
13,11/17/22 06:09:14 PM,2921.3,11.67,,,,
14,11/17/22 06:39:14 PM,3056.4,11.63,,,,
15,11/17/22 07:09:14 PM,3262.0,11.58,,,,
16,11/17/22 07:39:14 PM,3343.5,11.56,,,,
17,11/17/22 08:09:14 PM,3248.4,11.57,,,,
18,11/17/22 08:39:14 PM,3479.4,11.51,,,,
19,11/17/22 09:09:14 PM,3382.7,11.52,,,,
20,11/17/22 09:39:14 PM,3291.3,11.52,,,,
21,11/17/22 10:09:14 PM,3269.5,11.51,,,,
22,11/17/22 10:39:14 PM,3408.9,11.48,,,,
23,11/17/22 11:09:14 PM,3568.1,11.43,,,,
24,11/17/22 11:39:14 PM,2236.8,11.74,,,,
25,11/18/22 12:09:14 AM,2519.9,11.56,,,,
26,11/18/22 12:39:14 AM,2136.6,11.18,,,,
27,11/18/22 01:09:14 AM,1594.8,10.84,,,,
28,11/18/22 01:39:14 AM,1293.3,10.48,,,,
29,11/18/22 02:09:14 AM,1134.0,10.32,,,,
30,11/18/22 02:39:14 AM,1008.4,10.27,,,,
31,11/18/22 03:09:14 AM,993.7,10.22,,,,
32,11/18/22 03:39:14 AM,989.4,10.22,,,,
33,11/18/22 04:09:14 AM,983.1,10.23,,,,
34,11/18/22 04:39:14 AM,972.1,10.22,,,,
35,11/18/22 05:09:14 AM,969.4,10.25,,,,
36,11/18/22 05:39:14 AM,966.8,10.25,,,,
37,11/18/22 06:09:14 AM,961.0,10.27,,,,
38,11/18/22 06:39:14 AM,955.3,10.27,,,,
39,11/18/22 07:09:14 AM,964.2,10.29,,,,
40,11/18/22 07:39:14 AM,964.2,10.29,,,,
41,11/18/22 08:09:14 AM,961.6,10.29,,,,
42,11/18/22 08:39:14 AM,955.3,10.29,,,,
43,11/18/22 09:09:14 AM,961.6,10.29,,,,
44,11/18/22 09:39:14 AM,962.1,10.27,,,,
45,11/18/22 10:09:14 AM,963.1,10.29,,,,
46,11/18/22 10:39:14 AM,966.3,10.27,,,,
47,11/18/22 11:09:14 AM,960.5,10.30,,,,
48,11/18/22 11:39:14 AM,957.4,10.30,,,,
49,11/18/22 12:09:14 PM,959.5,10.29,,,,
50,11/18/22 12:39:14 PM,954.8,10.29,,,,
51,11/18/22 01:09:14 PM,957.4,10.31,,,,
52,11/18/22 01:39:14 PM,957.4,10.31,,,,
53,11/18/22 02:09:14 PM,962.6,10.34,,,,
54,11/18/22 02:39:14 PM,971.0,10.34,,,,
55,11/18/22 03:09:14 PM,967.9,10.36,,,,
56,11/18/22 03:39:14 PM,966.3,10.38,,,,
57,11/18/22 04:09:14 PM,963.1,10.40,,,,
58,11/18/22 04:39:14 PM,961.6,10.40,,,,
59,11/18/22 05:09:14 PM,960.5,10.41,,,,
60,11/18/22 05:39:14 PM,961.0,10.43,,,,
61,11/18/22 06:09:14 PM,960.5,10.44,,,,
62,11/18/22 06:39:14 PM,967.9,10.43,,,,
63,11/18/22 07:09:14 PM,966.3,10.43,,,,
64,11/18/22 07:39:14 PM,959.5,10.39,,,,
65,11/18/22 08:09:14 PM,962.1,10.40,,,,
66,11/18/22 08:39:14 PM,960.5,10.38,,,,
67,11/18/22 09:09:14 PM,960.5,10.38,,,,
68,11/18/22 09:39:14 PM,965.2,10.38,,,,
69,11/18/22 10:09:14 PM,968.4,10.39,,,,
70,11/18/22 10:39:14 PM,966.8,10.38,,,,
71,11/18/22 11:09:14 PM,970.5,10.38,,,,
72,11/18/22 11:39:14 PM,974.7,10.35,,,,
73,11/19/22 12:09:14 AM,977.9,10.35,,,,
74,11/19/22 12:39:14 AM,981.5,10.36,,,,
75,11/19/22 01:09:14 AM,980.5,10.35,,,,
76,11/19/22 01:39:14 AM,981.5,10.32,,,,
77,11/19/22 02:09:14 AM,968.9,10.31,,,,
78,11/19/22 02:39:14 AM,968.9,10.31,,,,
79,11/19/22 03:09:14 AM,960.5,10.30,,,,
80,11/19/22 03:39:14 AM,965.8,10.30,,,,
81,11/19/22 04:09:14 AM,960.5,10.30,,,,
82,11/19/22 04:39:14 AM,961.0,10.29,,,,
83,11/19/22 05:09:14 AM,958.9,10.27,,,,
84,11/19/22 05:39:14 AM,1128.1,10.27,,,,
85,11/19/22 06:09:14 AM,1541.8,10.25,,,,
86,11/19/22 06:39:14 AM,1556.0,10.21,,,,
87,11/19/22 07:09:14 AM,1462.2,10.18,,,,
88,11/19/22 07:39:14 AM,1427.9,10.18,,,,
89,11/19/22 08:09:14 AM,1445.9,10.21,,,,
90,11/19/22 08:39:14 AM,1447.0,10.20,,,,
91,11/19/22 09:09:14 AM,1701.4,10.23,,,,
92,11/19/22 09:39:14 AM,1691.0,10.25,,,,
93,11/19/22 10:09:14 AM,1733.7,10.23,,,,
94,11/19/22 10:39:14 AM,1689.9,10.23,,,,
95,11/19/22 11:09:14 AM,1646.2,10.23,,,,
96,11/19/22 11:39:14 AM,1789.9,10.27,,,,
97,11/19/22 12:09:14 PM,1799.7,10.30,,,,
98,11/19/22 12:39:14 PM,1771.3,10.30,,,,
99,11/19/22 01:09:14 PM,1506.7,10.23,,,,
100,11/19/22 01:39:14 PM,1129.7,10.16,,,,
101,11/19/22 02:09:14 PM,1112.4,10.17,,,,
102,11/19/22 02:39:14 PM,996.3,10.11,,,,
103,11/19/22 03:09:14 PM,983.6,10.09,,,,
104,11/19/22 03:39:14 PM,980.5,10.05,,,,
105,11/19/22 04:09:14 PM,970.0,10.04,,,,
106,11/19/22 04:39:14 PM,961.0,10.00,,,,
107,11/19/22 05:09:14 PM,958.9,9.98,,,,
108,11/19/22 05:39:14 PM,958.9,9.94,,,,
109,11/19/22 06:09:14 PM,960.0,9.95,,,,
110,11/19/22 06:39:14 PM,960.5,9.94,,,,
111,11/19/22 07:09:14 PM,958.9,9.91,,,,
112,11/19/22 07:39:14 PM,957.9,9.94,,,,
113,11/19/22 08:09:14 PM,956.8,9.91,,,,
114,11/19/22 08:39:14 PM,956.8,9.90,,,,
115,11/19/22 09:09:14 PM,957.4,9.89,,,,
116,11/19/22 09:39:14 PM,957.4,9.86,,,,
117,11/19/22 10:09:14 PM,958.4,9.82,,,,
118,11/19/22 10:39:14 PM,956.3,9.75,,,,
119,11/19/22 11:09:14 PM,956.3,9.80,,,,
120,11/19/22 11:39:14 PM,955.8,9.81,,,,
121,11/20/22 12:09:14 AM,954.2,9.79,,,,
122,11/20/22 12:39:14 AM,953.7,9.76,,,,
123,11/20/22 01:09:14 AM,957.9,9.76,,,,
124,11/20/22 01:39:14 AM,976.8,9.79,,,,
125,11/20/22 02:09:14 AM,1239.5,9.84,,,,
126,11/20/22 02:39:14 AM,1165.4,9.84,,,,
127,11/20/22 03:09:14 AM,1023.8,9.75,,,,
128,11/20/22 03:39:14 AM,960.5,9.70,,,,
129,11/20/22 04:09:14 AM,927.6,9.68,,,,
130,11/20/22 04:39:14 AM,907.8,9.71,,,,
131,11/20/22 05:09:14 AM,882.9,9.70,,,,
132,11/20/22 05:39:14 AM,865.9,9.67,,,,
133,11/20/22 06:09:14 AM,859.2,9.66,,,,
134,11/20/22 06:39:14 AM,860.2,9.66,,,,
135,11/20/22 07:09:14 AM,859.2,9.66,,,,
136,11/20/22 07:39:14 AM,859.7,9.66,,,,
137,11/20/22 08:09:14 AM,861.3,9.63,,,,
138,11/20/22 08:39:14 AM,859.7,9.62,,,,
139,11/20/22 09:09:14 AM,860.2,9.61,,,,
140,11/20/22 09:39:14 AM,880.4,9.67,,,,
141,11/20/22 10:09:14 AM,879.8,9.67,,,,
142,11/20/22 10:39:14 AM,893.3,9.70,,,,
143,11/20/22 11:09:14 AM,897.4,9.70,,,,
144,11/20/22 11:39:14 AM,901.6,9.72,,,,
145,11/20/22 12:09:14 PM,935.9,9.76,,,,
146,11/20/22 12:39:14 PM,942.7,9.75,,,,
147,11/20/22 01:09:14 PM,983.6,9.73,,,,
148,11/20/22 01:39:14 PM,1082.4,9.80,,,,
149,11/20/22 02:09:14 PM,1068.5,9.79,,,,
150,11/20/22 02:39:14 PM,1078.1,9.82,,,,
151,11/20/22 03:09:14 PM,1006.9,9.79,,,,
152,11/20/22 03:39:14 PM,983.1,9.77,,,,
153,11/20/22 04:09:14 PM,980.5,9.86,,,,
154,11/20/22 04:39:14 PM,982.6,9.95,,,,
155,11/20/22 05:09:14 PM,1012.7,10.03,,,,
156,11/20/22 05:39:14 PM,1025.9,10.05,,,,
157,11/20/22 06:09:14 PM,1022.7,10.04,,,,
158,11/20/22 06:39:14 PM,1004.7,10.02,,,,
159,11/20/22 07:09:14 PM,1006.3,10.00,,,,
