"Plot Title: Uniebrug paaiplaats"
"#","Date Time, GMT+01:00","High Range, μS/cm (LGR S/N: 20844999, SEN S/N: 20844999)","Temp, °C (LGR S/N: 20844999, SEN S/N: 20844999)","Coupler Detached (LGR S/N: 20844999)","Coupler Attached (LGR S/N: 20844999)","Host Connected (LGR S/N: 20844999)","End Of File (LGR S/N: 20844999)"
1,11/17/22 12:08:57 PM,70.5,14.41,,,,
2,11/17/22 12:09:16 PM,,,Logged,,,
3,11/17/22 12:38:57 PM,791.5,11.12,,,,
4,11/17/22 01:08:57 PM,707.4,11.08,,,,
5,11/17/22 01:38:57 PM,611.6,11.04,,,,
6,11/17/22 02:08:57 PM,565.8,10.99,,,,
7,11/17/22 02:38:57 PM,552.0,10.95,,,,
8,11/17/22 03:08:57 PM,541.3,10.94,,,,
9,11/17/22 03:38:57 PM,543.3,10.93,,,,
10,11/17/22 04:08:57 PM,552.0,10.86,,,,
11,11/17/22 04:38:57 PM,565.3,10.85,,,,
12,11/17/22 05:08:57 PM,573.0,10.81,,,,
13,11/17/22 05:38:57 PM,568.9,10.80,,,,
14,11/17/22 06:08:57 PM,577.1,10.80,,,,
15,11/17/22 06:38:57 PM,576.6,10.80,,,,
16,11/17/22 07:08:57 PM,580.2,10.81,,,,
17,11/17/22 07:38:57 PM,585.3,10.81,,,,
18,11/17/22 08:08:57 PM,584.8,10.81,,,,
19,11/17/22 08:38:57 PM,579.1,10.81,,,,
20,11/17/22 09:08:57 PM,585.3,10.80,,,,
21,11/17/22 09:38:57 PM,583.2,10.79,,,,
22,11/17/22 10:08:57 PM,604.9,10.77,,,,
23,11/17/22 10:38:57 PM,608.0,10.75,,,,
24,11/17/22 11:08:57 PM,604.4,10.74,,,,
25,11/17/22 11:38:57 PM,604.9,10.74,,,,
26,11/18/22 12:08:57 AM,614.2,10.70,,,,
27,11/18/22 12:38:57 AM,622.5,10.66,,,,
28,11/18/22 01:08:57 AM,624.1,10.65,,,,
29,11/18/22 01:38:57 AM,623.5,10.67,,,,
30,11/18/22 02:08:57 AM,612.1,10.76,,,,
31,11/18/22 02:38:57 AM,593.5,10.80,,,,
32,11/18/22 03:08:57 AM,595.6,10.79,,,,
33,11/18/22 03:38:57 AM,614.7,10.75,,,,
34,11/18/22 04:08:57 AM,630.3,10.74,,,,
35,11/18/22 04:38:57 AM,642.3,10.70,,,,
36,11/18/22 05:08:57 AM,651.7,10.67,,,,
37,11/18/22 05:38:57 AM,657.4,10.70,,,,
38,11/18/22 06:08:57 AM,663.7,10.70,,,,
39,11/18/22 06:38:57 AM,670.5,10.70,,,,
40,11/18/22 07:08:57 AM,675.2,10.70,,,,
41,11/18/22 07:38:57 AM,678.9,10.67,,,,
42,11/18/22 08:08:57 AM,680.5,10.67,,,,
43,11/18/22 08:38:57 AM,681.5,10.67,,,,
44,11/18/22 09:08:57 AM,682.6,10.66,,,,
45,11/18/22 09:38:57 AM,683.1,10.67,,,,
46,11/18/22 10:08:57 AM,683.1,10.67,,,,
47,11/18/22 10:38:57 AM,683.1,10.67,,,,
48,11/18/22 11:08:57 AM,684.2,10.68,,,,
49,11/18/22 11:38:57 AM,684.7,10.70,,,,
50,11/18/22 12:08:57 PM,684.2,10.68,,,,
51,11/18/22 12:38:57 PM,684.2,10.68,,,,
52,11/18/22 01:08:57 PM,684.2,10.72,,,,
53,11/18/22 01:38:57 PM,684.7,10.74,,,,
54,11/18/22 02:08:57 PM,685.2,10.72,,,,
55,11/18/22 02:38:57 PM,685.2,10.71,,,,
56,11/18/22 03:08:57 PM,684.2,10.71,,,,
57,11/18/22 03:38:57 PM,684.7,10.72,,,,
58,11/18/22 04:08:57 PM,684.2,10.74,,,,
59,11/18/22 04:38:57 PM,684.7,10.79,,,,
60,11/18/22 05:08:57 PM,684.2,10.76,,,,
61,11/18/22 05:38:57 PM,683.6,10.75,,,,
62,11/18/22 06:08:57 PM,682.6,10.76,,,,
63,11/18/22 06:38:57 PM,683.1,10.79,,,,
64,11/18/22 07:08:57 PM,682.1,10.77,,,,
65,11/18/22 07:38:57 PM,680.0,10.76,,,,
66,11/18/22 08:08:57 PM,678.9,10.76,,,,
67,11/18/22 08:38:57 PM,678.9,10.76,,,,
68,11/18/22 09:08:57 PM,678.4,10.77,,,,
69,11/18/22 09:38:57 PM,677.9,10.77,,,,
70,11/18/22 10:08:57 PM,678.4,10.77,,,,
71,11/18/22 10:38:57 PM,680.5,10.79,,,,
72,11/18/22 11:08:57 PM,680.5,10.79,,,,
73,11/18/22 11:38:57 PM,677.9,10.77,,,,
74,11/19/22 12:08:57 AM,680.0,10.80,,,,
75,11/19/22 12:38:57 AM,677.9,10.76,,,,
76,11/19/22 01:08:57 AM,676.8,10.77,,,,
77,11/19/22 01:38:57 AM,677.3,10.76,,,,
78,11/19/22 02:08:57 AM,677.3,10.76,,,,
79,11/19/22 02:38:57 AM,676.8,10.76,,,,
80,11/19/22 03:08:57 AM,677.3,10.76,,,,
81,11/19/22 03:38:57 AM,677.3,10.76,,,,
82,11/19/22 04:08:57 AM,677.3,10.75,,,,
83,11/19/22 04:38:57 AM,676.8,10.76,,,,
84,11/19/22 05:08:57 AM,677.3,10.75,,,,
85,11/19/22 05:38:57 AM,675.2,10.74,,,,
86,11/19/22 06:08:57 AM,674.7,10.74,,,,
87,11/19/22 06:38:57 AM,674.2,10.74,,,,
88,11/19/22 07:08:57 AM,676.3,10.74,,,,
89,11/19/22 07:38:57 AM,675.2,10.71,,,,
90,11/19/22 08:08:57 AM,674.7,10.74,,,,
91,11/19/22 08:38:57 AM,675.2,10.74,,,,
92,11/19/22 09:08:57 AM,675.2,10.72,,,,
93,11/19/22 09:38:57 AM,674.7,10.72,,,,
94,11/19/22 10:08:57 AM,673.1,10.72,,,,
95,11/19/22 10:38:57 AM,670.0,10.72,,,,
96,11/19/22 11:08:57 AM,669.5,10.72,,,,
97,11/19/22 11:38:57 AM,668.4,10.72,,,,
98,11/19/22 12:08:57 PM,668.4,10.74,,,,
99,11/19/22 12:38:57 PM,664.7,10.74,,,,
100,11/19/22 01:08:57 PM,663.2,10.75,,,,
101,11/19/22 01:38:57 PM,660.0,10.75,,,,
102,11/19/22 02:08:57 PM,656.9,10.74,,,,
103,11/19/22 02:38:57 PM,647.5,10.76,,,,
104,11/19/22 03:08:57 PM,639.1,10.79,,,,
105,11/19/22 03:38:57 PM,631.3,10.77,,,,
106,11/19/22 04:08:57 PM,625.6,10.76,,,,
107,11/19/22 04:38:57 PM,623.5,10.76,,,,
108,11/19/22 05:08:57 PM,622.0,10.77,,,,
109,11/19/22 05:38:57 PM,622.5,10.77,,,,
110,11/19/22 06:08:57 PM,624.1,10.77,,,,
111,11/19/22 06:38:57 PM,624.1,10.77,,,,
112,11/19/22 07:08:57 PM,624.6,10.77,,,,
113,11/19/22 07:38:57 PM,626.1,10.79,,,,
114,11/19/22 08:08:57 PM,627.7,10.79,,,,
115,11/19/22 08:38:57 PM,627.7,10.79,,,,
116,11/19/22 09:08:57 PM,628.7,10.79,,,,
117,11/19/22 09:38:57 PM,628.7,10.76,,,,
118,11/19/22 10:08:57 PM,628.7,10.76,,,,
119,11/19/22 10:38:57 PM,629.3,10.76,,,,
120,11/19/22 11:08:57 PM,629.3,10.74,,,,
121,11/19/22 11:38:57 PM,629.3,10.72,,,,
122,11/20/22 12:08:57 AM,629.8,10.74,,,,
123,11/20/22 12:38:57 AM,629.3,10.70,,,,
124,11/20/22 01:08:57 AM,629.3,10.70,,,,
125,11/20/22 01:38:57 AM,629.3,10.68,,,,
126,11/20/22 02:08:57 AM,629.3,10.65,,,,
127,11/20/22 02:38:57 AM,628.7,10.63,,,,
128,11/20/22 03:08:57 AM,629.3,10.65,,,,
129,11/20/22 03:38:57 AM,629.3,10.63,,,,
130,11/20/22 04:08:57 AM,629.8,10.62,,,,
131,11/20/22 04:38:57 AM,629.8,10.62,,,,
132,11/20/22 05:08:57 AM,630.3,10.62,,,,
133,11/20/22 05:38:57 AM,630.3,10.59,,,,
134,11/20/22 06:08:57 AM,630.3,10.57,,,,
135,11/20/22 06:38:57 AM,630.8,10.58,,,,
136,11/20/22 07:08:57 AM,631.3,10.56,,,,
137,11/20/22 07:38:57 AM,631.3,10.54,,,,
138,11/20/22 08:08:57 AM,631.9,10.54,,,,
139,11/20/22 08:38:57 AM,632.9,10.52,,,,
140,11/20/22 09:08:57 AM,635.0,10.52,,,,
141,11/20/22 09:38:57 AM,643.3,10.52,,,,
142,11/20/22 10:08:57 AM,636.5,10.51,,,,
143,11/20/22 10:38:57 AM,639.1,10.51,,,,
144,11/20/22 11:08:57 AM,642.8,10.51,,,,
145,11/20/22 11:38:57 AM,641.2,10.49,,,,
146,11/20/22 12:08:57 PM,645.4,10.49,,,,
147,11/20/22 12:38:57 PM,646.4,10.49,,,,
148,11/20/22 01:08:57 PM,650.6,10.48,,,,
149,11/20/22 01:38:57 PM,656.4,10.48,,,,
150,11/20/22 02:08:57 PM,659.0,10.47,,,,
151,11/20/22 02:38:57 PM,665.8,10.48,,,,
152,11/20/22 03:08:57 PM,670.5,10.49,,,,
153,11/20/22 03:38:57 PM,694.2,10.51,,,,
