"Plot Title: Schoorbakkebrug"
"#","Date Time, GMT+02:00","High Range, μS/cm (LGR S/N: 20844998, SEN S/N: 20844998)","Temp, °C (LGR S/N: 20844998, SEN S/N: 20844998)","Coupler Detached (LGR S/N: 20844998)","Coupler Attached (LGR S/N: 20844998)","Host Connected (LGR S/N: 20844998)","Stopped (LGR S/N: 20844998)","End Of File (LGR S/N: 20844998)"
1,08/26/22 10:29:29 AM,0.0,21.54,,,,,
2,08/26/22 10:29:46 AM,,,Logged,,,,
3,08/26/22 10:59:29 AM,9948.2,23.95,,,,,
4,08/26/22 11:29:29 AM,9953.5,23.95,,,,,
5,08/26/22 11:59:29 AM,9971.2,24.04,,,,,
6,08/26/22 12:29:29 PM,9969.5,24.03,,,,,
7,08/26/22 12:59:29 PM,9978.3,24.06,,,,,
8,08/26/22 01:29:29 PM,10002.3,24.17,,,,,
9,08/26/22 01:59:29 PM,10022.8,24.27,,,,,
10,08/26/22 02:29:29 PM,10021.9,24.26,,,,,
11,08/26/22 02:59:29 PM,10056.6,24.42,,,,,
12,08/26/22 03:29:29 PM,10074.4,24.49,,,,,
13,08/26/22 03:59:29 PM,10089.6,24.55,,,,,
14,08/26/22 04:29:29 PM,10104.8,24.61,,,,,
15,08/26/22 04:59:29 PM,10120.9,24.69,,,,,
16,08/26/22 05:29:29 PM,10127.1,24.71,,,,,
17,08/26/22 05:59:29 PM,10104.8,24.60,,,,,
18,08/26/22 06:29:29 PM,10101.2,24.60,,,,,
19,08/26/22 06:59:29 PM,10084.2,24.49,,,,,
20,08/26/22 07:29:29 PM,10052.1,24.37,,,,,
21,08/26/22 07:59:29 PM,10032.5,24.29,,,,,
22,08/26/22 08:29:29 PM,10021.9,24.28,,,,,
23,08/26/22 08:59:29 PM,10021.0,24.29,,,,,
24,08/26/22 09:29:29 PM,10024.5,24.28,,,,,
25,08/26/22 09:59:29 PM,10010.3,24.22,,,,,
26,08/26/22 10:29:29 PM,9989.9,24.15,,,,,
27,08/26/22 10:59:29 PM,9972.1,24.09,,,,,
28,08/26/22 11:29:29 PM,9950.8,24.03,,,,,
29,08/26/22 11:59:29 PM,9964.1,24.04,,,,,
30,08/27/22 12:29:29 AM,9967.7,24.06,,,,,
31,08/27/22 12:59:29 AM,9959.7,24.03,,,,,
32,08/27/22 01:29:29 AM,9954.4,24.00,,,,,
33,08/27/22 01:59:29 AM,9946.4,23.98,,,,,
34,08/27/22 02:29:29 AM,9950.0,23.98,,,,,
35,08/27/22 02:59:29 AM,9942.9,23.94,,,,,
36,08/27/22 03:29:29 AM,9930.5,23.89,,,,,
37,08/27/22 03:59:29 AM,9917.2,23.85,,,,,
38,08/27/22 04:29:29 AM,9909.2,23.81,,,,,
39,08/27/22 04:59:29 AM,9903.9,23.77,,,,,
40,08/27/22 05:29:29 AM,9892.4,23.72,,,,,
41,08/27/22 05:59:29 AM,9893.3,23.73,,,,,
42,08/27/22 06:29:29 AM,9884.5,23.68,,,,,
43,08/27/22 06:59:29 AM,9886.3,23.71,,,,,
44,08/27/22 07:29:29 AM,9880.1,23.67,,,,,
45,08/27/22 07:59:29 AM,9878.3,23.67,,,,,
46,08/27/22 08:29:29 AM,9877.4,23.66,,,,,
47,08/27/22 08:59:29 AM,9868.6,23.61,,,,,
48,08/27/22 09:29:29 AM,9865.1,23.68,,,,,
49,08/27/22 09:59:29 AM,9893.3,23.76,,,,,
50,08/27/22 10:29:29 AM,9867.7,23.61,,,,,
51,08/27/22 10:59:29 AM,9881.0,23.67,,,,,
52,08/27/22 11:29:29 AM,9891.6,23.72,,,,,
53,08/27/22 11:59:29 AM,9923.4,23.86,,,,,
54,08/27/22 12:29:29 PM,9926.9,23.87,,,,,
55,08/27/22 12:59:29 PM,9933.1,23.90,,,,,
56,08/27/22 01:29:29 PM,9934.9,23.90,,,,,
57,08/27/22 01:59:29 PM,9950.8,23.98,,,,,
58,08/27/22 02:29:29 PM,9950.0,23.98,,,,,
59,08/27/22 02:59:29 PM,9960.6,24.01,,,,,
60,08/27/22 03:29:29 PM,9969.5,24.06,,,,,
61,08/27/22 03:59:29 PM,9989.0,24.15,,,,,
62,08/27/22 04:29:29 PM,9999.6,24.19,,,,,
63,08/27/22 04:59:29 PM,10001.4,24.22,,,,,
64,08/27/22 05:29:29 PM,9983.7,24.13,,,,,
65,08/27/22 05:59:29 PM,9973.0,24.08,,,,,
66,08/27/22 06:29:29 PM,9971.2,24.05,,,,,
67,08/27/22 06:59:29 PM,9965.0,24.03,,,,,
68,08/27/22 07:29:29 PM,9960.6,24.00,,,,,
69,08/27/22 07:59:29 PM,9936.7,23.89,,,,,
70,08/27/22 08:29:29 PM,9915.4,23.81,,,,,
71,08/27/22 08:59:29 PM,9900.4,23.80,,,,,
72,08/27/22 09:29:29 PM,9887.1,23.75,,,,,
73,08/27/22 09:59:29 PM,9872.1,23.70,,,,,
74,08/27/22 10:29:29 PM,9868.6,23.68,,,,,
75,08/27/22 10:59:29 PM,9857.1,23.63,,,,,
76,08/27/22 11:29:29 PM,9855.4,23.63,,,,,
77,08/27/22 11:59:29 PM,9843.9,23.57,,,,,
78,08/28/22 12:29:29 AM,9844.8,23.58,,,,,
79,08/28/22 12:59:29 AM,9826.3,23.49,,,,,
80,08/28/22 01:29:29 AM,9830.7,23.50,,,,,
81,08/28/22 01:59:29 AM,9830.7,23.50,,,,,
82,08/28/22 02:29:29 AM,9824.6,23.48,,,,,
83,08/28/22 02:59:29 AM,9818.4,23.45,,,,,
84,08/28/22 03:29:29 AM,9803.4,23.38,,,,,
85,08/28/22 03:59:29 AM,9781.5,23.27,,,,,
86,08/28/22 04:29:29 AM,9777.1,23.27,,,,,
87,08/28/22 04:59:29 AM,9775.3,23.25,,,,,
88,08/28/22 05:29:29 AM,9774.5,23.25,,,,,
89,08/28/22 05:59:29 AM,9764.8,23.21,,,,,
90,08/28/22 06:29:29 AM,9754.3,23.16,,,,,
91,08/28/22 06:59:29 AM,9745.5,23.12,,,,,
92,08/28/22 07:29:29 AM,9729.8,23.06,,,,,
93,08/28/22 07:59:29 AM,9712.3,22.98,,,,,
94,08/28/22 08:29:29 AM,9702.6,22.93,,,,,
95,08/28/22 08:59:29 AM,9714.9,22.99,,,,,
96,08/28/22 09:29:29 AM,9715.8,23.01,,,,,
97,08/28/22 09:59:29 AM,9723.6,23.03,,,,,
98,08/28/22 10:29:29 AM,9686.0,23.10,,,,,
99,08/28/22 10:59:29 AM,9752.5,23.17,,,,,
100,08/28/22 11:29:29 AM,9761.3,23.22,,,,,
101,08/28/22 11:59:29 AM,9788.5,23.34,,,,,
102,08/28/22 12:29:29 PM,9799.1,23.40,,,,,
103,08/28/22 12:59:29 PM,9829.8,23.52,,,,,
104,08/28/22 01:29:29 PM,9827.2,23.50,,,,,
105,08/28/22 01:59:29 PM,9858.9,23.67,,,,,
106,08/28/22 02:29:29 PM,9869.5,23.68,,,,,
107,08/28/22 02:59:29 PM,9895.1,23.81,,,,,
108,08/28/22 03:29:29 PM,9845.7,23.86,,,,,
109,08/28/22 03:59:29 PM,9926.9,23.90,,,,,
110,08/28/22 04:29:29 PM,9916.3,23.87,,,,,
111,08/28/22 04:59:29 PM,9889.8,23.77,,,,,
112,08/28/22 05:29:29 PM,9880.1,23.72,,,,,
113,08/28/22 05:59:29 PM,9863.3,23.62,,,,,
114,08/28/22 06:29:29 PM,9844.8,23.53,,,,,
115,08/28/22 06:59:29 PM,9791.1,23.48,,,,,
116,08/28/22 07:29:29 PM,9700.9,23.40,,,,,
117,08/28/22 07:59:29 PM,9806.1,23.34,,,,,
118,08/28/22 08:29:29 PM,9788.5,23.26,,,,,
119,08/28/22 08:59:29 PM,9785.0,23.29,,,,,
120,08/28/22 09:29:29 PM,9775.3,23.25,,,,,
121,08/28/22 09:59:29 PM,9778.0,23.29,,,,,
122,08/28/22 10:29:29 PM,9772.7,23.27,,,,,
123,08/28/22 10:59:29 PM,9761.3,23.21,,,,,
124,08/28/22 11:29:29 PM,9746.4,23.15,,,,,
125,08/28/22 11:59:29 PM,9756.9,23.21,,,,,
126,08/29/22 12:29:29 AM,9756.0,23.21,,,,,
127,08/29/22 12:59:29 AM,9743.8,23.16,,,,,
128,08/29/22 01:29:29 AM,9739.4,23.13,,,,,
129,08/29/22 01:59:29 AM,9724.5,23.07,,,,,
130,08/29/22 02:29:29 AM,9711.4,23.01,,,,,
131,08/29/22 02:59:29 AM,9714.0,23.01,,,,,
132,08/29/22 03:29:29 AM,9715.8,23.01,,,,,
133,08/29/22 03:59:29 AM,9709.6,22.97,,,,,
134,08/29/22 04:29:29 AM,9701.8,22.92,,,,,
135,08/29/22 04:59:29 AM,9694.8,22.91,,,,,
136,08/29/22 05:29:29 AM,9672.9,22.85,,,,,
137,08/29/22 05:59:29 AM,9659.0,22.79,,,,,
138,08/29/22 06:29:29 AM,9466.4,22.79,,,,,
139,08/29/22 06:59:29 AM,9625.0,22.75,,,,,
140,08/29/22 07:29:29 AM,9629.4,22.73,,,,,
141,08/29/22 07:59:29 AM,9628.5,22.65,,,,,
142,08/29/22 08:29:29 AM,9625.9,22.62,,,,,
143,08/29/22 08:59:29 AM,9641.5,22.68,,,,,
144,08/29/22 09:29:29 AM,9646.8,22.73,,,,,
145,08/29/22 09:59:29 AM,9663.3,22.77,,,,,
146,08/29/22 10:29:29 AM,9669.4,22.83,,,,,
147,08/29/22 10:59:29 AM,9578.1,22.91,,,,,
148,08/29/22 11:29:29 AM,9522.6,22.94,,,,,
149,08/29/22 11:59:29 AM,8177.9,23.10,,,,,
150,08/29/22 12:29:29 PM,9100.0,23.24,,,,,
151,08/29/22 12:59:29 PM,9756.9,23.31,,,,,
152,08/29/22 01:29:29 PM,9782.4,23.36,,,,,
153,08/29/22 01:59:29 PM,8248.6,23.57,,,,,
154,08/29/22 02:29:29 PM,9827.2,23.58,,,,,
155,08/29/22 02:59:29 PM,9812.2,23.57,,,,,
156,08/29/22 03:29:29 PM,9826.3,23.54,,,,,
157,08/29/22 03:59:29 PM,9779.7,23.44,,,,,
158,08/29/22 04:29:29 PM,9789.4,23.43,,,,,
159,08/29/22 04:59:29 PM,9793.8,23.38,,,,,
160,08/29/22 05:29:29 PM,9625.9,23.35,,,,,
161,08/29/22 05:59:29 PM,9716.6,23.33,,,,,
162,08/29/22 06:29:29 PM,9750.8,23.25,,,,,
163,08/29/22 06:59:29 PM,9753.4,23.17,,,,,
164,08/29/22 07:29:29 PM,9738.5,23.08,,,,,
165,08/29/22 07:59:29 PM,9722.8,23.01,,,,,
166,08/29/22 08:29:29 PM,9717.5,22.98,,,,,
167,08/29/22 08:59:29 PM,9733.3,23.10,,,,,
168,08/29/22 09:29:29 PM,9731.5,23.08,,,,,
169,08/29/22 09:59:29 PM,9721.0,23.05,,,,,
170,08/29/22 10:29:29 PM,9697.4,22.98,,,,,
171,08/29/22 10:59:29 PM,9685.2,22.96,,,,,
172,08/29/22 11:29:29 PM,9681.7,22.93,,,,,
173,08/29/22 11:59:29 PM,9680.8,22.94,,,,,
174,08/30/22 12:29:29 AM,9671.2,22.89,,,,,
175,08/30/22 12:59:29 AM,9659.9,22.88,,,,,
176,08/30/22 01:29:29 AM,9653.7,22.88,,,,,
177,08/30/22 01:59:29 AM,9646.8,22.83,,,,,
178,08/30/22 02:29:29 AM,9634.6,22.74,,,,,
179,08/30/22 02:59:29 AM,9631.1,22.73,,,,,
180,08/30/22 03:29:29 AM,9619.8,22.68,,,,,
181,08/30/22 03:59:29 AM,9622.4,22.68,,,,,
182,08/30/22 04:29:29 AM,9608.5,22.59,,,,,
183,08/30/22 04:59:29 AM,9607.6,22.56,,,,,
184,08/30/22 05:29:29 AM,9598.9,22.55,,,,,
185,08/30/22 05:59:29 AM,9596.3,22.51,,,,,
186,08/30/22 06:29:29 AM,9595.4,22.50,,,,,
187,08/30/22 06:59:29 AM,9593.7,22.47,,,,,
188,08/30/22 07:29:29 AM,9594.6,22.47,,,,,
189,08/30/22 07:59:29 AM,9591.1,22.46,,,,,
190,08/30/22 08:29:29 AM,9573.7,22.45,,,,,
191,08/30/22 08:59:29 AM,9543.4,22.42,,,,,
192,08/30/22 09:29:29 AM,9587.6,22.43,,,,,
193,08/30/22 09:59:29 AM,9594.6,22.47,,,,,
194,08/30/22 10:29:29 AM,9589.3,22.47,,,,,
195,08/30/22 10:59:29 AM,9592.8,22.47,,,,,
