Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 15/03/2022
TIME       : 14:29:25
FILENAME   : C:\Users\aquaman\AppData\Roaming\DiverOffice\Gent-Oostende\CSV\brugge_220315142925_T6300.CSV
CREATED BY : Diver-Office 11.2.0.1
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..28-T6300  317.
  Instrument number       =          UTC+1     
                          =0
  Location                =brugge
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     ms/cm
  Range                   =120,000   ms/cm


[Series settings]
  Serial number           =..28-T6300  317.
  Instrument number       =          UTC+1     
  Location                =brugge
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =13:30:14 14/01/22
  End date / time         =13:00:11 22/02/22
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     ms/cm
  Range                   =120,000   ms/cm


Date/time;Druk[cmH2O];Temperatuur[°C];1:Geleidbaarheid[ms/cm]
2022/01/14 14:30:13;1057,183;12,017;0,492
2022/01/14 15:00:13;1333,858;5,983;0,464
2022/01/14 15:30:13;1341,150;5,970;0,332
2022/01/14 16:00:13;1336,950;6,000;0,336
2022/01/14 16:30:13;1337,475;6,053;0,344
2022/01/14 17:00:13;1339,575;6,060;0,336
2022/01/14 17:30:13;1333,508;6,043;0,340
2022/01/14 18:00:13;1333,392;6,033;0,340
2022/01/14 18:30:13;1338,350;6,060;0,356
2022/01/14 19:00:13;1332,867;6,037;0,356
2022/01/14 19:30:13;1331,467;6,027;0,360
2022/01/14 20:00:13;1331,292;6,027;0,364
2022/01/14 20:30:13;1332,692;6,027;0,372
2022/01/14 21:00:13;1331,408;6,040;0,376
2022/01/14 21:30:13;1330,533;6,047;0,384
2022/01/14 22:00:13;1331,817;6,060;0,388
2022/01/14 22:30:13;1328,667;6,060;0,392
2022/01/14 23:00:13;1330,942;6,067;0,392
2022/01/14 23:30:13;1331,117;6,060;0,392
2022/01/15 00:00:13;1330,942;6,057;0,388
2022/01/15 00:30:13;1331,992;6,067;0,392
2022/01/15 01:00:13;1330,183;6,077;0,400
2022/01/15 01:30:13;1333,158;6,073;0,396
2022/01/15 02:00:13;1333,158;6,073;0,396
2022/01/15 02:30:13;1333,392;6,010;0,396
2022/01/15 03:00:13;1333,392;6,020;0,396
2022/01/15 03:30:13;1334,092;6,017;0,404
2022/01/15 04:00:13;1333,450;6,000;0,404
2022/01/15 04:30:13;1331,933;5,963;0,400
2022/01/15 05:00:13;1329,658;5,933;0,400
2022/01/15 05:30:13;1330,358;5,917;0,404
2022/01/15 06:00:13;1329,833;5,933;0,408
2022/01/15 06:30:13;1332,867;5,900;0,416
2022/01/15 07:00:13;1330,008;5,873;0,416
2022/01/15 07:30:13;1326,917;5,907;0,424
2022/01/15 08:00:13;1325,342;5,940;0,428
2022/01/15 08:30:13;1326,392;5,940;0,432
2022/01/15 09:00:13;1324,117;5,940;0,460
2022/01/15 09:30:13;1323,183;5,960;0,432
2022/01/15 10:00:13;1324,292;5,977;0,444
2022/01/15 10:30:13;1322,250;5,997;0,452
2022/01/15 11:00:13;1324,992;6,000;0,448
2022/01/15 11:30:13;1324,817;6,000;0,452
2022/01/15 12:00:13;1327,792;5,977;0,528
2022/01/15 12:30:13;1327,675;6,013;0,512
2022/01/15 13:00:13;1323,125;6,020;0,468
2022/01/15 13:30:13;1329,017;6,037;0,472
2022/01/15 14:00:13;1323,825;6,003;0,480
2022/01/15 14:30:13;1325,867;6,027;0,468
2022/01/15 15:00:13;1328,375;6,043;0,472
2022/01/15 15:30:13;1324,583;6,040;0,468
2022/01/15 16:00:13;1330,008;6,047;0,472
2022/01/15 16:30:13;1328,608;6,063;0,476
2022/01/15 17:00:13;1326,392;6,057;0,472
2022/01/15 17:30:13;1329,833;6,077;0,476
2022/01/15 18:00:13;1328,608;6,077;0,472
2022/01/15 18:30:13;1329,308;6,077;0,488
2022/01/15 19:00:13;1331,467;6,083;0,476
2022/01/15 19:30:13;1328,783;6,120;0,484
2022/01/15 20:00:13;1329,425;6,143;0,492
2022/01/15 20:30:13;1330,183;6,157;0,484
2022/01/15 21:00:13;1329,833;6,157;0,488
2022/01/15 21:30:13;1330,125;6,160;0,492
2022/01/15 22:00:13;1331,758;6,170;0,496
2022/01/15 22:30:13;1330,533;6,177;0,500
2022/01/15 23:00:13;1329,017;6,173;0,516
2022/01/15 23:30:13;1331,467;6,173;0,516
2022/01/16 00:00:13;1332,458;6,177;0,516
2022/01/16 00:30:13;1333,917;6,177;0,516
2022/01/16 01:00:13;1333,217;6,187;0,520
2022/01/16 01:30:13;1331,933;6,200;0,524
2022/01/16 02:00:13;1333,158;6,197;0,520
2022/01/16 02:30:13;1335,142;6,200;0,532
2022/01/16 03:00:13;1334,150;6,190;0,532
2022/01/16 03:30:13;1337,475;6,203;0,540
2022/01/16 04:00:13;1335,317;6,200;0,544
2022/01/16 04:30:13;1333,917;6,197;0,552
2022/01/16 05:00:13;1336,717;6,197;0,560
2022/01/16 05:30:13;1334,675;6,203;0,780
2022/01/16 06:00:13;1337,242;6,200;0,784
2022/01/16 06:30:13;1336,950;6,203;0,788
2022/01/16 07:00:13;1336,950;6,190;0,788
2022/01/16 07:30:13;1334,967;6,153;0,792
2022/01/16 08:00:13;1333,042;6,167;0,808
2022/01/16 08:30:13;1333,158;6,150;0,796
2022/01/16 09:00:13;1333,042;6,183;0,804
2022/01/16 09:30:13;1331,467;6,173;0,808
2022/01/16 10:00:13;1332,517;6,187;0,816
2022/01/16 10:30:13;1330,417;6,190;0,596
2022/01/16 11:00:13;1329,833;6,157;0,576
2022/01/16 11:30:13;1331,000;6,143;0,576
2022/01/16 12:00:13;1332,108;6,147;0,580
2022/01/16 12:30:13;1332,983;6,157;0,576
2022/01/16 13:00:13;1334,267;6,150;0,580
2022/01/16 13:30:13;1332,983;6,180;0,584
2022/01/16 14:00:13;1332,517;6,267;0,604
2022/01/16 14:30:13;1334,442;6,223;0,588
2022/01/16 15:00:13;1335,317;6,250;0,596
2022/01/16 15:30:13;1335,783;6,260;0,592
2022/01/16 16:00:13;1336,600;6,213;0,604
2022/01/16 16:30:13;1335,025;6,203;0,608
2022/01/16 17:00:13;1332,983;6,293;0,628
2022/01/16 17:30:13;1333,158;6,307;0,632
2022/01/16 18:00:13;1333,217;6,230;0,616
2022/01/16 18:30:13;1333,742;6,293;0,724
2022/01/16 19:00:13;1332,808;6,300;0,640
2022/01/16 19:30:13;1332,342;6,243;0,628
2022/01/16 20:00:13;1330,708;6,273;0,652
2022/01/16 20:30:13;1329,833;6,293;0,664
2022/01/16 21:00:13;1330,708;6,300;0,664
2022/01/16 21:30:13;1330,592;6,313;0,660
2022/01/16 22:00:13;1330,883;6,307;0,648
2022/01/16 22:30:13;1330,358;6,327;0,660
2022/01/16 23:00:13;1328,667;6,360;0,676
2022/01/16 23:30:13;1328,783;6,357;0,672
2022/01/17 00:00:13;1329,717;6,347;0,676
2022/01/17 00:30:13;1331,758;6,297;0,656
