Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 09/06/2020
TIME       : 09:23:26
FILENAME   : E:\Divers 2020\CSV\brugge_200609092325_T6300.CSV
CREATED BY : SWS Diver-Office 6.0.2.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..20-T6300  317.
  Instrument number       =                    
                          =0
  Location                =brugge
  Sample period           =M30
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


[Series settings]
  Serial number           =..20-T6300  317.
  Instrument number       =                    
  Location                =brugge
  Sample period           =00 00:30:00 0
  Sample method           =T   
  Start date / time       =30:37:12 27/03/20
  End date / time         =30:37:10 05/06/20
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400,000   cm
  Range                   =1750,000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20,000   °C
  Range                   =100,000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0,000     mS/cm
  Range                   =120,000   mS/cm


Date/time;Druk[cm];Temperatuur[°C];1:Geleidbaarheid[mS/cm]
2020/03/27 12:37:30;1044,467;16,197;0,092
2020/03/27 13:07:30;1305,158;9,363;0,436
2020/03/27 13:37:30;1307,025;9,407;0,456
2020/03/27 14:07:30;1311,458;9,407;0,488
2020/03/27 14:37:30;1304,750;9,577;0,500
2020/03/27 15:07:30;1312,508;9,727;0,516
2020/03/27 15:37:30;1314,958;9,797;0,520
2020/03/27 16:07:30;1315,308;9,817;0,524
2020/03/27 16:37:30;1318,167;9,903;0,532
2020/03/27 17:07:30;1319,742;9,940;0,536
2020/03/27 17:37:30;1321,492;10,027;0,536
2020/03/27 18:07:30;1322,542;10,047;0,540
2020/03/27 18:37:30;1323,067;10,017;0,532
2020/03/27 19:07:30;1321,492;9,983;0,524
2020/03/27 19:37:30;1317,642;9,957;0,524
2020/03/27 20:07:30;1318,692;9,963;0,520
2020/03/27 20:37:30;1317,292;9,957;0,524
2020/03/27 21:07:30;1317,292;9,970;0,532
2020/03/27 21:37:30;1318,867;9,977;0,560
2020/03/27 22:07:30;1315,308;9,973;0,604
2020/03/27 22:37:30;1314,433;9,953;0,620
2020/03/27 23:07:30;1311,633;9,930;0,628
2020/03/27 23:37:30;1309,942;9,900;0,612
2020/03/28 00:07:30;1307,900;9,850;0,584
2020/03/28 00:37:30;1307,200;9,820;0,560
2020/03/28 01:07:30;1309,008;9,793;0,540
2020/03/28 01:37:30;1311,458;9,773;0,520
2020/03/28 02:07:30;1312,567;9,770;0,512
2020/03/28 02:37:30;1315,192;9,747;0,500
2020/03/28 03:07:30;1316,767;9,730;0,504
2020/03/28 03:37:30;1319,217;9,723;0,492
2020/03/28 04:07:30;1320,792;9,697;0,488
